design,n_groups,coef_var,tests_per_group,n_tested_for_sensitivity,n_tested_for_specificity,prev,sensitivity,specificity,prop_groups_with_prev,group_distribution,n_groups_with_prev,group_prev,partition
5369,50,1.5464534738449711,200,60,300,0.005,0.95,0.8,0.75,low,38,0.01991153153053112,93
5370,50,1.5464534738449711,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007777881054256256,93
5371,50,1.5464534738449711,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005024978364063888,93
5372,50,1.5464534738449711,200,60,300,0.005,0.95,0.85,0.75,low,38,0.01991153153053112,93
5373,50,1.5464534738449711,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007777881054256256,93
5374,50,1.5464534738449711,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005024978364063888,93
5375,50,1.5464534738449711,200,60,300,0.005,0.95,0.9,0.75,low,38,0.01991153153053112,93
5376,50,1.5464534738449711,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007777881054256256,93
5377,50,1.5464534738449711,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005024978364063888,93
5378,50,1.5464534738449711,200,60,300,0.005,0.95,0.95,0.75,low,38,0.01991153153053112,93
5379,50,1.5464534738449711,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007777881054256256,93
5380,50,1.5464534738449711,200,60,300,0.005,0.95,1,0.75,high,38,0.005024978364063888,93
5381,50,1.5464534738449711,200,60,300,0.005,0.95,1,0.75,low,38,0.01991153153053112,94
5382,50,1.5464534738449711,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007777881054256256,94
5383,50,1.5464534738449711,200,60,300,0.05,0.95,0.75,0.75,high,38,0.050249783640638875,94
5384,50,1.5464534738449711,200,60,300,0.05,0.95,0.75,0.75,low,38,0.1991153153053112,94
5385,50,1.5464534738449711,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07777881054256257,94
5386,50,1.5464534738449711,200,60,300,0.05,0.95,0.8,0.75,high,38,0.050249783640638875,94
5387,50,1.5464534738449711,200,60,300,0.05,0.95,0.8,0.75,low,38,0.1991153153053112,94
5388,50,1.5464534738449711,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07777881054256257,94
5389,50,1.5464534738449711,200,60,300,0.05,0.95,0.85,0.75,high,38,0.050249783640638875,94
5390,50,1.5464534738449711,200,60,300,0.05,0.95,0.85,0.75,low,38,0.1991153153053112,94
5391,50,1.5464534738449711,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07777881054256257,94
5392,50,1.5464534738449711,200,60,300,0.05,0.95,0.9,0.75,high,38,0.050249783640638875,94
5393,50,1.5464534738449711,200,60,300,0.05,0.95,0.9,0.75,low,38,0.1991153153053112,94
5394,50,1.5464534738449711,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07777881054256257,94
5395,50,1.5464534738449711,200,60,300,0.05,0.95,0.95,0.75,high,38,0.050249783640638875,94
5396,50,1.5464534738449711,200,60,300,0.05,0.95,0.95,0.75,low,38,0.1991153153053112,94
5397,50,1.5464534738449711,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07777881054256257,94
5398,50,1.5464534738449711,200,60,300,0.05,0.95,1,0.75,high,38,0.050249783640638875,94
5399,50,1.5464534738449711,200,60,300,0.05,0.95,1,0.75,low,38,0.1991153153053112,94
5400,50,1.5464534738449711,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07777881054256257,94
5401,50,1.2636930287391563,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005028402322634939,94
5402,50,1.2636930287391563,200,60,300,0.005,0.95,0.75,0.75,low,38,0.015927386243907746,94
5403,50,1.2636930287391563,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007095807589044549,94
5404,50,1.2636930287391563,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005028402322634939,94
5405,50,1.2636930287391563,200,60,300,0.005,0.95,0.8,0.75,low,38,0.015927386243907746,94
5406,50,1.2636930287391563,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007095807589044549,94
5407,50,1.2636930287391563,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005028402322634939,94
5408,50,1.2636930287391563,200,60,300,0.005,0.95,0.85,0.75,low,38,0.015927386243907746,94
5409,50,1.2636930287391563,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007095807589044549,94
5410,50,1.2636930287391563,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005028402322634939,94
5411,50,1.2636930287391563,200,60,300,0.005,0.95,0.9,0.75,low,38,0.015927386243907746,94
5412,50,1.2636930287391563,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007095807589044549,94
5413,50,1.2636930287391563,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005028402322634939,94
5414,50,1.2636930287391563,200,60,300,0.005,0.95,0.95,0.75,low,38,0.015927386243907746,94
5415,50,1.2636930287391563,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007095807589044549,94
5416,50,1.2636930287391563,200,60,300,0.005,0.95,1,0.75,high,38,0.005028402322634939,94
5417,50,1.2636930287391563,200,60,300,0.005,0.95,1,0.75,low,38,0.015927386243907746,94
5418,50,1.2636930287391563,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007095807589044549,94
5419,50,1.2636930287391563,200,60,300,0.05,0.95,0.75,0.75,high,38,0.05028402322634939,94
5420,50,1.2636930287391563,200,60,300,0.05,0.95,0.75,0.75,low,38,0.15927386243907748,94
5421,50,1.2636930287391563,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07095807589044549,94
5422,50,1.2636930287391563,200,60,300,0.05,0.95,0.8,0.75,high,38,0.05028402322634939,94
5423,50,1.2636930287391563,200,60,300,0.05,0.95,0.8,0.75,low,38,0.15927386243907748,94
5424,50,1.2636930287391563,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07095807589044549,94
5425,50,1.2636930287391563,200,60,300,0.05,0.95,0.85,0.75,high,38,0.05028402322634939,94
5426,50,1.2636930287391563,200,60,300,0.05,0.95,0.85,0.75,low,38,0.15927386243907748,94
5427,50,1.2636930287391563,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07095807589044549,94
5428,50,1.2636930287391563,200,60,300,0.05,0.95,0.9,0.75,high,38,0.05028402322634939,94
5429,50,1.2636930287391563,200,60,300,0.05,0.95,0.9,0.75,low,38,0.15927386243907748,94
5430,50,1.2636930287391563,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07095807589044549,94
5431,50,1.2636930287391563,200,60,300,0.05,0.95,0.95,0.75,high,38,0.05028402322634939,94
5432,50,1.2636930287391563,200,60,300,0.05,0.95,0.95,0.75,low,38,0.15927386243907748,94
5433,50,1.2636930287391563,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07095807589044549,94
5434,50,1.2636930287391563,200,60,300,0.05,0.95,1,0.75,high,38,0.05028402322634939,94
5435,50,1.2636930287391563,200,60,300,0.05,0.95,1,0.75,low,38,0.15927386243907748,94
5436,50,1.2636930287391563,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07095807589044549,94
5437,50,1.286436868243527,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005032219978378598,94
5438,50,1.286436868243527,200,60,300,0.005,0.95,0.75,0.75,low,38,0.016245383355436644,95
5439,50,1.286436868243527,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007245695345393554,95
5440,50,1.286436868243527,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005032219978378598,95
5441,50,1.286436868243527,200,60,300,0.005,0.95,0.8,0.75,low,38,0.016245383355436644,95
5442,50,1.286436868243527,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007245695345393554,95
5443,50,1.286436868243527,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005032219978378598,95
5444,50,1.286436868243527,200,60,300,0.005,0.95,0.85,0.75,low,38,0.016245383355436644,95
5445,50,1.286436868243527,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007245695345393554,95
5446,50,1.286436868243527,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005032219978378598,95
5447,50,1.286436868243527,200,60,300,0.005,0.95,0.9,0.75,low,38,0.016245383355436644,95
5448,50,1.286436868243527,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007245695345393554,95
5449,50,1.286436868243527,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005032219978378598,95
5450,50,1.286436868243527,200,60,300,0.005,0.95,0.95,0.75,low,38,0.016245383355436644,95
5451,50,1.286436868243527,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007245695345393554,95
5452,50,1.286436868243527,200,60,300,0.005,0.95,1,0.75,high,38,0.005032219978378598,95
5453,50,1.286436868243527,200,60,300,0.005,0.95,1,0.75,low,38,0.016245383355436644,95
5454,50,1.286436868243527,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007245695345393554,95
5455,50,1.286436868243527,200,60,300,0.05,0.95,0.75,0.75,high,38,0.050322199783785986,95
5456,50,1.286436868243527,200,60,300,0.05,0.95,0.75,0.75,low,38,0.16245383355436646,95
5457,50,1.286436868243527,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07245695345393555,95
5458,50,1.286436868243527,200,60,300,0.05,0.95,0.8,0.75,high,38,0.050322199783785986,95
5459,50,1.286436868243527,200,60,300,0.05,0.95,0.8,0.75,low,38,0.16245383355436646,95
5460,50,1.286436868243527,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07245695345393555,95
5461,50,1.286436868243527,200,60,300,0.05,0.95,0.85,0.75,high,38,0.050322199783785986,95
5462,50,1.286436868243527,200,60,300,0.05,0.95,0.85,0.75,low,38,0.16245383355436646,95
5463,50,1.286436868243527,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07245695345393555,95
5464,50,1.286436868243527,200,60,300,0.05,0.95,0.9,0.75,high,38,0.050322199783785986,95
5465,50,1.286436868243527,200,60,300,0.05,0.95,0.9,0.75,low,38,0.16245383355436646,95
5466,50,1.286436868243527,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07245695345393555,95
5467,50,1.286436868243527,200,60,300,0.05,0.95,0.95,0.75,high,38,0.050322199783785986,95
5468,50,1.286436868243527,200,60,300,0.05,0.95,0.95,0.75,low,38,0.16245383355436646,95
5469,50,1.286436868243527,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07245695345393555,95
5470,50,1.286436868243527,200,60,300,0.05,0.95,1,0.75,high,38,0.050322199783785986,95
5471,50,1.286436868243527,200,60,300,0.05,0.95,1,0.75,low,38,0.16245383355436646,95
5472,50,1.286436868243527,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07245695345393555,95
5473,50,1.2767118841044605,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005024295635410102,95
5474,50,1.2767118841044605,200,60,300,0.005,0.95,0.75,0.75,low,38,0.01786960425371629,95
5475,50,1.2767118841044605,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007037975732346711,95
5476,50,1.2767118841044605,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005024295635410102,95
5477,50,1.2767118841044605,200,60,300,0.005,0.95,0.8,0.75,low,38,0.01786960425371629,95
5478,50,1.2767118841044605,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007037975732346711,95
5479,50,1.2767118841044605,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005024295635410102,95
5480,50,1.2767118841044605,200,60,300,0.005,0.95,0.85,0.75,low,38,0.01786960425371629,95
5481,50,1.2767118841044605,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007037975732346711,95
5482,50,1.2767118841044605,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005024295635410102,95
5483,50,1.2767118841044605,200,60,300,0.005,0.95,0.9,0.75,low,38,0.01786960425371629,95
5484,50,1.2767118841044605,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007037975732346711,95
5485,50,1.2767118841044605,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005024295635410102,95
5486,50,1.2767118841044605,200,60,300,0.005,0.95,0.95,0.75,low,38,0.01786960425371629,95
5487,50,1.2767118841044605,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007037975732346711,95
5488,50,1.2767118841044605,200,60,300,0.005,0.95,1,0.75,high,38,0.005024295635410102,95
5489,50,1.2767118841044605,200,60,300,0.005,0.95,1,0.75,low,38,0.01786960425371629,95
5490,50,1.2767118841044605,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007037975732346711,95
5491,50,1.2767118841044605,200,60,300,0.05,0.95,0.75,0.75,high,38,0.050242956354101025,95
5492,50,1.2767118841044605,200,60,300,0.05,0.95,0.75,0.75,low,38,0.17869604253716287,95
5493,50,1.2767118841044605,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07037975732346712,95
5494,50,1.2767118841044605,200,60,300,0.05,0.95,0.8,0.75,high,38,0.050242956354101025,95
5495,50,1.2767118841044605,200,60,300,0.05,0.95,0.8,0.75,low,38,0.17869604253716287,95
5496,50,1.2767118841044605,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07037975732346712,96
5497,50,1.2767118841044605,200,60,300,0.05,0.95,0.85,0.75,high,38,0.050242956354101025,96
5498,50,1.2767118841044605,200,60,300,0.05,0.95,0.85,0.75,low,38,0.17869604253716287,96
5499,50,1.2767118841044605,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07037975732346712,96
5500,50,1.2767118841044605,200,60,300,0.05,0.95,0.9,0.75,high,38,0.050242956354101025,96
5501,50,1.2767118841044605,200,60,300,0.05,0.95,0.9,0.75,low,38,0.17869604253716287,96
5502,50,1.2767118841044605,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07037975732346712,96
5503,50,1.2767118841044605,200,60,300,0.05,0.95,0.95,0.75,high,38,0.050242956354101025,96
5504,50,1.2767118841044605,200,60,300,0.05,0.95,0.95,0.75,low,38,0.17869604253716287,96
5505,50,1.2767118841044605,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07037975732346712,96
5506,50,1.2767118841044605,200,60,300,0.05,0.95,1,0.75,high,38,0.050242956354101025,96
5507,50,1.2767118841044605,200,60,300,0.05,0.95,1,0.75,low,38,0.17869604253716287,96
5508,50,1.2767118841044605,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07037975732346712,96
5509,50,1.7294545122427685,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005009352105651597,96
5510,50,1.7294545122427685,200,60,300,0.005,0.95,0.75,0.75,low,38,0.025997182741976137,96
5511,50,1.7294545122427685,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007743923161130102,96
5512,50,1.7294545122427685,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005009352105651597,96
5513,50,1.7294545122427685,200,60,300,0.005,0.95,0.8,0.75,low,38,0.025997182741976137,96
5514,50,1.7294545122427685,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007743923161130102,96
5515,50,1.7294545122427685,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005009352105651597,96
5516,50,1.7294545122427685,200,60,300,0.005,0.95,0.85,0.75,low,38,0.025997182741976137,96
5517,50,1.7294545122427685,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007743923161130102,96
5518,50,1.7294545122427685,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005009352105651597,96
5519,50,1.7294545122427685,200,60,300,0.005,0.95,0.9,0.75,low,38,0.025997182741976137,96
5520,50,1.7294545122427685,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007743923161130102,96
5521,50,1.7294545122427685,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005009352105651597,96
5522,50,1.7294545122427685,200,60,300,0.005,0.95,0.95,0.75,low,38,0.025997182741976137,96
5523,50,1.7294545122427685,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007743923161130102,96
5524,50,1.7294545122427685,200,60,300,0.005,0.95,1,0.75,high,38,0.005009352105651597,96
5525,50,1.7294545122427685,200,60,300,0.005,0.95,1,0.75,low,38,0.025997182741976137,96
5526,50,1.7294545122427685,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007743923161130102,96
5527,50,1.7294545122427685,200,60,300,0.05,0.95,0.75,0.75,high,38,0.05009352105651597,96
5528,50,1.7294545122427685,200,60,300,0.05,0.95,0.75,0.75,low,38,0.2599718274197614,96
5529,50,1.7294545122427685,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07743923161130102,96
5530,50,1.7294545122427685,200,60,300,0.05,0.95,0.8,0.75,high,38,0.05009352105651597,96
5531,50,1.7294545122427685,200,60,300,0.05,0.95,0.8,0.75,low,38,0.2599718274197614,96
5532,50,1.7294545122427685,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07743923161130102,96
5533,50,1.7294545122427685,200,60,300,0.05,0.95,0.85,0.75,high,38,0.05009352105651597,96
5534,50,1.7294545122427685,200,60,300,0.05,0.95,0.85,0.75,low,38,0.2599718274197614,96
5535,50,1.7294545122427685,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07743923161130102,96
5536,50,1.7294545122427685,200,60,300,0.05,0.95,0.9,0.75,high,38,0.05009352105651597,96
5537,50,1.7294545122427685,200,60,300,0.05,0.95,0.9,0.75,low,38,0.2599718274197614,96
5538,50,1.7294545122427685,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07743923161130102,96
5539,50,1.7294545122427685,200,60,300,0.05,0.95,0.95,0.75,high,38,0.05009352105651597,96
5540,50,1.7294545122427685,200,60,300,0.05,0.95,0.95,0.75,low,38,0.2599718274197614,96
5541,50,1.7294545122427685,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07743923161130102,96
5542,50,1.7294545122427685,200,60,300,0.05,0.95,1,0.75,high,38,0.05009352105651597,96
5543,50,1.7294545122427685,200,60,300,0.05,0.95,1,0.75,low,38,0.2599718274197614,96
5544,50,1.7294545122427685,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07743923161130102,96
5545,50,1.0879364037843964,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005059900772934378,96
5546,50,1.0879364037843964,200,60,300,0.005,0.95,0.75,0.75,low,38,0.012952847928181774,96
5547,50,1.0879364037843964,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007074749038762918,96
5548,50,1.0879364037843964,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005059900772934378,96
5549,50,1.0879364037843964,200,60,300,0.005,0.95,0.8,0.75,low,38,0.012952847928181774,96
5550,50,1.0879364037843964,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007074749038762918,96
5551,50,1.0879364037843964,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005059900772934378,96
5552,50,1.0879364037843964,200,60,300,0.005,0.95,0.85,0.75,low,38,0.012952847928181774,96
5553,50,1.0879364037843964,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007074749038762918,96
5554,50,1.0879364037843964,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005059900772934378,97
5555,50,1.0879364037843964,200,60,300,0.005,0.95,0.9,0.75,low,38,0.012952847928181774,97
5556,50,1.0879364037843964,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007074749038762918,97
5557,50,1.0879364037843964,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005059900772934378,97
5558,50,1.0879364037843964,200,60,300,0.005,0.95,0.95,0.75,low,38,0.012952847928181774,97
5559,50,1.0879364037843964,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007074749038762918,97
5560,50,1.0879364037843964,200,60,300,0.005,0.95,1,0.75,high,38,0.005059900772934378,97
5561,50,1.0879364037843964,200,60,300,0.005,0.95,1,0.75,low,38,0.012952847928181774,97
5562,50,1.0879364037843964,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007074749038762918,97
5563,50,1.0879364037843964,200,60,300,0.05,0.95,0.75,0.75,high,38,0.05059900772934378,97
5564,50,1.0879364037843964,200,60,300,0.05,0.95,0.75,0.75,low,38,0.12952847928181774,97
5565,50,1.0879364037843964,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07074749038762919,97
5566,50,1.0879364037843964,200,60,300,0.05,0.95,0.8,0.75,high,38,0.05059900772934378,97
5567,50,1.0879364037843964,200,60,300,0.05,0.95,0.8,0.75,low,38,0.12952847928181774,97
5568,50,1.0879364037843964,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07074749038762919,97
5569,50,1.0879364037843964,200,60,300,0.05,0.95,0.85,0.75,high,38,0.05059900772934378,97
5570,50,1.0879364037843964,200,60,300,0.05,0.95,0.85,0.75,low,38,0.12952847928181774,97
5571,50,1.0879364037843964,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07074749038762919,97
5572,50,1.0879364037843964,200,60,300,0.05,0.95,0.9,0.75,high,38,0.05059900772934378,97
5573,50,1.0879364037843964,200,60,300,0.05,0.95,0.9,0.75,low,38,0.12952847928181774,97
5574,50,1.0879364037843964,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07074749038762919,97
5575,50,1.0879364037843964,200,60,300,0.05,0.95,0.95,0.75,high,38,0.05059900772934378,97
5576,50,1.0879364037843964,200,60,300,0.05,0.95,0.95,0.75,low,38,0.12952847928181774,97
5577,50,1.0879364037843964,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07074749038762919,97
5578,50,1.0879364037843964,200,60,300,0.05,0.95,1,0.75,high,38,0.05059900772934378,97
5579,50,1.0879364037843964,200,60,300,0.05,0.95,1,0.75,low,38,0.12952847928181774,97
5580,50,1.0879364037843964,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07074749038762919,97
5581,50,1.5366219906083087,200,60,300,0.005,0.95,0.75,0.75,high,38,0.00502992495710393,97
5582,50,1.5366219906083087,200,60,300,0.005,0.95,0.75,0.75,low,38,0.01997592059945946,97
5583,50,1.5366219906083087,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.0076160016916713875,97
5584,50,1.5366219906083087,200,60,300,0.005,0.95,0.8,0.75,high,38,0.00502992495710393,97
5585,50,1.5366219906083087,200,60,300,0.005,0.95,0.8,0.75,low,38,0.01997592059945946,97
5586,50,1.5366219906083087,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.0076160016916713875,97
5587,50,1.5366219906083087,200,60,300,0.005,0.95,0.85,0.75,high,38,0.00502992495710393,97
5588,50,1.5366219906083087,200,60,300,0.005,0.95,0.85,0.75,low,38,0.01997592059945946,97
5589,50,1.5366219906083087,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.0076160016916713875,97
5590,50,1.5366219906083087,200,60,300,0.005,0.95,0.9,0.75,high,38,0.00502992495710393,97
5591,50,1.5366219906083087,200,60,300,0.005,0.95,0.9,0.75,low,38,0.01997592059945946,97
5592,50,1.5366219906083087,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.0076160016916713875,97
5593,50,1.5366219906083087,200,60,300,0.005,0.95,0.95,0.75,high,38,0.00502992495710393,97
5594,50,1.5366219906083087,200,60,300,0.005,0.95,0.95,0.75,low,38,0.01997592059945946,97
5595,50,1.5366219906083087,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.0076160016916713875,97
5596,50,1.5366219906083087,200,60,300,0.005,0.95,1,0.75,high,38,0.00502992495710393,97
5597,50,1.5366219906083087,200,60,300,0.005,0.95,1,0.75,low,38,0.01997592059945946,97
5598,50,1.5366219906083087,200,60,300,0.005,0.95,1,0.75,uniform,38,0.0076160016916713875,97
5599,50,1.5366219906083087,200,60,300,0.05,0.95,0.75,0.75,high,38,0.0502992495710393,97
5600,50,1.5366219906083087,200,60,300,0.05,0.95,0.75,0.75,low,38,0.1997592059945946,97
5601,50,1.5366219906083087,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.07616001691671388,97
5602,50,1.5366219906083087,200,60,300,0.05,0.95,0.8,0.75,high,38,0.0502992495710393,97
5603,50,1.5366219906083087,200,60,300,0.05,0.95,0.8,0.75,low,38,0.1997592059945946,97
5604,50,1.5366219906083087,200,60,300,0.05,0.95,0.8,0.75,uniform,38,0.07616001691671388,97
5605,50,1.5366219906083087,200,60,300,0.05,0.95,0.85,0.75,high,38,0.0502992495710393,97
5606,50,1.5366219906083087,200,60,300,0.05,0.95,0.85,0.75,low,38,0.1997592059945946,97
5607,50,1.5366219906083087,200,60,300,0.05,0.95,0.85,0.75,uniform,38,0.07616001691671388,97
5608,50,1.5366219906083087,200,60,300,0.05,0.95,0.9,0.75,high,38,0.0502992495710393,97
5609,50,1.5366219906083087,200,60,300,0.05,0.95,0.9,0.75,low,38,0.1997592059945946,97
5610,50,1.5366219906083087,200,60,300,0.05,0.95,0.9,0.75,uniform,38,0.07616001691671388,97
5611,50,1.5366219906083087,200,60,300,0.05,0.95,0.95,0.75,high,38,0.0502992495710393,97
5612,50,1.5366219906083087,200,60,300,0.05,0.95,0.95,0.75,low,38,0.1997592059945946,98
5613,50,1.5366219906083087,200,60,300,0.05,0.95,0.95,0.75,uniform,38,0.07616001691671388,98
5614,50,1.5366219906083087,200,60,300,0.05,0.95,1,0.75,high,38,0.0502992495710393,98
5615,50,1.5366219906083087,200,60,300,0.05,0.95,1,0.75,low,38,0.1997592059945946,98
5616,50,1.5366219906083087,200,60,300,0.05,0.95,1,0.75,uniform,38,0.07616001691671388,98
5617,50,1.2304933559470832,200,60,300,0.005,0.95,0.75,0.75,high,38,0.005041178798519595,98
5618,50,1.2304933559470832,200,60,300,0.005,0.95,0.75,0.75,low,38,0.016288333007715917,98
5619,50,1.2304933559470832,200,60,300,0.005,0.95,0.75,0.75,uniform,38,0.007111081062016799,98
5620,50,1.2304933559470832,200,60,300,0.005,0.95,0.8,0.75,high,38,0.005041178798519595,98
5621,50,1.2304933559470832,200,60,300,0.005,0.95,0.8,0.75,low,38,0.016288333007715917,98
5622,50,1.2304933559470832,200,60,300,0.005,0.95,0.8,0.75,uniform,38,0.007111081062016799,98
5623,50,1.2304933559470832,200,60,300,0.005,0.95,0.85,0.75,high,38,0.005041178798519595,98
5624,50,1.2304933559470832,200,60,300,0.005,0.95,0.85,0.75,low,38,0.016288333007715917,98
5625,50,1.2304933559470832,200,60,300,0.005,0.95,0.85,0.75,uniform,38,0.007111081062016799,98
5626,50,1.2304933559470832,200,60,300,0.005,0.95,0.9,0.75,high,38,0.005041178798519595,98
5627,50,1.2304933559470832,200,60,300,0.005,0.95,0.9,0.75,low,38,0.016288333007715917,98
5628,50,1.2304933559470832,200,60,300,0.005,0.95,0.9,0.75,uniform,38,0.007111081062016799,98
5629,50,1.2304933559470832,200,60,300,0.005,0.95,0.95,0.75,high,38,0.005041178798519595,98
5630,50,1.2304933559470832,200,60,300,0.005,0.95,0.95,0.75,low,38,0.016288333007715917,98
5631,50,1.2304933559470832,200,60,300,0.005,0.95,0.95,0.75,uniform,38,0.007111081062016799,98
5632,50,1.2304933559470832,200,60,300,0.005,0.95,1,0.75,high,38,0.005041178798519595,98
5633,50,1.2304933559470832,200,60,300,0.005,0.95,1,0.75,low,38,0.016288333007715917,98
5634,50,1.2304933559470832,200,60,300,0.005,0.95,1,0.75,uniform,38,0.007111081062016799,98
5635,50,1.2304933559470832,200,60,300,0.05,0.95,0.75,0.75,high,38,0.05041178798519595,98
5636,50,1.2304933559470832,200,60,300,0.05,0.95,0.75,0.75,low,38,0.16288333007715916,98
5637,50,1.2304933559470832,200,60,300,0.05,0.95,0.75,0.75,uniform,38,0.071110810620168,98
5638,50,1.2304933559470832,200,60,300,0.05,0.95,0.8,0.75,high,38,0.05041178798519595,98
5639,50,1.2304933559470832,200,60,300,0.05,0.95,0.8,0.75,low,38,0.16288333007715916,98
