design,n_groups,coef_var,tests_per_group,n_tested_for_sensitivity,n_tested_for_specificity,prev,sensitivity,specificity,prop_groups_with_prev,group_distribution,n_groups_with_prev,group_prev,partition
16229,8000,0.11042813570416575,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07005399945623232,281
16230,8000,0.11042813570416575,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.06666821081954831,281
16231,8000,0.11042813570416575,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06377991801967231,281
16232,8000,0.11042813570416575,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07005399945623232,281
16233,8000,0.11042813570416575,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.06666821081954831,281
16234,8000,0.11042813570416575,1,60,300,0.05,0.95,1,0.75,high,6000,0.06377991801967231,281
16235,8000,0.11042813570416575,1,60,300,0.05,0.95,1,0.75,low,6000,0.07005399945623232,281
16236,8000,0.11042813570416575,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.06666821081954831,281
16237,8000,0.12071604522288366,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.0063508214009047265,281
16238,8000,0.12071604522288366,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.007035047996476286,281
16239,8000,0.12071604522288366,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.006666844724256457,281
16240,8000,0.12071604522288366,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.0063508214009047265,281
16241,8000,0.12071604522288366,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.007035047996476286,281
16242,8000,0.12071604522288366,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.006666844724256457,281
16243,8000,0.12071604522288366,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.0063508214009047265,281
16244,8000,0.12071604522288366,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.007035047996476286,281
16245,8000,0.12071604522288366,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.006666844724256457,281
16246,8000,0.12071604522288366,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.0063508214009047265,281
16247,8000,0.12071604522288366,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.007035047996476286,281
16248,8000,0.12071604522288366,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.006666844724256457,281
16249,8000,0.12071604522288366,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.0063508214009047265,281
16250,8000,0.12071604522288366,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.007035047996476286,281
16251,8000,0.12071604522288366,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.006666844724256457,281
16252,8000,0.12071604522288366,1,60,300,0.005,0.95,1,0.75,high,6000,0.0063508214009047265,281
16253,8000,0.12071604522288366,1,60,300,0.005,0.95,1,0.75,low,6000,0.007035047996476286,281
16254,8000,0.12071604522288366,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.006666844724256457,281
16255,8000,0.12071604522288366,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06350821400904726,281
16256,8000,0.12071604522288366,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07035047996476286,281
16257,8000,0.12071604522288366,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.06666844724256457,282
16258,8000,0.12071604522288366,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06350821400904726,282
16259,8000,0.12071604522288366,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07035047996476286,282
16260,8000,0.12071604522288366,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.06666844724256457,282
16261,8000,0.12071604522288366,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06350821400904726,282
16262,8000,0.12071604522288366,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07035047996476286,282
16263,8000,0.12071604522288366,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.06666844724256457,282
16264,8000,0.12071604522288366,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06350821400904726,282
16265,8000,0.12071604522288366,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07035047996476286,282
16266,8000,0.12071604522288366,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.06666844724256457,282
16267,8000,0.12071604522288366,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06350821400904726,282
16268,8000,0.12071604522288366,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07035047996476286,282
16269,8000,0.12071604522288366,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.06666844724256457,282
16270,8000,0.12071604522288366,1,60,300,0.05,0.95,1,0.75,high,6000,0.06350821400904726,282
16271,8000,0.12071604522288366,1,60,300,0.05,0.95,1,0.75,low,6000,0.07035047996476286,282
16272,8000,0.12071604522288366,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.06666844724256457,282
16273,8000,0.13177057724266988,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.006323104122373345,282
16274,8000,0.13177057724266988,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.007070425739339444,282
16275,8000,0.13177057724266988,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.00666685732250495,282
16276,8000,0.13177057724266988,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.006323104122373345,282
16277,8000,0.13177057724266988,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.007070425739339444,282
16278,8000,0.13177057724266988,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.00666685732250495,282
16279,8000,0.13177057724266988,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.006323104122373345,282
16280,8000,0.13177057724266988,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.007070425739339444,282
16281,8000,0.13177057724266988,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.00666685732250495,282
16282,8000,0.13177057724266988,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.006323104122373345,282
16283,8000,0.13177057724266988,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.007070425739339444,282
16284,8000,0.13177057724266988,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.00666685732250495,282
16285,8000,0.13177057724266988,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.006323104122373345,282
16286,8000,0.13177057724266988,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.007070425739339444,282
16287,8000,0.13177057724266988,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.00666685732250495,282
16288,8000,0.13177057724266988,1,60,300,0.005,0.95,1,0.75,high,6000,0.006323104122373345,282
16289,8000,0.13177057724266988,1,60,300,0.005,0.95,1,0.75,low,6000,0.007070425739339444,282
16290,8000,0.13177057724266988,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.00666685732250495,282
16291,8000,0.13177057724266988,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06323104122373345,282
16292,8000,0.13177057724266988,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07070425739339443,282
16293,8000,0.13177057724266988,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.0666685732250495,282
16294,8000,0.13177057724266988,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06323104122373345,282
16295,8000,0.13177057724266988,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07070425739339443,282
16296,8000,0.13177057724266988,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.0666685732250495,282
16297,8000,0.13177057724266988,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06323104122373345,282
16298,8000,0.13177057724266988,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07070425739339443,282
16299,8000,0.13177057724266988,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.0666685732250495,282
16300,8000,0.13177057724266988,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06323104122373345,282
16301,8000,0.13177057724266988,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07070425739339443,282
16302,8000,0.13177057724266988,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.0666685732250495,282
16303,8000,0.13177057724266988,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06323104122373345,282
16304,8000,0.13177057724266988,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07070425739339443,282
16305,8000,0.13177057724266988,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.0666685732250495,282
16306,8000,0.13177057724266988,1,60,300,0.05,0.95,1,0.75,high,6000,0.06323104122373345,282
16307,8000,0.13177057724266988,1,60,300,0.05,0.95,1,0.75,low,6000,0.07070425739339443,282
16308,8000,0.13177057724266988,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.0666685732250495,282
16309,8000,0.1417630428448973,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.006298929531200441,282
16310,8000,0.1417630428448973,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.00710380846726201,282
16311,8000,0.1417630428448973,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.006666810680134636,282
16312,8000,0.1417630428448973,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.006298929531200441,282
16313,8000,0.1417630428448973,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.00710380846726201,282
16314,8000,0.1417630428448973,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.006666810680134636,283
16315,8000,0.1417630428448973,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.006298929531200441,283
16316,8000,0.1417630428448973,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.00710380846726201,283
16317,8000,0.1417630428448973,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.006666810680134636,283
16318,8000,0.1417630428448973,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.006298929531200441,283
16319,8000,0.1417630428448973,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.00710380846726201,283
16320,8000,0.1417630428448973,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.006666810680134636,283
16321,8000,0.1417630428448973,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.006298929531200441,283
16322,8000,0.1417630428448973,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.00710380846726201,283
16323,8000,0.1417630428448973,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.006666810680134636,283
16324,8000,0.1417630428448973,1,60,300,0.005,0.95,1,0.75,high,6000,0.006298929531200441,283
16325,8000,0.1417630428448973,1,60,300,0.005,0.95,1,0.75,low,6000,0.00710380846726201,283
16326,8000,0.1417630428448973,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.006666810680134636,283
16327,8000,0.1417630428448973,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06298929531200441,283
16328,8000,0.1417630428448973,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.0710380846726201,283
16329,8000,0.1417630428448973,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.06666810680134637,283
16330,8000,0.1417630428448973,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06298929531200441,283
16331,8000,0.1417630428448973,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.0710380846726201,283
16332,8000,0.1417630428448973,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.06666810680134637,283
16333,8000,0.1417630428448973,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06298929531200441,283
16334,8000,0.1417630428448973,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.0710380846726201,283
16335,8000,0.1417630428448973,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.06666810680134637,283
16336,8000,0.1417630428448973,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06298929531200441,283
16337,8000,0.1417630428448973,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.0710380846726201,283
16338,8000,0.1417630428448973,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.06666810680134637,283
16339,8000,0.1417630428448973,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06298929531200441,283
16340,8000,0.1417630428448973,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.0710380846726201,283
16341,8000,0.1417630428448973,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.06666810680134637,283
16342,8000,0.1417630428448973,1,60,300,0.05,0.95,1,0.75,high,6000,0.06298929531200441,283
16343,8000,0.1417630428448973,1,60,300,0.05,0.95,1,0.75,low,6000,0.0710380846726201,283
16344,8000,0.1417630428448973,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.06666810680134637,283
16345,8000,0.14911886393804957,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.0062874606629724035,283
16346,8000,0.14911886393804957,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.0071337324940613685,283
16347,8000,0.14911886393804957,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.006666805874656817,283
16348,8000,0.14911886393804957,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.0062874606629724035,283
16349,8000,0.14911886393804957,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.0071337324940613685,283
16350,8000,0.14911886393804957,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.006666805874656817,283
16351,8000,0.14911886393804957,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.0062874606629724035,283
16352,8000,0.14911886393804957,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.0071337324940613685,283
16353,8000,0.14911886393804957,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.006666805874656817,283
16354,8000,0.14911886393804957,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.0062874606629724035,283
16355,8000,0.14911886393804957,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.0071337324940613685,283
16356,8000,0.14911886393804957,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.006666805874656817,283
16357,8000,0.14911886393804957,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.0062874606629724035,283
16358,8000,0.14911886393804957,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.0071337324940613685,283
16359,8000,0.14911886393804957,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.006666805874656817,283
16360,8000,0.14911886393804957,1,60,300,0.005,0.95,1,0.75,high,6000,0.0062874606629724035,283
16361,8000,0.14911886393804957,1,60,300,0.005,0.95,1,0.75,low,6000,0.0071337324940613685,283
16362,8000,0.14911886393804957,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.006666805874656817,283
16363,8000,0.14911886393804957,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06287460662972404,283
16364,8000,0.14911886393804957,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07133732494061369,283
16365,8000,0.14911886393804957,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.06666805874656817,283
16366,8000,0.14911886393804957,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06287460662972404,283
16367,8000,0.14911886393804957,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07133732494061369,283
16368,8000,0.14911886393804957,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.06666805874656817,283
16369,8000,0.14911886393804957,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06287460662972404,283
16370,8000,0.14911886393804957,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07133732494061369,283
16371,8000,0.14911886393804957,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.06666805874656817,283
16372,8000,0.14911886393804957,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06287460662972404,284
16373,8000,0.14911886393804957,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07133732494061369,284
16374,8000,0.14911886393804957,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.06666805874656817,284
16375,8000,0.14911886393804957,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06287460662972404,284
16376,8000,0.14911886393804957,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07133732494061369,284
16377,8000,0.14911886393804957,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.06666805874656817,284
16378,8000,0.14911886393804957,1,60,300,0.05,0.95,1,0.75,high,6000,0.06287460662972404,284
16379,8000,0.14911886393804957,1,60,300,0.05,0.95,1,0.75,low,6000,0.07133732494061369,284
16380,8000,0.14911886393804957,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.06666805874656817,284
16381,8000,0.1610077137410884,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.006256678680657737,284
16382,8000,0.1610077137410884,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.007169457997815365,284
16383,8000,0.1610077137410884,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.0066669040150768594,284
16384,8000,0.1610077137410884,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.006256678680657737,284
16385,8000,0.1610077137410884,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.007169457997815365,284
16386,8000,0.1610077137410884,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.0066669040150768594,284
16387,8000,0.1610077137410884,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.006256678680657737,284
16388,8000,0.1610077137410884,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.007169457997815365,284
16389,8000,0.1610077137410884,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.0066669040150768594,284
16390,8000,0.1610077137410884,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.006256678680657737,284
16391,8000,0.1610077137410884,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.007169457997815365,284
16392,8000,0.1610077137410884,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.0066669040150768594,284
16393,8000,0.1610077137410884,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.006256678680657737,284
16394,8000,0.1610077137410884,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.007169457997815365,284
16395,8000,0.1610077137410884,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.0066669040150768594,284
16396,8000,0.1610077137410884,1,60,300,0.005,0.95,1,0.75,high,6000,0.006256678680657737,284
16397,8000,0.1610077137410884,1,60,300,0.005,0.95,1,0.75,low,6000,0.007169457997815365,284
16398,8000,0.1610077137410884,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.0066669040150768594,284
16399,8000,0.1610077137410884,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06256678680657737,284
16400,8000,0.1610077137410884,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07169457997815365,284
16401,8000,0.1610077137410884,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.0666690401507686,284
16402,8000,0.1610077137410884,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06256678680657737,284
16403,8000,0.1610077137410884,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07169457997815365,284
16404,8000,0.1610077137410884,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.0666690401507686,284
16405,8000,0.1610077137410884,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06256678680657737,284
16406,8000,0.1610077137410884,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07169457997815365,284
16407,8000,0.1610077137410884,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.0666690401507686,284
16408,8000,0.1610077137410884,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06256678680657737,284
16409,8000,0.1610077137410884,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07169457997815365,284
16410,8000,0.1610077137410884,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.0666690401507686,284
16411,8000,0.1610077137410884,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06256678680657737,284
16412,8000,0.1610077137410884,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07169457997815365,284
16413,8000,0.1610077137410884,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.0666690401507686,284
16414,8000,0.1610077137410884,1,60,300,0.05,0.95,1,0.75,high,6000,0.06256678680657737,284
16415,8000,0.1610077137410884,1,60,300,0.05,0.95,1,0.75,low,6000,0.07169457997815365,284
16416,8000,0.1610077137410884,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.0666690401507686,284
16417,8000,0.17296430773539045,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.006228262815461248,284
16418,8000,0.17296430773539045,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.007217917492791808,284
16419,8000,0.17296430773539045,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.006666868370791375,284
16420,8000,0.17296430773539045,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.006228262815461248,284
16421,8000,0.17296430773539045,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.007217917492791808,284
16422,8000,0.17296430773539045,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.006666868370791375,284
16423,8000,0.17296430773539045,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.006228262815461248,284
16424,8000,0.17296430773539045,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.007217917492791808,284
16425,8000,0.17296430773539045,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.006666868370791375,284
16426,8000,0.17296430773539045,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.006228262815461248,284
16427,8000,0.17296430773539045,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.007217917492791808,284
16428,8000,0.17296430773539045,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.006666868370791375,284
16429,8000,0.17296430773539045,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.006228262815461248,284
16430,8000,0.17296430773539045,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.007217917492791808,285
16431,8000,0.17296430773539045,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.006666868370791375,285
16432,8000,0.17296430773539045,1,60,300,0.005,0.95,1,0.75,high,6000,0.006228262815461248,285
16433,8000,0.17296430773539045,1,60,300,0.005,0.95,1,0.75,low,6000,0.007217917492791808,285
16434,8000,0.17296430773539045,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.006666868370791375,285
16435,8000,0.17296430773539045,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.06228262815461248,285
16436,8000,0.17296430773539045,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07217917492791809,285
16437,8000,0.17296430773539045,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.06666868370791376,285
16438,8000,0.17296430773539045,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.06228262815461248,285
16439,8000,0.17296430773539045,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07217917492791809,285
16440,8000,0.17296430773539045,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.06666868370791376,285
16441,8000,0.17296430773539045,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.06228262815461248,285
16442,8000,0.17296430773539045,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07217917492791809,285
16443,8000,0.17296430773539045,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.06666868370791376,285
16444,8000,0.17296430773539045,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.06228262815461248,285
16445,8000,0.17296430773539045,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07217917492791809,285
16446,8000,0.17296430773539045,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.06666868370791376,285
16447,8000,0.17296430773539045,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.06228262815461248,285
16448,8000,0.17296430773539045,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07217917492791809,285
16449,8000,0.17296430773539045,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.06666868370791376,285
16450,8000,0.17296430773539045,1,60,300,0.05,0.95,1,0.75,high,6000,0.06228262815461248,285
16451,8000,0.17296430773539045,1,60,300,0.05,0.95,1,0.75,low,6000,0.07217917492791809,285
16452,8000,0.17296430773539045,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.06666868370791376,285
16453,8000,0.18140563577318358,1,60,300,0.005,0.95,0.75,0.75,high,6000,0.0062109967149468,285
16454,8000,0.18140563577318358,1,60,300,0.005,0.95,0.75,0.75,low,6000,0.0072432040111543175,285
16455,8000,0.18140563577318358,1,60,300,0.005,0.95,0.75,0.75,uniform,6000,0.00666713792437613,285
16456,8000,0.18140563577318358,1,60,300,0.005,0.95,0.8,0.75,high,6000,0.0062109967149468,285
16457,8000,0.18140563577318358,1,60,300,0.005,0.95,0.8,0.75,low,6000,0.0072432040111543175,285
16458,8000,0.18140563577318358,1,60,300,0.005,0.95,0.8,0.75,uniform,6000,0.00666713792437613,285
16459,8000,0.18140563577318358,1,60,300,0.005,0.95,0.85,0.75,high,6000,0.0062109967149468,285
16460,8000,0.18140563577318358,1,60,300,0.005,0.95,0.85,0.75,low,6000,0.0072432040111543175,285
16461,8000,0.18140563577318358,1,60,300,0.005,0.95,0.85,0.75,uniform,6000,0.00666713792437613,285
16462,8000,0.18140563577318358,1,60,300,0.005,0.95,0.9,0.75,high,6000,0.0062109967149468,285
16463,8000,0.18140563577318358,1,60,300,0.005,0.95,0.9,0.75,low,6000,0.0072432040111543175,285
16464,8000,0.18140563577318358,1,60,300,0.005,0.95,0.9,0.75,uniform,6000,0.00666713792437613,285
16465,8000,0.18140563577318358,1,60,300,0.005,0.95,0.95,0.75,high,6000,0.0062109967149468,285
16466,8000,0.18140563577318358,1,60,300,0.005,0.95,0.95,0.75,low,6000,0.0072432040111543175,285
16467,8000,0.18140563577318358,1,60,300,0.005,0.95,0.95,0.75,uniform,6000,0.00666713792437613,285
16468,8000,0.18140563577318358,1,60,300,0.005,0.95,1,0.75,high,6000,0.0062109967149468,285
16469,8000,0.18140563577318358,1,60,300,0.005,0.95,1,0.75,low,6000,0.0072432040111543175,285
16470,8000,0.18140563577318358,1,60,300,0.005,0.95,1,0.75,uniform,6000,0.00666713792437613,285
16471,8000,0.18140563577318358,1,60,300,0.05,0.95,0.75,0.75,high,6000,0.062109967149468,285
16472,8000,0.18140563577318358,1,60,300,0.05,0.95,0.75,0.75,low,6000,0.07243204011154318,285
16473,8000,0.18140563577318358,1,60,300,0.05,0.95,0.75,0.75,uniform,6000,0.0666713792437613,285
16474,8000,0.18140563577318358,1,60,300,0.05,0.95,0.8,0.75,high,6000,0.062109967149468,285
16475,8000,0.18140563577318358,1,60,300,0.05,0.95,0.8,0.75,low,6000,0.07243204011154318,285
16476,8000,0.18140563577318358,1,60,300,0.05,0.95,0.8,0.75,uniform,6000,0.0666713792437613,285
16477,8000,0.18140563577318358,1,60,300,0.05,0.95,0.85,0.75,high,6000,0.062109967149468,285
16478,8000,0.18140563577318358,1,60,300,0.05,0.95,0.85,0.75,low,6000,0.07243204011154318,285
16479,8000,0.18140563577318358,1,60,300,0.05,0.95,0.85,0.75,uniform,6000,0.0666713792437613,285
16480,8000,0.18140563577318358,1,60,300,0.05,0.95,0.9,0.75,high,6000,0.062109967149468,285
16481,8000,0.18140563577318358,1,60,300,0.05,0.95,0.9,0.75,low,6000,0.07243204011154318,285
16482,8000,0.18140563577318358,1,60,300,0.05,0.95,0.9,0.75,uniform,6000,0.0666713792437613,285
16483,8000,0.18140563577318358,1,60,300,0.05,0.95,0.95,0.75,high,6000,0.062109967149468,285
16484,8000,0.18140563577318358,1,60,300,0.05,0.95,0.95,0.75,low,6000,0.07243204011154318,285
16485,8000,0.18140563577318358,1,60,300,0.05,0.95,0.95,0.75,uniform,6000,0.0666713792437613,285
16486,8000,0.18140563577318358,1,60,300,0.05,0.95,1,0.75,high,6000,0.062109967149468,285
16487,8000,0.18140563577318358,1,60,300,0.05,0.95,1,0.75,low,6000,0.07243204011154318,285
16488,8000,0.18140563577318358,1,60,300,0.05,0.95,1,0.75,uniform,6000,0.0666713792437613,286
