design,method,lower_error_freq,upper_error_freq,coverage
3765,WprevSeSp_gamma_result,0,0,1
3766,WprevSeSp,0,0,1
3766,WprevSeSp_gamma_result,0,0,1
3767,WprevSeSp,0,0,1
3767,WprevSeSp_gamma_result,0,0,1
3768,WprevSeSp,0,0,1
3768,WprevSeSp_gamma_result,0,0,1
3769,WprevSeSp,0,0,1
3769,WprevSeSp_gamma_result,0,0,1
3770,WprevSeSp,0,0,1
3770,WprevSeSp_gamma_result,0,0,1
3771,WprevSeSp,0,0,1
3771,WprevSeSp_gamma_result,0,0,1
3772,WprevSeSp,0,0,1
3772,WprevSeSp_gamma_result,0,0,1
3773,WprevSeSp,0,0,1
3773,WprevSeSp_gamma_result,0,0,1
3774,WprevSeSp,0,0,1
3774,WprevSeSp_gamma_result,0,0,1
3775,WprevSeSp,0,0,1
3775,WprevSeSp_gamma_result,0,0,1
3776,WprevSeSp,0,0,1
3776,WprevSeSp_gamma_result,0,0,1
3777,WprevSeSp,0,0,1
3777,WprevSeSp_gamma_result,0,0,1
3778,WprevSeSp,0,0,1
3778,WprevSeSp_gamma_result,0,0,1
3779,WprevSeSp,0,0,1
3779,WprevSeSp_gamma_result,0,0,1
3780,WprevSeSp,0,0,1
3780,WprevSeSp_gamma_result,0,0,1
3781,WprevSeSp,0,0,1
3781,WprevSeSp_gamma_result,0,0,1
3782,WprevSeSp,0,0,1
3782,WprevSeSp_gamma_result,0,0,1
3783,WprevSeSp,0,0,1
3783,WprevSeSp_gamma_result,0,0,1
3784,WprevSeSp,0,0,1
3784,WprevSeSp_gamma_result,0,0,1
3785,WprevSeSp,0,0,1
3785,WprevSeSp_gamma_result,0,0,1
3786,WprevSeSp,0,0,1
3786,WprevSeSp_gamma_result,0,0,1
3787,WprevSeSp,0,0,1
3787,WprevSeSp_gamma_result,0,0,1
3788,WprevSeSp,0,0,1
3788,WprevSeSp_gamma_result,0,0,1
3789,WprevSeSp,0,0,1
3789,WprevSeSp_gamma_result,0,0,1
3790,WprevSeSp,0,0,1
3790,WprevSeSp_gamma_result,0,0,1
3791,WprevSeSp,0,0,1
3791,WprevSeSp_gamma_result,0,0,1
3792,WprevSeSp,0,0,1
3792,WprevSeSp_gamma_result,0,0,1
3793,WprevSeSp,0,0,1
3793,WprevSeSp_gamma_result,0,0,1
3794,WprevSeSp,0,0,1
3794,WprevSeSp_gamma_result,0,0,1
3795,WprevSeSp,0,0,1
3795,WprevSeSp_gamma_result,0,0,1
3796,WprevSeSp,0,0,1
3796,WprevSeSp_gamma_result,0,0,1
3797,WprevSeSp,0,0.0351,0.9649
3797,WprevSeSp_gamma_result,0,0,1
3798,WprevSeSp,0,0.0976,0.9024
3798,WprevSeSp_gamma_result,0,0.0243,0.9757
3799,WprevSeSp,0,0,1
3799,WprevSeSp_gamma_result,0,0,1
3800,WprevSeSp,0,0,1
3800,WprevSeSp_gamma_result,0,0,1
3801,WprevSeSp,0,0,1
3801,WprevSeSp_gamma_result,0,0,1
3802,WprevSeSp,0,0,1
3802,WprevSeSp_gamma_result,0,0,1
3803,WprevSeSp,0,0,1
3803,WprevSeSp_gamma_result,0,0,1
3804,WprevSeSp,0,0,1
3804,WprevSeSp_gamma_result,0,0,1
3805,WprevSeSp,0,0,1
3805,WprevSeSp_gamma_result,0,0,1
3806,WprevSeSp,0,0,1
3806,WprevSeSp_gamma_result,0,0,1
3807,WprevSeSp,0,0,1
3807,WprevSeSp_gamma_result,0,0,1
3808,WprevSeSp,0,0,1
3808,WprevSeSp_gamma_result,0,0,1
3809,WprevSeSp,0,0,1
3809,WprevSeSp_gamma_result,0,0,1
3810,WprevSeSp,0,0,1
3810,WprevSeSp_gamma_result,0,0,1
3811,WprevSeSp,0,0,1
3811,WprevSeSp_gamma_result,0,0,1
3812,WprevSeSp,0,0,1
3812,WprevSeSp_gamma_result,0,0,1
3813,WprevSeSp,0,0,1
3813,WprevSeSp_gamma_result,0,0,1
3814,WprevSeSp,0,0,1
3814,WprevSeSp_gamma_result,0,0,1
3815,WprevSeSp,0,0,1
3815,WprevSeSp_gamma_result,0,0,1
3816,WprevSeSp,0,0,1
3816,WprevSeSp_gamma_result,0,0,1
3817,WprevSeSp,0,0,1
3817,WprevSeSp_gamma_result,0,0,1
3818,WprevSeSp,0,0,1
3818,WprevSeSp_gamma_result,0,0,1
3819,WprevSeSp,0,0,1
3819,WprevSeSp_gamma_result,0,0,1
3820,WprevSeSp,0,0,1
3820,WprevSeSp_gamma_result,0,0,1
3821,WprevSeSp,0,0,1
3821,WprevSeSp_gamma_result,0,0,1
3822,WprevSeSp,0,0,1
3822,WprevSeSp_gamma_result,0,0,1
3823,WprevSeSp,0,0,1
3823,WprevSeSp_gamma_result,0,0,1
3824,WprevSeSp,0,0,1
3824,WprevSeSp_gamma_result,0,0,1
3825,WprevSeSp,0,0,1
3825,WprevSeSp_gamma_result,0,0,1
3826,WprevSeSp,0,0,1
3826,WprevSeSp_gamma_result,0,0,1
3827,WprevSeSp,0,0,1
3827,WprevSeSp_gamma_result,0,0,1
3828,WprevSeSp,0,0,1
3828,WprevSeSp_gamma_result,0,0,1
3829,WprevSeSp,0,0,1
3829,WprevSeSp_gamma_result,0,0,1
3830,WprevSeSp,0,0,1
3830,WprevSeSp_gamma_result,0,0,1
3831,WprevSeSp,0,0,1
3831,WprevSeSp_gamma_result,0,0,1
3832,WprevSeSp,0,0.0144,0.9856
3832,WprevSeSp_gamma_result,0,2e-4,0.9998
3833,WprevSeSp,0,0.025,0.975
3833,WprevSeSp_gamma_result,0,0,1
3834,WprevSeSp,0,0.014,0.986
3834,WprevSeSp_gamma_result,0,0.014,0.986
3835,WprevSeSp,0,0,1
3835,WprevSeSp_gamma_result,0,0,1
3836,WprevSeSp,0,0,1
3836,WprevSeSp_gamma_result,0,0,1
3837,WprevSeSp,0,0,1
3837,WprevSeSp_gamma_result,0,0,1
3838,WprevSeSp,0,0,1
3838,WprevSeSp_gamma_result,0,0,1
3839,WprevSeSp,0,0,1
3839,WprevSeSp_gamma_result,0,0,1
3840,WprevSeSp,0,0,1
3840,WprevSeSp_gamma_result,0,0,1
3841,WprevSeSp,0,0,1
3841,WprevSeSp_gamma_result,0,0,1
3842,WprevSeSp,0,0,1
3842,WprevSeSp_gamma_result,0,0,1
3843,WprevSeSp,0,0,1
3843,WprevSeSp_gamma_result,0,0,1
3844,WprevSeSp,0,0,1
3844,WprevSeSp_gamma_result,0,0,1
3845,WprevSeSp,0,0,1
3845,WprevSeSp_gamma_result,0,0,1
3846,WprevSeSp,0,0,1
3846,WprevSeSp_gamma_result,0,0,1
3847,WprevSeSp,0,0,1
3847,WprevSeSp_gamma_result,0,0,1
3848,WprevSeSp,0,0,1
3848,WprevSeSp_gamma_result,0,0,1
3849,WprevSeSp,0,0,1
3849,WprevSeSp_gamma_result,0,0,1
3850,WprevSeSp,0,0,1
3850,WprevSeSp_gamma_result,0,0,1
3851,WprevSeSp,0,0,1
3851,WprevSeSp_gamma_result,0,0,1
3852,WprevSeSp,0,2e-4,0.9998
3852,WprevSeSp_gamma_result,0,2e-4,0.9998
3853,WprevSeSp,0,0,1
3853,WprevSeSp_gamma_result,0,0,1
3854,WprevSeSp,0,0,1
3854,WprevSeSp_gamma_result,0,0,1
3855,WprevSeSp,0,0,1
3855,WprevSeSp_gamma_result,0,0,1
3856,WprevSeSp,0,0,1
3856,WprevSeSp_gamma_result,0,0,1
3857,WprevSeSp,0,0,1
3857,WprevSeSp_gamma_result,0,0,1
3858,WprevSeSp,0,0,1
3858,WprevSeSp_gamma_result,0,0,1
3859,WprevSeSp,0,0,1
3859,WprevSeSp_gamma_result,0,0,1
3860,WprevSeSp,0,0,1
3860,WprevSeSp_gamma_result,0,0,1
3861,WprevSeSp,0,0,1
3861,WprevSeSp_gamma_result,0,0,1
3862,WprevSeSp,0,0,1
3862,WprevSeSp_gamma_result,0,0,1
3863,WprevSeSp,0,0,1
3863,WprevSeSp_gamma_result,0,0,1
3864,WprevSeSp,0,0,1
3864,WprevSeSp_gamma_result,0,0,1
3865,WprevSeSp,0,0,1
3865,WprevSeSp_gamma_result,0,0,1
3866,WprevSeSp,0,0,1
3866,WprevSeSp_gamma_result,0,0,1
3867,WprevSeSp,0,0,1
3867,WprevSeSp_gamma_result,0,0,1
3868,WprevSeSp,0,3e-4,0.9997
3868,WprevSeSp_gamma_result,0,2e-4,0.9998
3869,WprevSeSp,0,0.0891,0.9109
3869,WprevSeSp_gamma_result,0,0.0356,0.9644
3870,WprevSeSp,0,0,1
3870,WprevSeSp_gamma_result,0,0,1
3871,WprevSeSp,0,0,1
3871,WprevSeSp_gamma_result,0,0,1
3872,WprevSeSp,0,0,1
3872,WprevSeSp_gamma_result,0,0,1
3873,WprevSeSp,0,0,1
3873,WprevSeSp_gamma_result,0,0,1
3874,WprevSeSp,0,0,1
3874,WprevSeSp_gamma_result,0,0,1
3875,WprevSeSp,0,0,1
3875,WprevSeSp_gamma_result,0,0,1
3876,WprevSeSp,0,0,1
3876,WprevSeSp_gamma_result,0,0,1
3877,WprevSeSp,0,0,1
3877,WprevSeSp_gamma_result,0,0,1
3878,WprevSeSp,0,0,1
3878,WprevSeSp_gamma_result,0,0,1
3879,WprevSeSp,0,0,1
3879,WprevSeSp_gamma_result,0,0,1
3880,WprevSeSp,0,0,1
3880,WprevSeSp_gamma_result,0,0,1
3881,WprevSeSp,0,0,1
3881,WprevSeSp_gamma_result,0,0,1
3882,WprevSeSp,0,0,1
3882,WprevSeSp_gamma_result,0,0,1
3883,WprevSeSp,0,0,1
3883,WprevSeSp_gamma_result,0,0,1
3884,WprevSeSp,0,0,1
3884,WprevSeSp_gamma_result,0,0,1
3885,WprevSeSp,0,0,1
3885,WprevSeSp_gamma_result,0,0,1
3886,WprevSeSp,0,0,1
3886,WprevSeSp_gamma_result,0,0,1
3887,WprevSeSp,0,0,1
3887,WprevSeSp_gamma_result,0,0,1
3888,WprevSeSp,0,0,1
3888,WprevSeSp_gamma_result,0,0,1
3889,WprevSeSp,0,0,1
3889,WprevSeSp_gamma_result,0,0,1
3890,WprevSeSp,0,0,1
3890,WprevSeSp_gamma_result,0,0,1
3891,WprevSeSp,0,0,1
3891,WprevSeSp_gamma_result,0,0,1
3892,WprevSeSp,0,0,1
3892,WprevSeSp_gamma_result,0,0,1
3893,WprevSeSp,0,0,1
3893,WprevSeSp_gamma_result,0,0,1
3894,WprevSeSp,0,0,1
3894,WprevSeSp_gamma_result,0,0,1
3895,WprevSeSp,0,0,1
3895,WprevSeSp_gamma_result,0,0,1
3896,WprevSeSp,0,0,1
3896,WprevSeSp_gamma_result,0,0,1
3897,WprevSeSp,0,0,1
3897,WprevSeSp_gamma_result,0,0,1
3898,WprevSeSp,0,0,1
3898,WprevSeSp_gamma_result,0,0,1
3899,WprevSeSp,0,0,1
3899,WprevSeSp_gamma_result,0,0,1
3900,WprevSeSp,0,0,1
3900,WprevSeSp_gamma_result,0,0,1
3901,WprevSeSp,0,0,1
3901,WprevSeSp_gamma_result,0,0,1
3902,WprevSeSp,0,0,1
3902,WprevSeSp_gamma_result,0,0,1
3903,WprevSeSp,0,0,1
3903,WprevSeSp_gamma_result,0,0,1
3904,WprevSeSp,0,2e-4,0.9998
3904,WprevSeSp_gamma_result,0,1e-4,0.9999
3905,WprevSeSp,0,0.0416,0.9584
3905,WprevSeSp_gamma_result,0,0,1
3906,WprevSeSp,0,1e-4,0.9999
3906,WprevSeSp_gamma_result,0,0,1
3907,WprevSeSp,0,0,1
3907,WprevSeSp_gamma_result,0,0,1
3908,WprevSeSp,0,0,1
3908,WprevSeSp_gamma_result,0,0,1
3909,WprevSeSp,0,0,1
3909,WprevSeSp_gamma_result,0,0,1
3910,WprevSeSp,0,0,1
3910,WprevSeSp_gamma_result,0,0,1
3911,WprevSeSp,0,0,1
3911,WprevSeSp_gamma_result,0,0,1
3912,WprevSeSp,0,0,1
3912,WprevSeSp_gamma_result,0,0,1
3913,WprevSeSp,0,0,1
3913,WprevSeSp_gamma_result,0,0,1
3914,WprevSeSp,0,0,1
3914,WprevSeSp_gamma_result,0,0,1
3915,WprevSeSp,0,0,1
3915,WprevSeSp_gamma_result,0,0,1
3916,WprevSeSp,0,0,1
3916,WprevSeSp_gamma_result,0,0,1
3917,WprevSeSp,0,0,1
3917,WprevSeSp_gamma_result,0,0,1
3918,WprevSeSp,0,0,1
3918,WprevSeSp_gamma_result,0,0,1
3919,WprevSeSp,0,0,1
3919,WprevSeSp_gamma_result,0,0,1
3920,WprevSeSp,0,0,1
3920,WprevSeSp_gamma_result,0,0,1
3921,WprevSeSp,0,0,1
3921,WprevSeSp_gamma_result,0,0,1
3922,WprevSeSp,0,0,1
3922,WprevSeSp_gamma_result,0,0,1
3923,WprevSeSp,0,0,1
3923,WprevSeSp_gamma_result,0,0,1
3924,WprevSeSp,0,0,1
3924,WprevSeSp_gamma_result,0,0,1
3925,WprevSeSp,0,0,1
3925,WprevSeSp_gamma_result,0,0,1
3926,WprevSeSp,0,0,1
3926,WprevSeSp_gamma_result,0,0,1
3927,WprevSeSp,0,0,1
3927,WprevSeSp_gamma_result,0,0,1
3928,WprevSeSp,0,0,1
3928,WprevSeSp_gamma_result,0,0,1
3929,WprevSeSp,0,0,1
3929,WprevSeSp_gamma_result,0,0,1
3930,WprevSeSp,0,0,1
3930,WprevSeSp_gamma_result,0,0,1
3931,WprevSeSp,0,0,1
3931,WprevSeSp_gamma_result,0,0,1
3932,WprevSeSp,0,0,1
3932,WprevSeSp_gamma_result,0,0,1
3933,WprevSeSp,0,0,1
3933,WprevSeSp_gamma_result,0,0,1
3934,WprevSeSp,0,0,1
3934,WprevSeSp_gamma_result,0,0,1
3935,WprevSeSp,0,0,1
3935,WprevSeSp_gamma_result,0,0,1
3936,WprevSeSp,0,0,1
3936,WprevSeSp_gamma_result,0,0,1
3937,WprevSeSp,0,0,1
3937,WprevSeSp_gamma_result,0,0,1
3938,WprevSeSp,0,0,1
3938,WprevSeSp_gamma_result,0,0,1
3939,WprevSeSp,0,0,1
3939,WprevSeSp_gamma_result,0,0,1
3940,WprevSeSp,0,0.0317,0.9683
3940,WprevSeSp_gamma_result,0,0.0158,0.9842
3941,WprevSeSp,0,0,1
3941,WprevSeSp_gamma_result,0,0,1
3942,WprevSeSp,0,2e-4,0.9998
3942,WprevSeSp_gamma_result,0,1e-4,0.9999
3943,WprevSeSp,0,0,1
3943,WprevSeSp_gamma_result,0,0,1
3944,WprevSeSp,0,0,1
3944,WprevSeSp_gamma_result,0,0,1
3945,WprevSeSp,0,0,1
3945,WprevSeSp_gamma_result,0,0,1
3946,WprevSeSp,0,0,1
3946,WprevSeSp_gamma_result,0,0,1
3947,WprevSeSp,0,0,1
3947,WprevSeSp_gamma_result,0,0,1
3948,WprevSeSp,0,0,1
3948,WprevSeSp_gamma_result,0,0,1
3949,WprevSeSp,0,0,1
3949,WprevSeSp_gamma_result,0,0,1
3950,WprevSeSp,0,0,1
3950,WprevSeSp_gamma_result,0,0,1
3951,WprevSeSp,0,0,1
3951,WprevSeSp_gamma_result,0,0,1
3952,WprevSeSp,0,0,1
3952,WprevSeSp_gamma_result,0,0,1
3953,WprevSeSp,0,0,1
3953,WprevSeSp_gamma_result,0,0,1
3954,WprevSeSp,0,0,1
3954,WprevSeSp_gamma_result,0,0,1
3955,WprevSeSp,0,0,1
3955,WprevSeSp_gamma_result,0,0,1
3956,WprevSeSp,0,0,1
3956,WprevSeSp_gamma_result,0,0,1
3957,WprevSeSp,0,0,1
3957,WprevSeSp_gamma_result,0,0,1
3958,WprevSeSp,0,0,1
3958,WprevSeSp_gamma_result,0,0,1
3959,WprevSeSp,0,0,1
3959,WprevSeSp_gamma_result,0,0,1
3960,WprevSeSp,0,0,1
3960,WprevSeSp_gamma_result,0,0,1
3961,WprevSeSp,0,0,1
3961,WprevSeSp_gamma_result,0,0,1
3962,WprevSeSp,0,0,1
3962,WprevSeSp_gamma_result,0,0,1
3963,WprevSeSp,0,0,1
3963,WprevSeSp_gamma_result,0,0,1
3964,WprevSeSp,0,0,1
3964,WprevSeSp_gamma_result,0,0,1
3965,WprevSeSp,0,0,1
3965,WprevSeSp_gamma_result,0,0,1
3966,WprevSeSp,0,0,1
3966,WprevSeSp_gamma_result,0,0,1
3967,WprevSeSp,0,0,1
3967,WprevSeSp_gamma_result,0,0,1
3968,WprevSeSp,0,0,1
3968,WprevSeSp_gamma_result,0,0,1
3969,WprevSeSp,0,0,1
3969,WprevSeSp_gamma_result,0,0,1
3970,WprevSeSp,0,0,1
3970,WprevSeSp_gamma_result,0,0,1
3971,WprevSeSp,0,0,1
3971,WprevSeSp_gamma_result,0,0,1
3972,WprevSeSp,0,0,1
3972,WprevSeSp_gamma_result,0,0,1
3973,WprevSeSp,0,0,1
3973,WprevSeSp_gamma_result,0,0,1
3974,WprevSeSp,0,0,1
3974,WprevSeSp_gamma_result,0,0,1
3975,WprevSeSp,0,0,1
3975,WprevSeSp_gamma_result,0,0,1
3976,WprevSeSp,0,1e-4,0.9999
3976,WprevSeSp_gamma_result,0,0,1
3977,WprevSeSp,0,0,1
3977,WprevSeSp_gamma_result,0,0,1
3978,WprevSeSp,0,1e-4,0.9999
3978,WprevSeSp_gamma_result,0,0,1
3979,WprevSeSp,0,0,1
3979,WprevSeSp_gamma_result,0,0,1
3980,WprevSeSp,0,0,1
3980,WprevSeSp_gamma_result,0,0,1
3981,WprevSeSp,0,0,1
3981,WprevSeSp_gamma_result,0,0,1
3982,WprevSeSp,0,0,1
3982,WprevSeSp_gamma_result,0,0,1
3983,WprevSeSp,0,0,1
3983,WprevSeSp_gamma_result,0,0,1
3984,WprevSeSp,0,0,1
3984,WprevSeSp_gamma_result,0,0,1
3985,WprevSeSp,0,0,1
3985,WprevSeSp_gamma_result,0,0,1
3986,WprevSeSp,0,0,1
3986,WprevSeSp_gamma_result,0,0,1
3987,WprevSeSp,0,0,1
3987,WprevSeSp_gamma_result,0,0,1
3988,WprevSeSp,0,0,1
3988,WprevSeSp_gamma_result,0,0,1
3989,WprevSeSp,0,0,1
3989,WprevSeSp_gamma_result,0,0,1
3990,WprevSeSp,0,0,1
3990,WprevSeSp_gamma_result,0,0,1
3991,WprevSeSp,0,0,1
3991,WprevSeSp_gamma_result,0,0,1
3992,WprevSeSp,0,0,1
3992,WprevSeSp_gamma_result,0,0,1
3993,WprevSeSp,0,0,1
3993,WprevSeSp_gamma_result,0,0,1
3994,WprevSeSp,0,0,1
3994,WprevSeSp_gamma_result,0,0,1
3995,WprevSeSp,0,0,1
3995,WprevSeSp_gamma_result,0,0,1
3996,WprevSeSp,0,0,1
3996,WprevSeSp_gamma_result,0,0,1
3997,WprevSeSp,0,0,1
3997,WprevSeSp_gamma_result,0,0,1
3998,WprevSeSp,0,0,1
3998,WprevSeSp_gamma_result,0,0,1
3999,WprevSeSp,0,0,1
3999,WprevSeSp_gamma_result,0,0,1
4000,WprevSeSp,0,0,1
4000,WprevSeSp_gamma_result,0,0,1
4001,WprevSeSp,0,0,1
4001,WprevSeSp_gamma_result,0,0,1
4002,WprevSeSp,0,0,1
4002,WprevSeSp_gamma_result,0,0,1
4003,WprevSeSp,0,0,1
4003,WprevSeSp_gamma_result,0,0,1
4004,WprevSeSp,0,0,1
4004,WprevSeSp_gamma_result,0,0,1
4005,WprevSeSp,0,0,1
4005,WprevSeSp_gamma_result,0,0,1
4006,WprevSeSp,0,0,1
4006,WprevSeSp_gamma_result,0,0,1
4007,WprevSeSp,0,0,1
4007,WprevSeSp_gamma_result,0,0,1
4008,WprevSeSp,0,0,1
4008,WprevSeSp_gamma_result,0,0,1
4009,WprevSeSp,0,0,1
4009,WprevSeSp_gamma_result,0,0,1
4010,WprevSeSp,0,0,1
4010,WprevSeSp_gamma_result,0,0,1
4011,WprevSeSp,0,0,1
4011,WprevSeSp_gamma_result,0,0,1
4012,WprevSeSp,0,0,1
4012,WprevSeSp_gamma_result,0,0,1
4013,WprevSeSp,0,1e-4,0.9999
4013,WprevSeSp_gamma_result,0,0,1
4014,WprevSeSp,0,0.0571,0.9429
4014,WprevSeSp_gamma_result,0,0,1
4015,WprevSeSp,0,0,1
4015,WprevSeSp_gamma_result,0,0,1
4016,WprevSeSp,0,0,1
4016,WprevSeSp_gamma_result,0,0,1
4017,WprevSeSp,0,0,1
4017,WprevSeSp_gamma_result,0,0,1
4018,WprevSeSp,0,0,1
4018,WprevSeSp_gamma_result,0,0,1
4019,WprevSeSp,0,0,1
4019,WprevSeSp_gamma_result,0,0,1
4020,WprevSeSp,0,0,1
4020,WprevSeSp_gamma_result,0,0,1
4021,WprevSeSp,0,0,1
4021,WprevSeSp_gamma_result,0,0,1
4022,WprevSeSp,0,0,1
4022,WprevSeSp_gamma_result,0,0,1
4023,WprevSeSp,0,0,1
4023,WprevSeSp_gamma_result,0,0,1
4024,WprevSeSp,0,0,1
4024,WprevSeSp_gamma_result,0,0,1
4025,WprevSeSp,0,0,1
4025,WprevSeSp_gamma_result,0,0,1
4026,WprevSeSp,0,0,1
4026,WprevSeSp_gamma_result,0,0,1
4027,WprevSeSp,0,0,1
4027,WprevSeSp_gamma_result,0,0,1
4028,WprevSeSp,0,0,1
4028,WprevSeSp_gamma_result,0,0,1
4029,WprevSeSp,0,0,1
4029,WprevSeSp_gamma_result,0,0,1
4030,WprevSeSp,0,0,1
4030,WprevSeSp_gamma_result,0,0,1
4031,WprevSeSp,0,0,1
4031,WprevSeSp_gamma_result,0,0,1
4032,WprevSeSp,0,0,1
4032,WprevSeSp_gamma_result,0,0,1
4033,WprevSeSp,0,0,1
4033,WprevSeSp_gamma_result,0,0,1
4034,WprevSeSp,0,0,1
4034,WprevSeSp_gamma_result,0,0,1
4035,WprevSeSp,0,0,1
4035,WprevSeSp_gamma_result,0,0,1
4036,WprevSeSp,0,0,1
4036,WprevSeSp_gamma_result,0,0,1
4037,WprevSeSp,0,0,1
4037,WprevSeSp_gamma_result,0,0,1
4038,WprevSeSp,0,0,1
4038,WprevSeSp_gamma_result,0,0,1
4039,WprevSeSp,0,0,1
4039,WprevSeSp_gamma_result,0,0,1
4040,WprevSeSp,0,0,1
4040,WprevSeSp_gamma_result,0,0,1
4041,WprevSeSp,0,0,1
4041,WprevSeSp_gamma_result,0,0,1
4042,WprevSeSp,0,0,1
4042,WprevSeSp_gamma_result,0,0,1
4043,WprevSeSp,0,0,1
4043,WprevSeSp_gamma_result,0,0,1
4044,WprevSeSp,0,0,1
4044,WprevSeSp_gamma_result,0,0,1
4045,WprevSeSp,0,0,1
4045,WprevSeSp_gamma_result,0,0,1
4046,WprevSeSp,0,0,1
4046,WprevSeSp_gamma_result,0,0,1
4047,WprevSeSp,0,0,1
4047,WprevSeSp_gamma_result,0,0,1
4048,WprevSeSp,0,0.0493,0.9507
4048,WprevSeSp_gamma_result,0,0.0247,0.9753
4049,WprevSeSp,0,0,1
4049,WprevSeSp_gamma_result,0,0,1
4050,WprevSeSp,0,1e-4,0.9999
4050,WprevSeSp_gamma_result,0,0,1
4051,WprevSeSp,0,0,1
4051,WprevSeSp_gamma_result,0,0,1
4052,WprevSeSp,0,0,1
4052,WprevSeSp_gamma_result,0,0,1
4053,WprevSeSp,0,0,1
4053,WprevSeSp_gamma_result,0,0,1
4054,WprevSeSp,0,0,1
4054,WprevSeSp_gamma_result,0,0,1
4055,WprevSeSp,0,0,1
4055,WprevSeSp_gamma_result,0,0,1
4056,WprevSeSp,0,0,1
4056,WprevSeSp_gamma_result,0,0,1
4057,WprevSeSp,0,0,1
4057,WprevSeSp_gamma_result,0,0,1
4058,WprevSeSp,0,0,1
4058,WprevSeSp_gamma_result,0,0,1
4059,WprevSeSp,0,0,1
4059,WprevSeSp_gamma_result,0,0,1
4060,WprevSeSp,0,0,1
4060,WprevSeSp_gamma_result,0,0,1
4061,WprevSeSp,0,0,1
4061,WprevSeSp_gamma_result,0,0,1
4062,WprevSeSp,0,0,1
4062,WprevSeSp_gamma_result,0,0,1
4063,WprevSeSp,0,0,1
4063,WprevSeSp_gamma_result,0,0,1
4064,WprevSeSp,0,0,1
4064,WprevSeSp_gamma_result,0,0,1
4065,WprevSeSp,0,0,1
4065,WprevSeSp_gamma_result,0,0,1
4066,WprevSeSp,0,0,1
4066,WprevSeSp_gamma_result,0,0,1
4067,WprevSeSp,0,0,1
4067,WprevSeSp_gamma_result,0,0,1
4068,WprevSeSp,0,0,1
4068,WprevSeSp_gamma_result,0,0,1
4069,WprevSeSp,0,0,1
4069,WprevSeSp_gamma_result,0,0,1
4070,WprevSeSp,0,0,1
4070,WprevSeSp_gamma_result,0,0,1
4071,WprevSeSp,0,0,1
4071,WprevSeSp_gamma_result,0,0,1
4072,WprevSeSp,0,0,1
4072,WprevSeSp_gamma_result,0,0,1
4073,WprevSeSp,0,0,1
4073,WprevSeSp_gamma_result,0,0,1
4074,WprevSeSp,0,0,1
4074,WprevSeSp_gamma_result,0,0,1
4075,WprevSeSp,0,0,1
4075,WprevSeSp_gamma_result,0,0,1
4076,WprevSeSp,0,0,1
4076,WprevSeSp_gamma_result,0,0,1
4077,WprevSeSp,0,0,1
4077,WprevSeSp_gamma_result,0,0,1
4078,WprevSeSp,0,0,1
4078,WprevSeSp_gamma_result,0,0,1
4079,WprevSeSp,0,0,1
4079,WprevSeSp_gamma_result,0,0,1
4080,WprevSeSp,0,0,1
4080,WprevSeSp_gamma_result,0,0,1
4081,WprevSeSp,0,0,1
4081,WprevSeSp_gamma_result,0,0,1
4082,WprevSeSp,0,0,1
4082,WprevSeSp_gamma_result,0,0,1
4083,WprevSeSp,0,0,1
4083,WprevSeSp_gamma_result,0,0,1
4084,WprevSeSp,0,0,1
4084,WprevSeSp_gamma_result,0,0,1
4085,WprevSeSp,0,0.0125,0.9875
4085,WprevSeSp_gamma_result,0,0,1
4086,WprevSeSp,0,0.2837,0.7163
4086,WprevSeSp_gamma_result,0,0,1
4087,WprevSeSp,0,0,1
4087,WprevSeSp_gamma_result,0,0,1
4088,WprevSeSp,0,0,1
4088,WprevSeSp_gamma_result,0,0,1
4089,WprevSeSp,0,0,1
4089,WprevSeSp_gamma_result,0,0,1
4090,WprevSeSp,0,0,1
4090,WprevSeSp_gamma_result,0,0,1
4091,WprevSeSp,0,0,1
4091,WprevSeSp_gamma_result,0,0,1
4092,WprevSeSp,0,0,1
4092,WprevSeSp_gamma_result,0,0,1
4093,WprevSeSp,0,0,1
4093,WprevSeSp_gamma_result,0,0,1
4094,WprevSeSp,0,0,1
4094,WprevSeSp_gamma_result,0,0,1
4095,WprevSeSp,0,0,1
4095,WprevSeSp_gamma_result,0,0,1
4096,WprevSeSp,0,0,1
4096,WprevSeSp_gamma_result,0,0,1
4097,WprevSeSp,0,0,1
4097,WprevSeSp_gamma_result,0,0,1
4098,WprevSeSp,0,0,1
4098,WprevSeSp_gamma_result,0,0,1
4099,WprevSeSp,0,0,1
4099,WprevSeSp_gamma_result,0,0,1
4100,WprevSeSp,0,0,1
4100,WprevSeSp_gamma_result,0,0,1
4101,WprevSeSp,0,0,1
4101,WprevSeSp_gamma_result,0,0,1
4102,WprevSeSp,0,0,1
4102,WprevSeSp_gamma_result,0,0,1
4103,WprevSeSp,0,0,1
4103,WprevSeSp_gamma_result,0,0,1
4104,WprevSeSp,0,0,1
4104,WprevSeSp_gamma_result,0,0,1
4105,WprevSeSp,0,0,1
4105,WprevSeSp_gamma_result,0,0,1
4106,WprevSeSp,0,0,1
4106,WprevSeSp_gamma_result,0,0,1
4107,WprevSeSp,0,0,1
4107,WprevSeSp_gamma_result,0,0,1
4108,WprevSeSp,0,0,1
4108,WprevSeSp_gamma_result,0,0,1
4109,WprevSeSp,0,0,1
4109,WprevSeSp_gamma_result,0,0,1
