design,n_groups,coef_var,tests_per_group,prev,prop_groups_with_prev,group_distribution,n_groups_with_prev,group_prev,partition
2964,50,2.5230045489348734,200,0.05,0.75,uniform,38,0.08397419465937046,70
2965,50,3.233219381751016,200,0.05,0.02,high,1,0.12206648779868011,70
2966,50,3.233219381751016,200,0.05,0.05,high,2,0.08535772143388881,70
2967,50,3.233219381751016,200,0.05,0.1,high,5,0.06054200255532871,70
2968,50,3.233219381751016,200,0.05,0.25,high,12,0.051398110149993466,70
2969,50,3.233219381751016,200,0.05,0.25,uniform,12,0.6422847111411037,70
2970,50,3.233219381751016,200,0.05,0.5,high,25,0.05004160456573649,71
2971,50,3.233219381751016,200,0.05,0.5,uniform,25,0.2024169121359336,71
2972,50,3.233219381751016,200,0.05,0.75,high,38,0.05000069728807713,71
2973,50,3.233219381751016,200,0.05,0.75,uniform,38,0.11194688942129558,71
2974,50,4.219059258089941,200,0.05,0.02,high,1,0.08706189688223337,71
2975,50,4.219059258089941,200,0.05,0.05,high,2,0.06635330495635884,71
2976,50,4.219059258089941,200,0.05,0.1,high,5,0.057574688963851865,71
2977,50,4.219059258089941,200,0.05,0.25,high,12,0.05086807457935212,71
2978,50,4.219059258089941,200,0.05,0.25,uniform,12,0.9498885332189302,71
2979,50,4.219059258089941,200,0.05,0.5,high,25,0.05002731828292097,71
2980,50,4.219059258089941,200,0.05,0.5,uniform,25,0.35099880890495805,71
2981,50,4.219059258089941,200,0.05,0.75,high,38,0.05000007961930673,71
2982,50,4.219059258089941,200,0.05,0.75,uniform,38,0.14248202435336263,71
2983,50,2.584242907622413,200,0.05,0.02,high,1,0.1877801284491116,71
2984,50,2.584242907622413,200,0.05,0.05,high,2,0.10078527079354227,71
2985,50,2.584242907622413,200,0.05,0.1,high,5,0.0675811102778339,71
2986,50,2.584242907622413,200,0.05,0.25,high,12,0.05387728622527375,71
2987,50,2.584242907622413,200,0.05,0.25,uniform,12,0.4242449073680965,71
2988,50,2.584242907622413,200,0.05,0.5,high,25,0.050177754424853706,71
2989,50,2.584242907622413,200,0.05,0.5,uniform,25,0.16397869992097572,71
2990,50,2.584242907622413,200,0.05,0.75,high,38,0.050000761354764424,71
2991,50,2.584242907622413,200,0.05,0.75,low,38,0.6947808737214123,71
2992,50,2.584242907622413,200,0.05,0.75,uniform,38,0.08620208777706614,71
2993,50,2.4592497080591444,200,0.05,0.02,high,1,0.20493474939591017,71
2994,50,2.4592497080591444,200,0.05,0.05,high,2,0.11211283151979042,71
2995,50,2.4592497080591444,200,0.05,0.1,high,5,0.06814262987409321,71
2996,50,2.4592497080591444,200,0.05,0.25,high,12,0.05370350166393118,71
2997,50,2.4592497080591444,200,0.05,0.25,uniform,12,0.4732925118892961,71
2998,50,2.4592497080591444,200,0.05,0.5,high,25,0.050121266175834595,71
2999,50,2.4592497080591444,200,0.05,0.5,uniform,25,0.1619639793813045,71
3000,50,2.4592497080591444,200,0.05,0.75,high,38,0.05000004820828985,71
3001,50,2.4592497080591444,200,0.05,0.75,low,38,0.7250368237573053,71
3002,50,2.4592497080591444,200,0.05,0.75,uniform,38,0.08671029347579831,71
3003,50,2.5842738086391197,200,0.05,0.02,high,1,0.19391623750338277,71
3004,50,2.5842738086391197,200,0.05,0.05,high,2,0.10489434407884861,71
3005,50,2.5842738086391197,200,0.05,0.1,high,5,0.06651990525074684,71
3006,50,2.5842738086391197,200,0.05,0.25,high,12,0.05369580602084821,71
3007,50,2.5842738086391197,200,0.05,0.25,uniform,12,0.48355824379092777,71
3008,50,2.5842738086391197,200,0.05,0.5,high,25,0.05002586088722974,71
3009,50,2.5842738086391197,200,0.05,0.5,uniform,25,0.15337518105874032,71
3010,50,2.5842738086391197,200,0.05,0.75,high,38,0.050000028134415966,71
3011,50,2.5842738086391197,200,0.05,0.75,low,38,0.7264424284979755,71
3012,50,2.5842738086391197,200,0.05,0.75,uniform,38,0.09183400369828972,72
3013,50,1.967126244587138,200,0.05,0.02,high,1,0.2860651465544605,72
3014,50,1.967126244587138,200,0.05,0.05,high,2,0.1640306116372543,72
3015,50,1.967126244587138,200,0.05,0.1,high,5,0.08094298635108937,72
3016,50,1.967126244587138,200,0.05,0.25,high,12,0.055479164764139756,72
3017,50,1.967126244587138,200,0.05,0.25,uniform,12,0.30843400810923327,72
3018,50,1.967126244587138,200,0.05,0.5,high,25,0.05028567191246927,72
3019,50,1.967126244587138,200,0.05,0.5,uniform,25,0.12583759535844175,72
3020,50,1.967126244587138,200,0.05,0.75,high,38,0.05000033229782486,72
3021,50,1.967126244587138,200,0.05,0.75,low,38,0.5062739226902059,72
3022,50,1.967126244587138,200,0.05,0.75,uniform,38,0.0802135262359199,72
3023,50,2.3008057220350806,200,0.05,0.02,high,1,0.25100352638653756,72
3024,50,2.3008057220350806,200,0.05,0.05,high,2,0.13863031449349147,72
3025,50,2.3008057220350806,200,0.05,0.1,high,5,0.06737282404609364,72
3026,50,2.3008057220350806,200,0.05,0.25,high,12,0.05266462981235565,72
3027,50,2.3008057220350806,200,0.05,0.25,uniform,12,0.3374443774291449,72
3028,50,2.3008057220350806,200,0.05,0.5,high,25,0.050116320806000605,72
3029,50,2.3008057220350806,200,0.05,0.5,uniform,25,0.1379407283836038,72
3030,50,2.3008057220350806,200,0.05,0.75,high,38,0.05000003149087853,72
3031,50,2.3008057220350806,200,0.05,0.75,low,38,0.98821662896952,72
3032,50,2.3008057220350806,200,0.05,0.75,uniform,38,0.08158809949308535,72
3033,50,2.5876490324970427,200,0.05,0.02,high,1,0.1931406344349648,72
3034,50,2.5876490324970427,200,0.05,0.05,high,2,0.10240259545483178,72
3035,50,2.5876490324970427,200,0.05,0.1,high,5,0.06616667825952066,72
3036,50,2.5876490324970427,200,0.05,0.25,high,12,0.053104312353611176,72
3037,50,2.5876490324970427,200,0.05,0.25,uniform,12,0.46902658296627314,72
3038,50,2.5876490324970427,200,0.05,0.5,high,25,0.05005579004448508,72
3039,50,2.5876490324970427,200,0.05,0.5,uniform,25,0.17173526117654261,72
3040,50,2.5876490324970427,200,0.05,0.75,high,38,0.05000066925301601,72
3041,50,2.5876490324970427,200,0.05,0.75,low,38,0.8553313311374141,72
3042,50,2.5876490324970427,200,0.05,0.75,uniform,38,0.08617926648875933,72
3043,50,3.262347948924053,200,0.05,0.02,high,1,0.13006647702964502,72
3044,50,3.262347948924053,200,0.05,0.05,high,2,0.08083087019147663,72
3045,50,3.262347948924053,200,0.05,0.1,high,5,0.0586787310904885,72
3046,50,3.262347948924053,200,0.05,0.25,high,12,0.05128627667987927,72
3047,50,3.262347948924053,200,0.05,0.25,uniform,12,0.8281092392297215,72
3048,50,3.262347948924053,200,0.05,0.5,high,25,0.050009100553198176,72
3049,50,3.262347948924053,200,0.05,0.5,uniform,25,0.21208413338577517,72
3050,50,3.262347948924053,200,0.05,0.75,high,38,0.05000026847259257,72
3051,50,3.262347948924053,200,0.05,0.75,uniform,38,0.11073547049515978,72
3052,50,2.396587360043088,200,0.05,0.02,high,1,0.24978291723414692,72
3053,50,2.396587360043088,200,0.05,0.05,high,2,0.12743281034794857,72
3054,50,2.396587360043088,200,0.05,0.1,high,5,0.06711882451432485,72
3055,50,2.396587360043088,200,0.05,0.25,high,12,0.05150874627768066,73
3056,50,2.396587360043088,200,0.05,0.25,uniform,12,0.3778419620170447,73
3057,50,2.396587360043088,200,0.05,0.5,high,25,0.050063658056191694,73
3058,50,2.396587360043088,200,0.05,0.5,uniform,25,0.142898568505438,73
3059,50,2.396587360043088,200,0.05,0.75,high,38,0.05000033612860298,73
3060,50,2.396587360043088,200,0.05,0.75,uniform,38,0.08178247859882146,73
3061,50,3.9202256686957195,200,0.05,0.02,high,1,0.09555061957098143,73
3062,50,3.9202256686957195,200,0.05,0.05,high,2,0.07015211641781045,73
3063,50,3.9202256686957195,200,0.05,0.1,high,5,0.0576079626234552,73
3064,50,3.9202256686957195,200,0.05,0.25,high,12,0.05096805091404351,73
3065,50,3.9202256686957195,200,0.05,0.25,uniform,12,0.8527767016072683,73
3066,50,3.9202256686957195,200,0.05,0.5,high,25,0.050012847804515446,73
3067,50,3.9202256686957195,200,0.05,0.5,uniform,25,0.2783974305220332,73
3068,50,3.9202256686957195,200,0.05,0.75,high,38,0.05000018795415502,73
3069,50,3.9202256686957195,200,0.05,0.75,uniform,38,0.13509433646566335,73
3070,50,1.848286982713691,200,0.05,0.02,high,1,0.287629189270903,73
3071,50,1.848286982713691,200,0.05,0.05,high,2,0.15660355747774488,73
3072,50,1.848286982713691,200,0.05,0.1,high,5,0.08959530917781595,73
3073,50,1.848286982713691,200,0.05,0.1,uniform,5,0.819415105444666,73
3074,50,1.848286982713691,200,0.05,0.25,high,12,0.05821225047781353,73
3075,50,1.848286982713691,200,0.05,0.25,uniform,12,0.30852158119681206,73
3076,50,1.848286982713691,200,0.05,0.5,high,25,0.05040432776479546,73
3077,50,1.848286982713691,200,0.05,0.5,uniform,25,0.1287868608572044,73
3078,50,1.848286982713691,200,0.05,0.75,high,38,0.050000108559780175,73
3079,50,1.848286982713691,200,0.05,0.75,low,38,0.3544232524025026,73
3080,50,1.848286982713691,200,0.05,0.75,uniform,38,0.07710503517418271,73
3081,50,2.280560706980245,200,0.05,0.02,high,1,0.2620536959326578,73
3082,50,2.280560706980245,200,0.05,0.05,high,2,0.13392134640630812,73
3083,50,2.280560706980245,200,0.05,0.1,high,5,0.06995807213059986,73
3084,50,2.280560706980245,200,0.05,0.25,high,12,0.05266739396387273,73
3085,50,2.280560706980245,200,0.05,0.25,uniform,12,0.3901160945515075,73
3086,50,2.280560706980245,200,0.05,0.5,high,25,0.05014737518404018,73
3087,50,2.280560706980245,200,0.05,0.5,uniform,25,0.139470603284597,73
3088,50,2.280560706980245,200,0.05,0.75,high,38,0.05000059177410136,73
3089,50,2.280560706980245,200,0.05,0.75,low,38,0.9872443792930795,73
3090,50,2.280560706980245,200,0.05,0.75,uniform,38,0.07860003759344707,73
3091,50,2.3534760107129156,200,0.05,0.02,high,1,0.1969792216742119,73
3092,50,2.3534760107129156,200,0.05,0.05,high,2,0.12646366132587877,73
3093,50,2.3534760107129156,200,0.05,0.1,high,5,0.07167131251524869,73
3094,50,2.3534760107129156,200,0.05,0.25,high,12,0.053144954392504384,73
3095,50,2.3534760107129156,200,0.05,0.25,uniform,12,0.43287375703883296,73
3096,50,2.3534760107129156,200,0.05,0.5,high,25,0.05001146090751562,73
3097,50,2.3534760107129156,200,0.05,0.5,uniform,25,0.14583590547432265,74
3098,50,2.3534760107129156,200,0.05,0.75,high,38,0.05000002514848228,74
3099,50,2.3534760107129156,200,0.05,0.75,low,38,0.8449240872803904,74
3100,50,2.3534760107129156,200,0.05,0.75,uniform,38,0.09228613017836763,74
3101,50,3.0319594414513316,200,0.05,0.02,high,1,0.13209211211573688,74
3102,50,3.0319594414513316,200,0.05,0.05,high,2,0.09010072308161074,74
3103,50,3.0319594414513316,200,0.05,0.1,high,5,0.06382686960753578,74
3104,50,3.0319594414513316,200,0.05,0.25,high,12,0.05164552300415769,74
3105,50,3.0319594414513316,200,0.05,0.25,uniform,12,0.5358396057047,74
3106,50,3.0319594414513316,200,0.05,0.5,high,25,0.05002033127828138,74
3107,50,3.0319594414513316,200,0.05,0.5,uniform,25,0.19986441235550795,74
3108,50,3.0319594414513316,200,0.05,0.75,high,38,0.05000010880273255,74
3109,50,3.0319594414513316,200,0.05,0.75,uniform,38,0.10340830851701205,74
3110,50,2.1402453561451513,200,0.05,0.02,high,1,0.25862323809849436,74
3111,50,2.1402453561451513,200,0.05,0.05,high,2,0.13702284310835236,74
3112,50,2.1402453561451513,200,0.05,0.1,high,5,0.07332241300525007,74
3113,50,2.1402453561451513,200,0.05,0.25,high,12,0.05469306152544612,74
3114,50,2.1402453561451513,200,0.05,0.25,uniform,12,0.30702437470318433,74
3115,50,2.1402453561451513,200,0.05,0.5,high,25,0.050059875971013634,74
3116,50,2.1402453561451513,200,0.05,0.5,uniform,25,0.1366147895220012,74
3117,50,2.1402453561451513,200,0.05,0.75,high,38,0.05000067041992001,74
3118,50,2.1402453561451513,200,0.05,0.75,low,38,0.5827013052023328,74
3119,50,2.1402453561451513,200,0.05,0.75,uniform,38,0.08003580070584387,74
3120,50,2.9028957409042913,200,0.05,0.02,high,1,0.14955845108126098,74
3121,50,2.9028957409042913,200,0.05,0.05,high,2,0.08905676128875924,74
3122,50,2.9028957409042913,200,0.05,0.1,high,5,0.06439762859965725,74
3123,50,2.9028957409042913,200,0.05,0.25,high,12,0.052752245413435865,74
3124,50,2.9028957409042913,200,0.05,0.25,uniform,12,0.5077972751799519,74
3125,50,2.9028957409042913,200,0.05,0.5,high,25,0.0500688384305861,74
3126,50,2.9028957409042913,200,0.05,0.5,uniform,25,0.1862721746015894,74
3127,50,2.9028957409042913,200,0.05,0.75,high,38,0.05000001005741604,74
3128,50,2.9028957409042913,200,0.05,0.75,low,38,0.9583492292495221,74
3129,50,2.9028957409042913,200,0.05,0.75,uniform,38,0.0959851249215346,74
3130,50,2.20708047770743,200,0.05,0.02,high,1,0.26877846886640017,74
3131,50,2.20708047770743,200,0.05,0.05,high,2,0.13527359007350273,74
3132,50,2.20708047770743,200,0.05,0.1,high,5,0.07222687760767216,74
3133,50,2.20708047770743,200,0.05,0.25,high,12,0.05327435801702164,74
3134,50,2.20708047770743,200,0.05,0.25,uniform,12,0.3608833836814489,74
3135,50,2.20708047770743,200,0.05,0.5,high,25,0.050069869549237755,74
3136,50,2.20708047770743,200,0.05,0.5,uniform,25,0.14250545706758574,74
3137,50,2.20708047770743,200,0.05,0.75,high,38,0.05000007451922119,74
3138,50,2.20708047770743,200,0.05,0.75,low,38,0.8135084456262371,74
3139,50,2.20708047770743,200,0.05,0.75,uniform,38,0.07965615311974776,74
3140,50,2.2020116919110033,200,0.05,0.02,high,1,0.3125269388702437,75
3141,50,2.2020116919110033,200,0.05,0.05,high,2,0.15657394484335793,75
3142,50,2.2020116919110033,200,0.05,0.1,high,5,0.07257247754567736,75
3143,50,2.2020116919110033,200,0.05,0.25,high,12,0.052725125556587184,75
3144,50,2.2020116919110033,200,0.05,0.25,uniform,12,0.3564829302459788,75
3145,50,2.2020116919110033,200,0.05,0.5,high,25,0.050111235721692085,75
3146,50,2.2020116919110033,200,0.05,0.5,uniform,25,0.12755878553306677,75
3147,50,2.2020116919110033,200,0.05,0.75,high,38,0.05000004815992427,75
3148,50,2.2020116919110033,200,0.05,0.75,low,38,0.9673889232211669,75
3149,50,2.2020116919110033,200,0.05,0.75,uniform,38,0.07771504957225066,75
3150,50,2.8245478475316035,200,0.05,0.02,high,1,0.1586550584586296,75
3151,50,2.8245478475316035,200,0.05,0.05,high,2,0.09226010183292038,75
3152,50,2.8245478475316035,200,0.05,0.1,high,5,0.06404605574193427,75
3153,50,2.8245478475316035,200,0.05,0.25,high,12,0.052410964051873704,75
3154,50,2.8245478475316035,200,0.05,0.25,uniform,12,0.46031361779700064,75
3155,50,2.8245478475316035,200,0.05,0.5,high,25,0.05003708569076722,75
3156,50,2.8245478475316035,200,0.05,0.5,uniform,25,0.18780255739303753,75
3157,50,2.8245478475316035,200,0.05,0.75,high,38,0.050000003934265395,75
3158,50,2.8245478475316035,200,0.05,0.75,uniform,38,0.08994591133241375,75
3159,50,2.0639017847226917,200,0.05,0.02,high,1,0.277726293783647,75
3160,50,2.0639017847226917,200,0.05,0.05,high,2,0.15043090076764212,75
3161,50,2.0639017847226917,200,0.05,0.1,high,5,0.07676442566215252,75
3162,50,2.0639017847226917,200,0.05,0.25,high,12,0.0548267507299046,75
3163,50,2.0639017847226917,200,0.05,0.25,uniform,12,0.3289357378289954,75
3164,50,2.0639017847226917,200,0.05,0.5,high,25,0.05015519174218349,75
3165,50,2.0639017847226917,200,0.05,0.5,uniform,25,0.13354032177992703,75
3166,50,2.0639017847226917,200,0.05,0.75,high,38,0.05000012551301573,75
3167,50,2.0639017847226917,200,0.05,0.75,low,38,0.5679467803280184,75
3168,50,2.0639017847226917,200,0.05,0.75,uniform,38,0.07953879569245804,75
3169,50,2.621650117261798,200,0.05,0.02,high,1,0.18029787044717366,75
3170,50,2.621650117261798,200,0.05,0.05,high,2,0.10272454784192998,75
3171,50,2.621650117261798,200,0.05,0.1,high,5,0.06693814981702068,75
3172,50,2.621650117261798,200,0.05,0.25,high,12,0.05140681429501926,75
3173,50,2.621650117261798,200,0.05,0.25,uniform,12,0.467051165015558,75
3174,50,2.621650117261798,200,0.05,0.5,high,25,0.05001254697867014,75
3175,50,2.621650117261798,200,0.05,0.5,uniform,25,0.16581959141846292,75
3176,50,2.621650117261798,200,0.05,0.75,high,38,0.05000002286762778,75
3177,50,2.621650117261798,200,0.05,0.75,uniform,38,0.09022880370623568,75
3178,50,2.21826024015024,200,0.05,0.02,high,1,0.2294179546487187,75
3179,50,2.21826024015024,200,0.05,0.05,high,2,0.12597149236960187,75
3180,50,2.21826024015024,200,0.05,0.1,high,5,0.07465002851252824,75
3181,50,2.21826024015024,200,0.05,0.25,high,12,0.05380174165063909,75
3182,50,2.21826024015024,200,0.05,0.25,uniform,12,0.3451614791893112,76
3183,50,2.21826024015024,200,0.05,0.5,high,25,0.050007179123944694,76
3184,50,2.21826024015024,200,0.05,0.5,uniform,25,0.1431097626868026,76
3185,50,2.21826024015024,200,0.05,0.75,high,38,0.050000044110379414,76
3186,50,2.21826024015024,200,0.05,0.75,low,38,0.70759334266697,76
3187,50,2.21826024015024,200,0.05,0.75,uniform,38,0.081062469974963,76
3188,50,1.9260125581664556,200,0.05,0.02,high,1,0.31374948019871435,76
3189,50,1.9260125581664556,200,0.05,0.05,high,2,0.1576879654050006,76
3190,50,1.9260125581664556,200,0.05,0.1,high,5,0.08366432457087845,76
3191,50,1.9260125581664556,200,0.05,0.1,uniform,5,0.8109438282239013,76
3192,50,1.9260125581664556,200,0.05,0.25,high,12,0.05527682992412174,76
3193,50,1.9260125581664556,200,0.05,0.25,uniform,12,0.2963278485613971,76
3194,50,1.9260125581664556,200,0.05,0.5,high,25,0.05028394446096334,76
3195,50,1.9260125581664556,200,0.05,0.5,uniform,25,0.12776544156216782,76
3196,50,1.9260125581664556,200,0.05,0.75,high,38,0.05000031294217291,76
3197,50,1.9260125581664556,200,0.05,0.75,low,38,0.5237692963291959,76
3198,50,1.9260125581664556,200,0.05,0.75,uniform,38,0.07586985946665276,76
3199,50,2.35886060395321,200,0.05,0.02,high,1,0.2093218950082099,76
3200,50,2.35886060395321,200,0.05,0.05,high,2,0.12036315071413019,76
3201,50,2.35886060395321,200,0.05,0.1,high,5,0.0710483851524439,76
3202,50,2.35886060395321,200,0.05,0.25,high,12,0.05236403840083397,76
3203,50,2.35886060395321,200,0.05,0.25,uniform,12,0.4105116100130891,76
3204,50,2.35886060395321,200,0.05,0.5,high,25,0.0500165265479219,76
3205,50,2.35886060395321,200,0.05,0.5,uniform,25,0.14382353653119745,76
3206,50,2.35886060395321,200,0.05,0.75,high,38,0.050000004135706946,76
3207,50,2.35886060395321,200,0.05,0.75,uniform,38,0.08702101700206435,76
3208,50,1.9013473946704644,200,0.05,0.02,high,1,0.28772748987052366,76
3209,50,1.9013473946704644,200,0.05,0.05,high,2,0.16464237504956056,76
3210,50,1.9013473946704644,200,0.05,0.1,high,5,0.08234130802746015,76
3211,50,1.9013473946704644,200,0.05,0.1,uniform,5,0.9034720719438655,76
3212,50,1.9013473946704644,200,0.05,0.25,high,12,0.05807220308535019,76
3213,50,1.9013473946704644,200,0.05,0.25,uniform,12,0.31153129682292857,76
3214,50,1.9013473946704644,200,0.05,0.5,high,25,0.05044969280427407,76
3215,50,1.9013473946704644,200,0.05,0.5,uniform,25,0.1255969599065038,76
3216,50,1.9013473946704644,200,0.05,0.75,high,38,0.050002759341985184,76
3217,50,1.9013473946704644,200,0.05,0.75,low,38,0.3597047947836099,76
3218,50,1.9013473946704644,200,0.05,0.75,uniform,38,0.08016744886194907,76
3219,50,2.2839652546474998,200,0.05,0.02,high,1,0.2638300483723198,76
3220,50,2.2839652546474998,200,0.05,0.05,high,2,0.1389985551028329,76
3221,50,2.2839652546474998,200,0.05,0.1,high,5,0.06798845610944716,76
3222,50,2.2839652546474998,200,0.05,0.25,high,12,0.05172392330288964,76
3223,50,2.2839652546474998,200,0.05,0.25,uniform,12,0.3177470960014635,76
3224,50,2.2839652546474998,200,0.05,0.5,high,25,0.05001675252533769,77
3225,50,2.2839652546474998,200,0.05,0.5,uniform,25,0.13114040780856626,77
3226,50,2.2839652546474998,200,0.05,0.75,high,38,0.050000043475272954,77
3227,50,2.2839652546474998,200,0.05,0.75,uniform,38,0.08023704460478609,77
3228,50,3.0806009745718317,200,0.05,0.02,high,1,0.14209093715876692,77
3229,50,3.0806009745718317,200,0.05,0.05,high,2,0.0866108120991673,77
3230,50,3.0806009745718317,200,0.05,0.1,high,5,0.05922317257790751,77
3231,50,3.0806009745718317,200,0.05,0.25,high,12,0.052426381727026794,77
3232,50,3.0806009745718317,200,0.05,0.25,uniform,12,0.5591547888102196,77
3233,50,3.0806009745718317,200,0.05,0.5,high,25,0.05009860659151681,77
3234,50,3.0806009745718317,200,0.05,0.5,uniform,25,0.17660630844133693,77
3235,50,3.0806009745718317,200,0.05,0.75,high,38,0.050000049182713655,77
3236,50,3.0806009745718317,200,0.05,0.75,uniform,38,0.10689701424642119,77
3237,50,2.5685868225698045,200,0.05,0.02,high,1,0.2259793425543886,77
3238,50,2.5685868225698045,200,0.05,0.05,high,2,0.12517449304691006,77
3239,50,2.5685868225698045,200,0.05,0.1,high,5,0.06070673009253665,77
3240,50,2.5685868225698045,200,0.05,0.25,high,12,0.05058684078224054,77
3241,50,2.5685868225698045,200,0.05,0.25,uniform,12,0.31445472739419233,77
3242,50,2.5685868225698045,200,0.05,0.5,high,25,0.05001316281641526,77
3243,50,2.5685868225698045,200,0.05,0.5,uniform,25,0.14385380599116282,77
3244,50,2.5685868225698045,200,0.05,0.75,high,38,0.05000001123067306,77
3245,50,2.5685868225698045,200,0.05,0.75,uniform,38,0.08141380653208084,77
3246,50,2.8138287666634816,200,0.05,0.02,high,1,0.151405074746463,77
3247,50,2.8138287666634816,200,0.05,0.05,high,2,0.09771230861397368,77
3248,50,2.8138287666634816,200,0.05,0.1,high,5,0.0627852992228494,77
3249,50,2.8138287666634816,200,0.05,0.25,high,12,0.052560829830712995,77
3250,50,2.8138287666634816,200,0.05,0.25,uniform,12,0.4605160936631931,77
3251,50,2.8138287666634816,200,0.05,0.5,high,25,0.050012585665046023,77
3252,50,2.8138287666634816,200,0.05,0.5,uniform,25,0.17176389930237326,77
3253,50,2.8138287666634816,200,0.05,0.75,high,38,0.05000001638114623,77
3254,50,2.8138287666634816,200,0.05,0.75,uniform,38,0.09732723693668606,77
3255,50,2.5077951700989636,200,0.05,0.02,high,1,0.15877579991034205,77
3256,50,2.5077951700989636,200,0.05,0.05,high,2,0.12046444552593195,77
3257,50,2.5077951700989636,200,0.05,0.1,high,5,0.0760721904931276,77
3258,50,2.5077951700989636,200,0.05,0.25,high,12,0.05288643773795165,77
3259,50,2.5077951700989636,200,0.05,0.25,uniform,12,0.3634191794777726,77
3260,50,2.5077951700989636,200,0.05,0.5,high,25,0.05002524064545335,77
3261,50,2.5077951700989636,200,0.05,0.5,uniform,25,0.15131369713334755,77
3262,50,2.5077951700989636,200,0.05,0.75,high,38,0.050000002454628746,77
3263,50,2.5077951700989636,200,0.05,0.75,low,38,0.9161194964053211,77
3264,50,2.5077951700989636,200,0.05,0.75,uniform,38,0.0947234134869065,77
3265,50,2.420598424443382,200,0.05,0.02,high,1,0.18136822320386936,77
3266,50,2.420598424443382,200,0.05,0.05,high,2,0.11406388155652326,77
3267,50,2.420598424443382,200,0.05,0.1,high,5,0.07311106392199532,78
3268,50,2.420598424443382,200,0.05,0.25,high,12,0.0532882527167609,78
3269,50,2.420598424443382,200,0.05,0.25,uniform,12,0.38556388259422403,78
3270,50,2.420598424443382,200,0.05,0.5,high,25,0.050065144299547545,78
3271,50,2.420598424443382,200,0.05,0.5,uniform,25,0.1513657429829793,78
3272,50,2.420598424443382,200,0.05,0.75,high,38,0.05000000458818982,78
3273,50,2.420598424443382,200,0.05,0.75,low,38,0.8102821970638046,78
3274,50,2.420598424443382,200,0.05,0.75,uniform,38,0.09257209016292595,78
3275,50,4.182726993644068,200,0.05,0.02,high,1,0.0874428337828603,78
3276,50,4.182726993644068,200,0.05,0.05,high,2,0.06994627841783212,78
3277,50,4.182726993644068,200,0.05,0.1,high,5,0.05496434439590791,78
3278,50,4.182726993644068,200,0.05,0.25,high,12,0.0507330613589687,78
3279,50,4.182726993644068,200,0.05,0.25,uniform,12,0.7947872552522909,78
3280,50,4.182726993644068,200,0.05,0.5,high,25,0.05001279555720007,78
3281,50,4.182726993644068,200,0.05,0.5,uniform,25,0.26583387385052626,78
3282,50,4.182726993644068,200,0.05,0.75,high,38,0.05000009144178372,78
3283,50,4.182726993644068,200,0.05,0.75,uniform,38,0.15973494314167444,78
3284,50,2.732543020364839,200,0.05,0.02,high,1,0.16524832357463787,78
3285,50,2.732543020364839,200,0.05,0.05,high,2,0.10103693294585402,78
3286,50,2.732543020364839,200,0.05,0.1,high,5,0.06521049556122507,78
3287,50,2.732543020364839,200,0.05,0.25,high,12,0.055280800270663365,78
3288,50,2.732543020364839,200,0.05,0.25,uniform,12,0.547178569959705,78
3289,50,2.732543020364839,200,0.05,0.5,high,25,0.05001997602657075,78
3290,50,2.732543020364839,200,0.05,0.5,uniform,25,0.15485158224261364,78
3291,50,2.732543020364839,200,0.05,0.75,high,38,0.050000021710046125,78
3292,50,2.732543020364839,200,0.05,0.75,low,38,0.5234130949599346,78
3293,50,2.732543020364839,200,0.05,0.75,uniform,38,0.10377227494724567,78
3294,50,3.043727523780322,200,0.05,0.02,high,1,0.12531149665148647,78
3295,50,3.043727523780322,200,0.05,0.05,high,2,0.0935806837917321,78
3296,50,3.043727523780322,200,0.05,0.1,high,5,0.06491477579931461,78
3297,50,3.043727523780322,200,0.05,0.25,high,12,0.05279095258268947,78
3298,50,3.043727523780322,200,0.05,0.25,uniform,12,0.4311758517848419,78
3299,50,3.043727523780322,200,0.05,0.5,high,25,0.05009969174629298,78
3300,50,3.043727523780322,200,0.05,0.5,uniform,25,0.18095436190937814,78
3301,50,3.043727523780322,200,0.05,0.75,high,38,0.05000001386235441,78
3302,50,3.043727523780322,200,0.05,0.75,low,38,0.9457515134817905,78
3303,50,3.043727523780322,200,0.05,0.75,uniform,38,0.10587374243653894,78
3304,50,2.2473034322244674,200,0.05,0.02,high,1,0.2379082823323845,78
3305,50,2.2473034322244674,200,0.05,0.05,high,2,0.1259794619753039,78
3306,50,2.2473034322244674,200,0.05,0.1,high,5,0.07460825713520318,78
3307,50,2.2473034322244674,200,0.05,0.25,high,12,0.052902985377909086,78
3308,50,2.2473034322244674,200,0.05,0.25,uniform,12,0.40822238306248254,78
3309,50,2.2473034322244674,200,0.05,0.5,high,25,0.05004324909611061,79
3310,50,2.2473034322244674,200,0.05,0.5,uniform,25,0.14126422748951376,79
3311,50,2.2473034322244674,200,0.05,0.75,high,38,0.05000017007637459,79
3312,50,2.2473034322244674,200,0.05,0.75,low,38,0.9111824293102908,79
3313,50,2.2473034322244674,200,0.05,0.75,uniform,38,0.08457153897290828,79
3314,50,2.5232688729404655,200,0.05,0.02,high,1,0.21485491256908912,79
3315,50,2.5232688729404655,200,0.05,0.05,high,2,0.1145854772700351,79
3316,50,2.5232688729404655,200,0.05,0.1,high,5,0.06477153254717911,79
3317,50,2.5232688729404655,200,0.05,0.25,high,12,0.05144472547913689,79
3318,50,2.5232688729404655,200,0.05,0.25,uniform,12,0.4688150843589448,79
