design,n_groups,coef_var,tests_per_group,prev,prop_groups_with_prev,group_distribution,n_groups_with_prev,group_prev,partition
5074,50,3.7377120462180065,200,0.05,0.02,high,1,0.1256882931758954,120
5075,50,3.7377120462180065,200,0.05,0.05,high,2,0.07402287422982476,120
5076,50,3.7377120462180065,200,0.05,0.1,high,5,0.050238963306119024,120
5077,50,3.7377120462180065,200,0.05,0.25,high,12,0.05000001910110704,120
5078,50,3.7377120462180065,200,0.05,0.5,high,25,0.05,120
5079,50,3.7377120462180065,200,0.05,0.5,uniform,25,0.21802928339911787,120
5080,50,3.7377120462180065,200,0.05,0.75,high,38,0.05,120
5081,50,3.7377120462180065,200,0.05,0.75,uniform,38,0.13221244751743733,120
5082,50,5.7430694430052665,200,0.05,0.02,high,1,0.06315993586765238,120
5083,50,5.7430694430052665,200,0.05,0.05,high,2,0.050458624058707074,120
5084,50,5.7430694430052665,200,0.05,0.1,high,5,0.05000298172293962,120
5085,50,5.7430694430052665,200,0.05,0.25,high,12,0.05000000120987123,120
5086,50,5.7430694430052665,200,0.05,0.5,high,25,0.050000000000000586,120
5087,50,5.7430694430052665,200,0.05,0.75,high,38,0.05000000000000001,120
5088,50,5.7430694430052665,200,0.05,0.75,uniform,38,0.24914228354860884,120
5089,50,3.8067569860709436,200,0.05,0.02,high,1,0.114410528091263,120
5090,50,3.8067569860709436,200,0.05,0.05,high,2,0.0685896961466745,120
5091,50,3.8067569860709436,200,0.05,0.1,high,5,0.051232552030114856,121
5092,50,3.8067569860709436,200,0.05,0.25,high,12,0.05000000004859729,121
5093,50,3.8067569860709436,200,0.05,0.5,high,25,0.05,121
5094,50,3.8067569860709436,200,0.05,0.5,uniform,25,0.29768352726295444,121
5095,50,3.8067569860709436,200,0.05,0.75,high,38,0.05,121
5096,50,3.8067569860709436,200,0.05,0.75,uniform,38,0.11823959169984842,121
5097,50,5.2411796714368615,200,0.05,0.02,high,1,0.06867401054045517,121
5098,50,5.2411796714368615,200,0.05,0.05,high,2,0.0565718336033451,121
5099,50,5.2411796714368615,200,0.05,0.1,high,5,0.05103667240050445,121
5100,50,5.2411796714368615,200,0.05,0.25,high,12,0.05000051577759484,121
5101,50,5.2411796714368615,200,0.05,0.5,high,25,0.05000000000000001,121
5102,50,5.2411796714368615,200,0.05,0.5,uniform,25,0.7186805421246013,121
5103,50,5.2411796714368615,200,0.05,0.75,high,38,0.05000000000000001,121
5104,50,5.2411796714368615,200,0.05,0.75,uniform,38,0.23087388998119,121
5105,8000,0.01016616486191649,1,0.05,0.05,high,400,0.979222437006628,121
5106,8000,0.01016616486191649,1,0.05,0.1,high,800,0.49116312847064936,121
5107,8000,0.01016616486191649,1,0.05,0.1,low,800,0.5089736050323151,121
5108,8000,0.01016616486191649,1,0.05,0.1,uniform,800,0.5000011366914106,121
5109,8000,0.01016616486191649,1,0.05,0.25,high,2000,0.19744414309477623,121
5110,8000,0.01016616486191649,1,0.05,0.25,low,2000,0.20261223789809113,121
5111,8000,0.01016616486191649,1,0.05,0.25,uniform,2000,0.20000018585093512,121
5112,8000,0.01016616486191649,1,0.05,0.5,high,4000,0.09919372791913933,121
5113,8000,0.01016616486191649,1,0.05,0.5,low,4000,0.10081948666523705,121
5114,8000,0.01016616486191649,1,0.05,0.5,uniform,4000,0.10000008159589038,121
5115,8000,0.01016616486191649,1,0.05,0.75,high,6000,0.0663813861485303,121
5116,8000,0.01016616486191649,1,0.05,0.75,low,6000,0.06695557346345739,121
5117,8000,0.01016616486191649,1,0.05,0.75,uniform,6000,0.06666669382881958,121
5118,8000,0.019871089874848865,1,0.05,0.05,high,400,0.9608578212285196,121
5119,8000,0.019871089874848865,1,0.05,0.05,uniform,400,0.9999978723434985,121
5120,8000,0.019871089874848865,1,0.05,0.1,high,800,0.4831394064143105,121
5121,8000,0.019871089874848865,1,0.05,0.1,low,800,0.5181005937052046,121
5122,8000,0.019871089874848865,1,0.05,0.1,uniform,800,0.4999986947084281,121
5123,8000,0.019871089874848865,1,0.05,0.25,high,2000,0.1950595583497956,121
5124,8000,0.019871089874848865,1,0.05,0.25,low,2000,0.2051768719308024,121
5125,8000,0.019871089874848865,1,0.05,0.25,uniform,2000,0.20000001821706528,121
5126,8000,0.019871089874848865,1,0.05,0.5,high,4000,0.09844024860760921,121
5127,8000,0.019871089874848865,1,0.05,0.5,low,4000,0.10160997459470698,121
5128,8000,0.019871089874848865,1,0.05,0.5,uniform,4000,0.09999989094862494,121
5129,8000,0.019871089874848865,1,0.05,0.75,high,6000,0.06611064824863089,121
5130,8000,0.019871089874848865,1,0.05,0.75,low,6000,0.06723430036903545,121
5131,8000,0.019871089874848865,1,0.05,0.75,uniform,6000,0.06666667032839842,121
5132,8000,0.029404435427775714,1,0.05,0.05,high,400,0.9420993514420334,121
5133,8000,0.029404435427775714,1,0.05,0.1,high,800,0.47526700925603016,122
5134,8000,0.029404435427775714,1,0.05,0.1,low,800,0.5271507809783116,122
5135,8000,0.029404435427775714,1,0.05,0.1,uniform,800,0.5000057739283194,122
5136,8000,0.029404435427775714,1,0.05,0.25,high,2000,0.19278182988487194,122
5137,8000,0.029404435427775714,1,0.05,0.25,low,2000,0.20771291223546579,122
5138,8000,0.029404435427775714,1,0.05,0.25,uniform,2000,0.2000012735419913,122
5139,8000,0.029404435427775714,1,0.05,0.5,high,4000,0.09771530800826435,122
5140,8000,0.029404435427775714,1,0.05,0.5,low,4000,0.10239408702060557,122
5141,8000,0.029404435427775714,1,0.05,0.5,uniform,4000,0.10000049539293641,122
5142,8000,0.029404435427775714,1,0.05,0.75,high,6000,0.06585158732131896,122
5143,8000,0.029404435427775714,1,0.05,0.75,low,6000,0.06750923070544623,122
5144,8000,0.029404435427775714,1,0.05,0.75,uniform,6000,0.06666690982798361,122
5145,8000,0.04014472641632891,1,0.05,0.05,high,400,0.9223756039756719,122
5146,8000,0.04014472641632891,1,0.05,0.1,high,800,0.4667608879371145,122
5147,8000,0.04014472641632891,1,0.05,0.1,low,800,0.5374174527049128,122
5148,8000,0.04014472641632891,1,0.05,0.1,uniform,800,0.500001984419757,122
5149,8000,0.04014472641632891,1,0.05,0.25,high,2000,0.1902388164913842,122
5150,8000,0.04014472641632891,1,0.05,0.25,low,2000,0.2106718741217284,122
5151,8000,0.04014472641632891,1,0.05,0.25,uniform,2000,0.20000077077558953,122
5152,8000,0.04014472641632891,1,0.05,0.5,high,4000,0.09689889520332925,122
5153,8000,0.04014472641632891,1,0.05,0.5,low,4000,0.10330615975411143,122
5154,8000,0.04014472641632891,1,0.05,0.5,uniform,4000,0.09999998564709885,122
5155,8000,0.04014472641632891,1,0.05,0.75,high,6000,0.0655596616624136,122
5156,8000,0.04014472641632891,1,0.05,0.75,low,6000,0.06782673344333016,122
5157,8000,0.04014472641632891,1,0.05,0.75,uniform,6000,0.0666667366587174,122
5158,8000,0.04966129112856003,1,0.05,0.05,high,400,0.9036908927185997,122
5159,8000,0.04966129112856003,1,0.05,0.1,high,800,0.4588725225863667,122
5160,8000,0.04966129112856003,1,0.05,0.1,low,800,0.5459643833626697,122
5161,8000,0.04966129112856003,1,0.05,0.1,uniform,800,0.5000045691878041,122
5162,8000,0.04966129112856003,1,0.05,0.25,high,2000,0.18798144034898326,122
5163,8000,0.04966129112856003,1,0.05,0.25,low,2000,0.21328042228781383,122
5164,8000,0.04966129112856003,1,0.05,0.25,uniform,2000,0.2000008938137366,122
5165,8000,0.04966129112856003,1,0.05,0.5,high,4000,0.0961890863894669,122
5166,8000,0.04966129112856003,1,0.05,0.5,low,4000,0.10412533988916715,122
5167,8000,0.04966129112856003,1,0.05,0.5,uniform,4000,0.10000025402037165,122
5168,8000,0.04966129112856003,1,0.05,0.75,high,6000,0.06531108240027245,122
5169,8000,0.04966129112856003,1,0.05,0.75,low,6000,0.06811837877381907,122
5170,8000,0.04966129112856003,1,0.05,0.75,uniform,6000,0.06666675042288468,122
5171,8000,0.060444964700316274,1,0.05,0.05,high,400,0.8861435941231743,122
5172,8000,0.060444964700316274,1,0.05,0.1,high,800,0.45093859294218297,122
5173,8000,0.060444964700316274,1,0.05,0.1,low,800,0.5581567336092855,122
5174,8000,0.060444964700316274,1,0.05,0.1,uniform,800,0.5000113456096454,122
5175,8000,0.060444964700316274,1,0.05,0.25,high,2000,0.18557449505834514,122
5176,8000,0.060444964700316274,1,0.05,0.25,low,2000,0.2163956742691975,123
5177,8000,0.060444964700316274,1,0.05,0.25,uniform,2000,0.200002662285177,123
5178,8000,0.060444964700316274,1,0.05,0.5,high,4000,0.09541064202967961,123
5179,8000,0.060444964700316274,1,0.05,0.5,low,4000,0.10505317450403023,123
5180,8000,0.060444964700316274,1,0.05,0.5,uniform,4000,0.10000098963005555,123
5181,8000,0.060444964700316274,1,0.05,0.75,high,6000,0.06502442903627087,123
5182,8000,0.060444964700316274,1,0.05,0.75,low,6000,0.068440046550969,123
5183,8000,0.060444964700316274,1,0.05,0.75,uniform,6000,0.06666709330812416,123
5184,8000,0.07029550964196174,1,0.05,0.05,high,400,0.8692861640590256,123
5185,8000,0.07029550964196174,1,0.05,0.1,high,800,0.4439332676701212,123
5186,8000,0.07029550964196174,1,0.05,0.1,low,800,0.5687247636274135,123
5187,8000,0.07029550964196174,1,0.05,0.1,uniform,800,0.500011313046429,123
5188,8000,0.07029550964196174,1,0.05,0.25,high,2000,0.18340117728654912,123
5189,8000,0.07029550964196174,1,0.05,0.25,low,2000,0.21934920197157667,123
5190,8000,0.07029550964196174,1,0.05,0.25,uniform,2000,0.20000431009271707,123
5191,8000,0.07029550964196174,1,0.05,0.5,high,4000,0.09470492848005725,123
5192,8000,0.07029550964196174,1,0.05,0.5,low,4000,0.10592224582386356,123
5193,8000,0.07029550964196174,1,0.05,0.5,uniform,4000,0.10000130910738586,123
5194,8000,0.07029550964196174,1,0.05,0.75,high,6000,0.06476239610753877,123
5195,8000,0.07029550964196174,1,0.05,0.75,low,6000,0.06874046429612789,123
5196,8000,0.07029550964196174,1,0.05,0.75,uniform,6000,0.06666737187261576,123
5197,8000,0.08011072924127828,1,0.05,0.05,high,400,0.8502405152632858,123
5198,8000,0.08011072924127828,1,0.05,0.1,high,800,0.4359389369904919,123
5199,8000,0.08011072924127828,1,0.05,0.1,low,800,0.5781037891073418,123
5200,8000,0.08011072924127828,1,0.05,0.1,uniform,800,0.5000277366880851,123
5201,8000,0.08011072924127828,1,0.05,0.25,high,2000,0.18127123410604115,123
5202,8000,0.08011072924127828,1,0.05,0.25,low,2000,0.2222023310943767,123
5203,8000,0.08011072924127828,1,0.05,0.25,uniform,2000,0.20000417679540528,123
5204,8000,0.08011072924127828,1,0.05,0.5,high,4000,0.09402863791231776,123
5205,8000,0.08011072924127828,1,0.05,0.5,low,4000,0.1067812250966906,123
5206,8000,0.08011072924127828,1,0.05,0.5,uniform,4000,0.10000170975199552,123
5207,8000,0.08011072924127828,1,0.05,0.75,high,6000,0.06451780579340623,123
5208,8000,0.08011072924127828,1,0.05,0.75,low,6000,0.06904453795246943,123
5209,8000,0.08011072924127828,1,0.05,0.75,uniform,6000,0.06666734678662628,123
5210,8000,0.08971597845856023,1,0.05,0.05,high,400,0.8352466199252085,123
5211,8000,0.08971597845856023,1,0.05,0.1,high,800,0.4288996356230494,123
5212,8000,0.08971597845856023,1,0.05,0.1,low,800,0.5876214354049439,123
5213,8000,0.08971597845856023,1,0.05,0.1,uniform,800,0.5000202884206951,123
5214,8000,0.08971597845856023,1,0.05,0.25,high,2000,0.1790036284937255,123
5215,8000,0.08971597845856023,1,0.05,0.25,low,2000,0.22489428506898013,123
5216,8000,0.08971597845856023,1,0.05,0.25,uniform,2000,0.20000417565869186,123
5217,8000,0.08971597845856023,1,0.05,0.5,high,4000,0.09333025094343743,123
5218,8000,0.08971597845856023,1,0.05,0.5,low,4000,0.10769641175776845,124
5219,8000,0.08971597845856023,1,0.05,0.5,uniform,4000,0.100001690304528,124
5220,8000,0.08971597845856023,1,0.05,0.75,high,6000,0.06429434929228232,124
5221,8000,0.08971597845856023,1,0.05,0.75,low,6000,0.06937929986303909,124
5222,8000,0.08971597845856023,1,0.05,0.75,uniform,6000,0.06666754456923966,124
5223,8000,0.10040007557587106,1,0.05,0.05,high,400,0.8212146057393007,124
5224,8000,0.10040007557587106,1,0.05,0.1,high,800,0.42283082104941466,124
5225,8000,0.10040007557587106,1,0.05,0.1,low,800,0.6012826563115068,124
5226,8000,0.10040007557587106,1,0.05,0.1,uniform,800,0.5000307395423611,124
5227,8000,0.10040007557587106,1,0.05,0.25,high,2000,0.1769830156507181,124
5228,8000,0.10040007557587106,1,0.05,0.25,low,2000,0.22851322200225488,124
5229,8000,0.10040007557587106,1,0.05,0.25,uniform,2000,0.20000580038025467,124
5230,8000,0.10040007557587106,1,0.05,0.5,high,4000,0.09256402200134464,124
5231,8000,0.10040007557587106,1,0.05,0.5,low,4000,0.10873505092918666,124
5232,8000,0.10040007557587106,1,0.05,0.5,uniform,4000,0.10000198466828496,124
5233,8000,0.10040007557587106,1,0.05,0.75,high,6000,0.0640045648829778,124
5234,8000,0.10040007557587106,1,0.05,0.75,low,6000,0.06968767230159777,124
5235,8000,0.10040007557587106,1,0.05,0.75,uniform,6000,0.06666732300277729,124
5236,8000,0.11042813570416575,1,0.05,0.05,high,400,0.8044039208830137,124
5237,8000,0.11042813570416575,1,0.05,0.1,high,800,0.41491610366286463,124
5238,8000,0.11042813570416575,1,0.05,0.1,low,800,0.6120031627663856,124
5239,8000,0.11042813570416575,1,0.05,0.1,uniform,800,0.5000496784315748,124
5240,8000,0.11042813570416575,1,0.05,0.25,high,2000,0.17466341217652015,124
5241,8000,0.11042813570416575,1,0.05,0.25,low,2000,0.23142343056257553,124
5242,8000,0.11042813570416575,1,0.05,0.25,uniform,2000,0.20000879951309292,124
5243,8000,0.11042813570416575,1,0.05,0.5,high,4000,0.09193279871172319,124
5244,8000,0.11042813570416575,1,0.05,0.5,low,4000,0.10961920207584604,124
5245,8000,0.11042813570416575,1,0.05,0.5,uniform,4000,0.10000268164908938,124
5246,8000,0.11042813570416575,1,0.05,0.75,high,6000,0.06377991801967231,124
5247,8000,0.11042813570416575,1,0.05,0.75,low,6000,0.07005399945623232,124
5248,8000,0.11042813570416575,1,0.05,0.75,uniform,6000,0.06666821081954831,124
5249,8000,0.12071604522288366,1,0.05,0.05,high,400,0.7892434202684963,124
5250,8000,0.12071604522288366,1,0.05,0.1,high,800,0.4090606085869415,124
5251,8000,0.12071604522288366,1,0.05,0.1,low,800,0.6255118380230652,124
5252,8000,0.12071604522288366,1,0.05,0.1,uniform,800,0.5000408719138405,124
5253,8000,0.12071604522288366,1,0.05,0.25,high,2000,0.17284722543786613,124
5254,8000,0.12071604522288366,1,0.05,0.25,low,2000,0.2350725786788395,124
5255,8000,0.12071604522288366,1,0.05,0.25,uniform,2000,0.20000787693661906,124
5256,8000,0.12071604522288366,1,0.05,0.5,high,4000,0.09122900501065391,124
5257,8000,0.12071604522288366,1,0.05,0.5,low,4000,0.11063692294669689,124
5258,8000,0.12071604522288366,1,0.05,0.5,uniform,4000,0.10000290203191783,124
5259,8000,0.12071604522288366,1,0.05,0.75,high,6000,0.06350821400904726,124
5260,8000,0.12071604522288366,1,0.05,0.75,low,6000,0.07035047996476286,124
5261,8000,0.12071604522288366,1,0.05,0.75,uniform,6000,0.06666844724256457,125
5262,8000,0.13177057724266988,1,0.05,0.05,high,400,0.7752428489658857,125
5263,8000,0.13177057724266988,1,0.05,0.1,high,800,0.4026072425277473,125
5264,8000,0.13177057724266988,1,0.05,0.1,low,800,0.6395225527542259,125
5265,8000,0.13177057724266988,1,0.05,0.1,uniform,800,0.5000453609853005,125
5266,8000,0.13177057724266988,1,0.05,0.25,high,2000,0.17074811245331648,125
5267,8000,0.13177057724266988,1,0.05,0.25,low,2000,0.23894960402024706,125
5268,8000,0.13177057724266988,1,0.05,0.25,uniform,2000,0.20001174332686947,125
5269,8000,0.13177057724266988,1,0.05,0.5,high,4000,0.09047924806622419,125
5270,8000,0.13177057724266988,1,0.05,0.5,low,4000,0.11176004050050517,125
5271,8000,0.13177057724266988,1,0.05,0.5,uniform,4000,0.10000375625149571,125
5272,8000,0.13177057724266988,1,0.05,0.75,high,6000,0.06323104122373345,125
5273,8000,0.13177057724266988,1,0.05,0.75,low,6000,0.07070425739339443,125
5274,8000,0.13177057724266988,1,0.05,0.75,uniform,6000,0.0666685732250495,125
5275,8000,0.1417630428448973,1,0.05,0.05,high,400,0.7612472754369419,125
5276,8000,0.1417630428448973,1,0.05,0.1,high,800,0.39635662924608384,125
5277,8000,0.1417630428448973,1,0.05,0.1,low,800,0.6528661297754589,125
5278,8000,0.1417630428448973,1,0.05,0.1,uniform,800,0.5000481285992124,125
5279,8000,0.1417630428448973,1,0.05,0.25,high,2000,0.16883211037997256,125
5280,8000,0.1417630428448973,1,0.05,0.25,low,2000,0.24246617618197944,125
5281,8000,0.1417630428448973,1,0.05,0.25,uniform,2000,0.20001111450386977,125
5282,8000,0.1417630428448973,1,0.05,0.5,high,4000,0.08985612179004243,125
5283,8000,0.1417630428448973,1,0.05,0.5,low,4000,0.11272562125260756,125
5284,8000,0.1417630428448973,1,0.05,0.5,uniform,4000,0.10000204639149719,125
5285,8000,0.1417630428448973,1,0.05,0.75,high,6000,0.06298929531200441,125
5286,8000,0.1417630428448973,1,0.05,0.75,low,6000,0.0710380846726201,125
5287,8000,0.1417630428448973,1,0.05,0.75,uniform,6000,0.06666810680134637,125
5288,8000,0.14911886393804957,1,0.05,0.05,high,400,0.7487175047344424,125
5289,8000,0.14911886393804957,1,0.05,0.1,high,800,0.39073145036027407,125
5290,8000,0.14911886393804957,1,0.05,0.1,low,800,0.658990525621433,125
5291,8000,0.14911886393804957,1,0.05,0.1,uniform,800,0.5000635730189786,125
5292,8000,0.14911886393804957,1,0.05,0.25,high,2000,0.1671655775481712,125
5293,8000,0.14911886393804957,1,0.05,0.25,low,2000,0.24418069009022508,125
5294,8000,0.14911886393804957,1,0.05,0.25,uniform,2000,0.2000082869325157,125
5295,8000,0.14911886393804957,1,0.05,0.5,high,4000,0.08939163531771047,125
5296,8000,0.14911886393804957,1,0.05,0.5,low,4000,0.11346525042274652,125
5297,8000,0.14911886393804957,1,0.05,0.5,uniform,4000,0.10000266296083608,125
5298,8000,0.14911886393804957,1,0.05,0.75,high,6000,0.06287460662972404,125
5299,8000,0.14911886393804957,1,0.05,0.75,low,6000,0.07133732494061369,125
5300,8000,0.14911886393804957,1,0.05,0.75,uniform,6000,0.06666805874656817,125
5301,8000,0.1610077137410884,1,0.05,0.05,high,400,0.7320447875121752,125
5302,8000,0.1610077137410884,1,0.05,0.1,high,800,0.3841623739382704,125
5303,8000,0.1610077137410884,1,0.05,0.1,low,800,0.6789854576763961,126
5304,8000,0.1610077137410884,1,0.05,0.1,uniform,800,0.5000725067191775,126
5305,8000,0.1610077137410884,1,0.05,0.25,high,2000,0.16523615587476184,126
5306,8000,0.1610077137410884,1,0.05,0.25,low,2000,0.24893709016305743,126
5307,8000,0.1610077137410884,1,0.05,0.25,uniform,2000,0.20001571414586877,126
5308,8000,0.1610077137410884,1,0.05,0.5,high,4000,0.08872646351594715,126
5309,8000,0.1610077137410884,1,0.05,0.5,low,4000,0.11455533950241877,126
5310,8000,0.1610077137410884,1,0.05,0.5,uniform,4000,0.10000462930904479,126
5311,8000,0.1610077137410884,1,0.05,0.75,high,6000,0.06256678680657737,126
5312,8000,0.1610077137410884,1,0.05,0.75,low,6000,0.07169457997815365,126
5313,8000,0.1610077137410884,1,0.05,0.75,uniform,6000,0.0666690401507686,126
5314,8000,0.17296430773539045,1,0.05,0.05,high,400,0.7221101765191827,126
5315,8000,0.17296430773539045,1,0.05,0.1,high,800,0.3779759202481396,126
5316,8000,0.17296430773539045,1,0.05,0.1,low,800,0.695431181475036,126
5317,8000,0.17296430773539045,1,0.05,0.1,uniform,800,0.5000671978052809,126
5318,8000,0.17296430773539045,1,0.05,0.25,high,2000,0.16271834989917142,126
5319,8000,0.17296430773539045,1,0.05,0.25,low,2000,0.25353950054746033,126
5320,8000,0.17296430773539045,1,0.05,0.25,uniform,2000,0.2000121901651653,126
5321,8000,0.17296430773539045,1,0.05,0.5,high,4000,0.08789141775623556,126
5322,8000,0.17296430773539045,1,0.05,0.5,low,4000,0.11597800103662234,126
5323,8000,0.17296430773539045,1,0.05,0.5,uniform,4000,0.10000397110642864,126
5324,8000,0.17296430773539045,1,0.05,0.75,high,6000,0.06228262815461248,126
5325,8000,0.17296430773539045,1,0.05,0.75,low,6000,0.07217917492791809,126
5326,8000,0.17296430773539045,1,0.05,0.75,uniform,6000,0.06666868370791376,126
5327,8000,0.18140563577318358,1,0.05,0.05,high,400,0.7087119250962232,126
5328,8000,0.18140563577318358,1,0.05,0.1,high,800,0.3724920377393354,126
5329,8000,0.18140563577318358,1,0.05,0.1,low,800,0.7066256363022414,126
5330,8000,0.18140563577318358,1,0.05,0.1,uniform,800,0.5000958831723042,126
5331,8000,0.18140563577318358,1,0.05,0.25,high,2000,0.16144773224230907,126
5332,8000,0.18140563577318358,1,0.05,0.25,low,2000,0.25644151789543274,126
5333,8000,0.18140563577318358,1,0.05,0.25,uniform,2000,0.200024358827484,126
5334,8000,0.18140563577318358,1,0.05,0.5,high,4000,0.0873941739226499,126
5335,8000,0.18140563577318358,1,0.05,0.5,low,4000,0.11685533434088606,126
5336,8000,0.18140563577318358,1,0.05,0.5,uniform,4000,0.10000900288829245,126
5337,8000,0.18140563577318358,1,0.05,0.75,high,6000,0.062109967149468,126
5338,8000,0.18140563577318358,1,0.05,0.75,low,6000,0.07243204011154318,126
5339,8000,0.18140563577318358,1,0.05,0.75,uniform,6000,0.0666713792437613,126
5340,8000,0.1874498321016383,1,0.05,0.05,high,400,0.7022751533675196,126
5341,8000,0.1874498321016383,1,0.05,0.1,high,800,0.3694913272544053,126
5342,8000,0.1874498321016383,1,0.05,0.1,low,800,0.7152799624218277,126
5343,8000,0.1874498321016383,1,0.05,0.1,uniform,800,0.5000735080786733,126
5344,8000,0.1874498321016383,1,0.05,0.25,high,2000,0.16031800274959407,126
5345,8000,0.1874498321016383,1,0.05,0.25,low,2000,0.259105938639892,127
5346,8000,0.1874498321016383,1,0.05,0.25,uniform,2000,0.2000169654074711,127
5347,8000,0.1874498321016383,1,0.05,0.5,high,4000,0.08700503787152493,127
5348,8000,0.1874498321016383,1,0.05,0.5,low,4000,0.11755836890856769,127
5349,8000,0.1874498321016383,1,0.05,0.5,uniform,4000,0.10000653081719611,127
5350,8000,0.1874498321016383,1,0.05,0.75,high,6000,0.06195566236072008,127
5351,8000,0.1874498321016383,1,0.05,0.75,low,6000,0.07266175907548506,127
5352,8000,0.1874498321016383,1,0.05,0.75,uniform,6000,0.0666687676822648,127
5353,8000,0.20109261364562572,1,0.05,0.05,high,400,0.6851809136947015,127
5354,8000,0.20109261364562572,1,0.05,0.1,high,800,0.362272894880235,127
5355,8000,0.20109261364562572,1,0.05,0.1,low,800,0.735330936860297,127
5356,8000,0.20109261364562572,1,0.05,0.1,uniform,800,0.5000889101055711,127
5357,8000,0.20109261364562572,1,0.05,0.25,high,2000,0.15797010407377635,127
5358,8000,0.20109261364562572,1,0.05,0.25,low,2000,0.26404291054729034,127
5359,8000,0.20109261364562572,1,0.05,0.25,uniform,2000,0.20001942760076633,127
5360,8000,0.20109261364562572,1,0.05,0.5,high,4000,0.08622324857031179,127
5361,8000,0.20109261364562572,1,0.05,0.5,low,4000,0.11901644934322582,127
5362,8000,0.20109261364562572,1,0.05,0.5,uniform,4000,0.10000493730256713,127
5363,8000,0.20109261364562572,1,0.05,0.75,high,6000,0.06167990097690086,127
5364,8000,0.20109261364562572,1,0.05,0.75,low,6000,0.07315455765692087,127
5365,8000,0.20109261364562572,1,0.05,0.75,uniform,6000,0.06666986959668329,127
5366,8000,0.20879652242611113,1,0.05,0.05,high,400,0.6771768897876959,127
5367,8000,0.20879652242611113,1,0.05,0.1,high,800,0.35783552042524686,127
5368,8000,0.20879652242611113,1,0.05,0.1,low,800,0.7448378443263901,127
5369,8000,0.20879652242611113,1,0.05,0.1,uniform,800,0.5000838403651844,127
5370,8000,0.20879652242611113,1,0.05,0.25,high,2000,0.1565583679072024,127
5371,8000,0.20879652242611113,1,0.05,0.25,low,2000,0.2669835301750123,127
5372,8000,0.20879652242611113,1,0.05,0.25,uniform,2000,0.20001799382783686,127
5373,8000,0.20879652242611113,1,0.05,0.5,high,4000,0.08573540051044917,127
5374,8000,0.20879652242611113,1,0.05,0.5,low,4000,0.11995863945246647,127
5375,8000,0.20879652242611113,1,0.05,0.5,uniform,4000,0.10000630080994945,127
5376,8000,0.20879652242611113,1,0.05,0.75,high,6000,0.06152161179230321,127
5377,8000,0.20879652242611113,1,0.05,0.75,low,6000,0.07346132029891031,127
5378,8000,0.20879652242611113,1,0.05,0.75,uniform,6000,0.06667007943540525,127
5379,8000,0.22013627859581308,1,0.05,0.05,high,400,0.6652512025491736,127
5380,8000,0.22013627859581308,1,0.05,0.1,high,800,0.35251942092773964,127
5381,8000,0.22013627859581308,1,0.05,0.1,low,800,0.7693590315317783,127
5382,8000,0.22013627859581308,1,0.05,0.1,uniform,800,0.5001615891348352,127
5383,8000,0.22013627859581308,1,0.05,0.25,high,2000,0.1548760173774369,127
5384,8000,0.22013627859581308,1,0.05,0.25,low,2000,0.2721073169227545,127
5385,8000,0.22013627859581308,1,0.05,0.25,uniform,2000,0.20002756114178613,127
5386,8000,0.22013627859581308,1,0.05,0.5,high,4000,0.08514650881261451,127
5387,8000,0.22013627859581308,1,0.05,0.5,low,4000,0.12113082022823046,127
5388,8000,0.22013627859581308,1,0.05,0.5,uniform,4000,0.10000903681019893,128
5389,8000,0.22013627859581308,1,0.05,0.75,high,6000,0.061255820090201994,128
5390,8000,0.22013627859581308,1,0.05,0.75,low,6000,0.07383767101874954,128
5391,8000,0.22013627859581308,1,0.05,0.75,uniform,6000,0.0666711712818729,128
5392,8000,0.2294609155367543,1,0.05,0.05,high,400,0.6529801991096529,128
5393,8000,0.2294609155367543,1,0.05,0.1,high,800,0.34738043803233165,128
5394,8000,0.2294609155367543,1,0.05,0.1,low,800,0.785922822080902,128
5395,8000,0.2294609155367543,1,0.05,0.1,uniform,800,0.5001573383617517,128
5396,8000,0.2294609155367543,1,0.05,0.25,high,2000,0.15342355153893758,128
5397,8000,0.2294609155367543,1,0.05,0.25,low,2000,0.2758944058390226,128
5398,8000,0.2294609155367543,1,0.05,0.25,uniform,2000,0.20002787758002494,128
5399,8000,0.2294609155367543,1,0.05,0.5,high,4000,0.08461607220051033,128
5400,8000,0.2294609155367543,1,0.05,0.5,low,4000,0.12222078765952955,128
5401,8000,0.2294609155367543,1,0.05,0.5,uniform,4000,0.10000952338394427,128
5402,8000,0.2294609155367543,1,0.05,0.75,high,6000,0.061067117800967394,128
5403,8000,0.2294609155367543,1,0.05,0.75,low,6000,0.07417244392403971,128
5404,8000,0.2294609155367543,1,0.05,0.75,uniform,6000,0.06667107131374034,128
5405,8000,0.2428377630505979,1,0.05,0.05,high,400,0.6387792455874258,128
5406,8000,0.2428377630505979,1,0.05,0.1,high,800,0.34066024941000295,128
5407,8000,0.2428377630505979,1,0.05,0.1,low,800,0.8060790693600348,128
5408,8000,0.2428377630505979,1,0.05,0.1,uniform,800,0.5001420673855833,128
5409,8000,0.2428377630505979,1,0.05,0.25,high,2000,0.15116864385233145,128
5410,8000,0.2428377630505979,1,0.05,0.25,low,2000,0.28158914302882715,128
5411,8000,0.2428377630505979,1,0.05,0.25,uniform,2000,0.20002675761614486,128
5412,8000,0.2428377630505979,1,0.05,0.5,high,4000,0.08394759504872609,128
