design,method,lower_error_freq,upper_error_freq,coverage
2578,wspoissonTest_midp,0.0276,0.0258,0.9466
2579,AC,0.0131,0.0134,0.9735
2579,CP,0.0099,0.014,0.9761
2579,wspoissonTest,0.0099,0,0.9901
2579,wspoissonTest_midp,0.0138,0,0.9862
2580,AC,0.0253,0.0115,0.9632
2580,CP,0.0167,0.0154,0.9679
2580,wspoissonTest,0.0169,0.01,0.9731
2580,wspoissonTest_midp,0.0234,0.0162,0.9604
2581,AC,0.0211,0.0209,0.958
2581,CP,0.0133,0.0228,0.9639
2581,wspoissonTest,0.0135,0.001,0.9855
2581,wspoissonTest_midp,0.0221,0.0037,0.9742
2582,AC,0.0253,0.02,0.9547
2582,CP,0.0167,0.0236,0.9597
2582,wspoissonTest,0.0168,0.0094,0.9738
2582,wspoissonTest_midp,0.0237,0.0171,0.9592
2583,AC,0.0222,0.0266,0.9512
2583,CP,0.0149,0.0285,0.9566
2583,wspoissonTest,0.015,0.003,0.982
2583,wspoissonTest_midp,0.0227,0.0073,0.97
2584,AC,0.0183,0.0171,0.9646
2584,CP,0.0161,0.0171,0.9668
2584,wspoissonTest,0.0161,0,0.9839
2584,wspoissonTest_midp,0.0119,0,0.9881
2585,AC,0.0235,0.0258,0.9507
2585,CP,0.0147,0.0284,0.9569
2585,wspoissonTest,0.0149,0.0079,0.9772
2585,wspoissonTest_midp,0.0225,0.0155,0.962
2586,AC,0.0185,0.0307,0.9508
2586,CP,0.0131,0.0334,0.9535
2586,wspoissonTest,0.0133,0.0047,0.982
2586,wspoissonTest_midp,0.0185,0.0105,0.971
2587,AC,0.0263,0.0216,0.9521
2587,CP,0.0203,0.0222,0.9575
2587,wspoissonTest,0.0203,0,0.9797
2587,wspoissonTest_midp,0.0273,1e-4,0.9726
2588,AC,0.0198,0.031,0.9492
2588,CP,0.0125,0.0328,0.9547
2588,wspoissonTest,0.0125,0.0067,0.9808
2588,wspoissonTest_midp,0.0189,0.0142,0.9669
2589,AC,0.0219,0.0291,0.949
2589,CP,0.0153,0.0316,0.9531
2589,wspoissonTest,0.0153,0.0043,0.9804
2589,wspoissonTest_midp,0.0215,0.0109,0.9676
2590,AC,0.0335,0.005,0.9615
2590,CP,0.017,0.0204,0.9626
2590,wspoissonTest,0.017,0.0204,0.9626
2590,wspoissonTest_midp,0.017,0.0204,0.9626
2591,AC,5e-4,5e-4,0.999
2591,CP,3e-4,8e-4,0.9989
2591,wspoissonTest,3e-4,0,0.9997
2591,wspoissonTest_midp,5e-4,0,0.9995
2592,AC,0.0226,0.0104,0.967
2592,CP,0.0148,0.0189,0.9663
2592,wspoissonTest,0.0148,0.0121,0.9731
2592,wspoissonTest_midp,0.021,0.0189,0.9601
2593,AC,0.0147,0.0123,0.973
2593,CP,0.0104,0.0125,0.9771
2593,wspoissonTest,0.0104,0,0.9896
2593,wspoissonTest_midp,0.0156,0,0.9844
2594,AC,0.0242,0.0142,0.9616
2594,CP,0.0174,0.0182,0.9644
2594,wspoissonTest,0.0176,0.0102,0.9722
2594,wspoissonTest_midp,0.0222,0.0173,0.9605
2595,AC,0.0221,0.0212,0.9567
2595,CP,0.016,0.0219,0.9621
2595,wspoissonTest,0.016,0,0.984
2595,wspoissonTest_midp,0.0235,5e-4,0.976
2596,AC,0,0,1
2596,CP,0,0,1
2596,wspoissonTest,0,0,1
2596,wspoissonTest_midp,0,0,1
2597,AC,0.0242,0.0241,0.9517
2597,CP,0.0149,0.0283,0.9568
2597,wspoissonTest,0.015,0.0079,0.9771
2597,wspoissonTest_midp,0.0231,0.0168,0.9601
2598,AC,0.0188,0.0287,0.9525
2598,CP,0.0115,0.0302,0.9583
2598,wspoissonTest,0.0116,0.001,0.98740000000000006
2598,wspoissonTest_midp,0.0203,0.0034,0.9763
2599,AC,0.019,0.02,0.961
2599,CP,0.0162,0.0204,0.9634
2599,wspoissonTest,0.0163,0,0.9837
2599,wspoissonTest_midp,0.0128,0,0.9872
2600,AC,0.0211,0.0321,0.9468
2600,CP,0.0151,0.0345,0.9504
2600,wspoissonTest,0.0157,0.0065,0.9778
2600,wspoissonTest_midp,0.0201,0.0146,0.9653
2601,AC,0.0218,0.0374,0.9408
2601,CP,0.0154,0.0398,0.9448
2601,wspoissonTest,0.0154,0.0023,0.9823
2601,wspoissonTest_midp,0.0218,0.0081,0.9701
2602,AC,0.0219,0.0227,0.9554
2602,CP,0.017,0.0232,0.9598
2602,wspoissonTest,0.017,0,0.983
2602,wspoissonTest_midp,0.0231,0,0.9769
2603,AC,0.0206,0.0377,0.9417
2603,CP,0.0136,0.0404,0.946
2603,wspoissonTest,0.0136,0.0076,0.9788
2603,wspoissonTest_midp,0.02,0.0147,0.9653
2604,AC,0.0204,0.0366,0.943
2604,CP,0.0141,0.0389,0.947
2604,wspoissonTest,0.0141,0.0037,0.9822
2604,wspoissonTest_midp,0.0203,0.0103,0.9694
2605,AC,0.0189,0.0045,0.9766
2605,CP,0.0189,0.0185,0.9626
2605,wspoissonTest,0.0189,0.0185,0.9626
2605,wspoissonTest_midp,0.0189,0.0185,0.9626
2606,AC,5e-4,3e-4,0.9992
2606,CP,3e-4,3e-4,0.9994
2606,wspoissonTest,3e-4,0,0.9997
2606,wspoissonTest_midp,3e-4,0,0.9997
2607,AC,0.0257,0.0077,0.9666
2607,CP,0.0175,0.0134,0.9691
2607,wspoissonTest,0.0175,0.0097,0.9728
2607,wspoissonTest_midp,0.0197,0.0231,0.9572
2608,AC,0.0154,0.0133,0.9713
2608,CP,0.0107,0.0134,0.9759
2608,wspoissonTest,0.0107,0,0.9893
2608,wspoissonTest_midp,0.0169,1e-4,0.983
2609,AC,0.0278,0.0176,0.9546
2609,CP,0.0176,0.0217,0.9607
2609,wspoissonTest,0.0179,0.0107,0.9714
2609,wspoissonTest_midp,0.0262,0.0202,0.9536
2610,AC,0.0195,0.0201,0.9604
2610,CP,0.014,0.021,0.965
2610,wspoissonTest,0.0141,6e-4,0.9853
2610,wspoissonTest_midp,0.0212,0.002,0.9768
2611,AC,0,0,1
2611,CP,0,0,1
2611,wspoissonTest,0,0,1
2611,wspoissonTest_midp,0,0,1
2612,AC,0.0244,0.0251,0.9505
2612,CP,0.0171,0.0287,0.9542
2612,wspoissonTest,0.0172,0.0078,0.975
2612,wspoissonTest_midp,0.0229,0.0166,0.9605
2613,AC,0.0208,0.0214,0.9578
2613,CP,0.0146,0.0225,0.9629
2613,wspoissonTest,0.0146,7e-4,0.9847
2613,wspoissonTest_midp,0.0219,0.0027,0.9754
2614,AC,0.0216,0.0197,0.9587
2614,CP,0.0172,0.0199,0.9629
2614,wspoissonTest,0.0173,0,0.9827
2614,wspoissonTest_midp,0.0165,0,0.9835
2615,AC,0.0226,0.0364,0.941
2615,CP,0.0153,0.0394,0.9453
2615,wspoissonTest,0.0154,0.0064,0.9782
2615,wspoissonTest_midp,0.0217,0.0148,0.9635
2616,AC,0.0232,0.0303,0.9465
2616,CP,0.0147,0.0323,0.953
2616,wspoissonTest,0.0147,0.002,0.9833
2616,wspoissonTest_midp,0.0236,0.006,0.9704
2617,AC,0.0253,0.0212,0.9535
2617,CP,0.0198,0.022,0.9582
2617,wspoissonTest,0.0198,1e-4,0.9801
2617,wspoissonTest_midp,0.0269,2e-4,0.9729
2618,AC,0.0206,0.0368,0.9426
2618,CP,0.0127,0.0391,0.9482
2618,wspoissonTest,0.0128,0.0055,0.9817
2618,wspoissonTest_midp,0.0203,0.0144,0.9653
2619,AC,0.021,0.0332,0.9458
2619,CP,0.015,0.0349,0.9501
2619,wspoissonTest,0.0152,0.0023,0.9825
2619,wspoissonTest_midp,0.0208,0.0075,0.9717
2620,AC,0.0206,0.0048,0.9746
2620,CP,0.0206,0.0162,0.9632
2620,wspoissonTest,0.0206,0.0162,0.9632
2620,wspoissonTest_midp,0.0206,0.0162,0.9632
2621,AC,1e-4,7e-4,0.9992
2621,CP,0,7e-4,0.9993
2621,wspoissonTest,0,0,1
2621,wspoissonTest_midp,1e-4,0,0.9999
2622,AC,0.0244,0.0099,0.9657
2622,CP,0.0187,0.0127,0.9686
2622,wspoissonTest,0.0187,0.0112,0.9701
2622,wspoissonTest_midp,0.0204,0.0181,0.9615
2623,AC,0.0085,0.0096,0.9819
2623,CP,0.0064,0.0097,0.9839
2623,wspoissonTest,0.0064,0,0.9936
2623,wspoissonTest_midp,0.0105,0,0.9895
2624,AC,0.0264,0.0131,0.9605
2624,CP,0.0174,0.0173,0.9653
2624,wspoissonTest,0.0174,0.0124,0.9702
2624,wspoissonTest_midp,0.0241,0.0198,0.9561
2625,AC,0.0199,0.0235,0.9566
2625,CP,0.0138,0.0247,0.9615
2625,wspoissonTest,0.0139,0.0013,0.9848
2625,wspoissonTest_midp,0.0213,0.0052,0.9735
2626,AC,0.0278,0.0207,0.9515
2626,CP,0.0185,0.0233,0.9582
2626,wspoissonTest,0.0187,0.0113,0.97
2626,wspoissonTest_midp,0.0262,0.0197,0.9541
2627,AC,0.0236,0.026,0.9504
2627,CP,0.0154,0.0284,0.9562
2627,wspoissonTest,0.0157,0.0052,0.9791
2627,wspoissonTest_midp,0.0235,0.0115,0.965
2628,AC,0.0175,0.0189,0.9636
2628,CP,0.0139,0.0191,0.967
2628,wspoissonTest,0.0141,0,0.9859
2628,wspoissonTest_midp,0.0131,0,0.9869
2629,AC,0.0263,0.0256,0.9481
2629,CP,0.0177,0.0287,0.9536
2629,wspoissonTest,0.0177,0.0102,0.9721
2629,wspoissonTest_midp,0.0251,0.0186,0.9563
2630,AC,0.0221,0.026,0.9519
2630,CP,0.0159,0.0286,0.9555
2630,wspoissonTest,0.016,0.0061,0.9779
2630,wspoissonTest_midp,0.0217,0.0139,0.9644
2631,AC,0.0259,0.0235,0.9506
2631,CP,0.0202,0.024,0.9558
2631,wspoissonTest,0.0203,0,0.9797
2631,wspoissonTest_midp,0.0281,7e-4,0.9712
2632,AC,0.023,0.0252,0.9518
2632,CP,0.0154,0.0271,0.9575
2632,wspoissonTest,0.0154,0.0092,0.9754
2632,wspoissonTest_midp,0.0219,0.0172,0.9609
2633,AC,0.025,0.0257,0.9493
2633,CP,0.0173,0.0278,0.9549
2633,wspoissonTest,0.0174,0.0057,0.9769
2633,wspoissonTest_midp,0.0244,0.0141,0.9615
2634,AC,0.0296,0.0053,0.9651
2634,CP,0.0134,0.0053,0.9813
2634,wspoissonTest,0.0134,0.0053,0.9813
2634,wspoissonTest_midp,0.0296,0.0359,0.9345
2635,AC,0.0261,0.0139,0.96
2635,CP,0.014,0.0139,0.9721
2635,wspoissonTest,0.0162,0.0139,0.9699
2635,wspoissonTest_midp,0.0236,0.0233,0.9531
2636,AC,0.0053,0.0047,0.99
2636,CP,0.004,0.0051,0.9909
2636,wspoissonTest,0.004,0,0.996
2636,wspoissonTest_midp,0.0042,0,0.9958
2637,AC,0.0248,0.0187,0.9565
2637,CP,0.0148,0.0253,0.9599
2637,wspoissonTest,0.015,0.0061,0.9789
2637,wspoissonTest_midp,0.0232,0.0139,0.9629
2638,AC,0.0207,0.0184,0.9609
2638,CP,0.0162,0.0195,0.9643
2638,wspoissonTest,0.0162,0,0.9838
2638,wspoissonTest_midp,0.0213,0,0.9787
2639,AC,0.0205,0.0336,0.9459
2639,CP,0.013,0.0376,0.9494
2639,wspoissonTest,0.013,0.0031,0.9839
2639,wspoissonTest_midp,0.0197,0.0097,0.9706
2640,AC,0.023,0.0198,0.9572
2640,CP,0.0173,0.021,0.9617
2640,wspoissonTest,0.0173,0,0.9827
2640,wspoissonTest_midp,0.0246,0,0.9754
2641,AC,0.0072,0.0065,0.9863
2641,CP,0.0063,0.0065,0.9872
2641,wspoissonTest,0.0063,0,0.9937
2641,wspoissonTest_midp,0,0,1
2642,AC,0.0245,0.046,0.9295
2642,CP,0.0149,0.0491,0.936
2642,wspoissonTest,0.015,0.0013,0.9837
2642,wspoissonTest_midp,0.0231,0.0074,0.9695
2643,AC,0.0223,0.032,0.9457
2643,CP,0.015,0.034,0.951
2643,wspoissonTest,0.015,1e-4,0.9849
2643,wspoissonTest_midp,0.0228,8e-4,0.9764
2644,AC,0.0209,0.024,0.9551
2644,CP,0.0171,0.0244,0.9585
2644,wspoissonTest,0.0171,0,0.9829
2644,wspoissonTest_midp,0.0181,0,0.9819
2645,AC,0.0197,0.0504,0.9299
2645,CP,0.0122,0.0534,0.9344
2645,wspoissonTest,0.0123,0.0016,0.9861
2645,wspoissonTest_midp,0.0186,0.0092,0.9722
2646,AC,0.0205,0.0448,0.9347
2646,CP,0.0126,0.0475,0.9399
2646,wspoissonTest,0.0129,6e-4,0.9865
2646,wspoissonTest_midp,0.0203,0.0034,0.9763
2647,AC,0.0316,0.0112,0.9572
2647,CP,0.0141,0.0112,0.9747
2647,wspoissonTest,0.0141,0.0112,0.9747
2647,wspoissonTest_midp,0.0141,0.0112,0.9747
2648,AC,0,0,1
2648,CP,0,0,1
2648,wspoissonTest,0,0,1
2648,wspoissonTest_midp,0,0,1
2649,AC,0.0247,0.007,0.9683
2649,CP,0.0124,0.013,0.9746
2649,wspoissonTest,0.0149,0.007,0.9781
2649,wspoissonTest_midp,0.0234,0.0232,0.9534
2650,AC,0.0107,0.0098,0.9795
2650,CP,0.0078,0.01,0.9822
2650,wspoissonTest,0.008,0,0.992
2650,wspoissonTest_midp,0.0112,0,0.9888
2651,AC,0.025,0.0189,0.9561
2651,CP,0.016,0.0224,0.9616
2651,wspoissonTest,0.0161,0.0098,0.9741
2651,wspoissonTest_midp,0.0233,0.0183,0.9584
2652,AC,0.0244,0.0203,0.9553
2652,CP,0.0185,0.0218,0.9597
2652,wspoissonTest,0.0185,1e-4,0.9814
2652,wspoissonTest_midp,0.0263,7e-4,0.973
2653,AC,0.0234,0.0265,0.9501
2653,CP,0.0162,0.0299,0.9539
2653,wspoissonTest,0.0166,0.0055,0.9779
2653,wspoissonTest_midp,0.0216,0.0132,0.9652
2654,AC,0.0236,0.026,0.9504
2654,CP,0.0177,0.0283,0.954
2654,wspoissonTest,0.0177,5e-4,0.9818
2654,wspoissonTest_midp,0.0245,0.002,0.9735
2655,AC,0.0159,0.0155,0.9686
2655,CP,0.014,0.0155,0.9705
2655,wspoissonTest,0.0141,0,0.9859
2655,wspoissonTest_midp,0.0047,0,0.9953
2656,AC,0.0187,0.0386,0.9427
2656,CP,0.0124,0.0423,0.9453
2656,wspoissonTest,0.0124,0.0043,0.9833
2656,wspoissonTest_midp,0.0181,0.0127,0.9692
2657,AC,0.0231,0.0235,0.9534
2657,CP,0.0155,0.0263,0.9582
2657,wspoissonTest,0.0156,6e-4,0.9838
2657,wspoissonTest_midp,0.0234,0.0027,0.9739
2658,AC,0.0234,0.0259,0.9507
2658,CP,0.0177,0.0267,0.9556
2658,wspoissonTest,0.0177,0,0.9823
2658,wspoissonTest_midp,0.0237,0,0.9763
2659,AC,0.0204,0.0384,0.9412
2659,CP,0.0141,0.042,0.9439
2659,wspoissonTest,0.0141,0.004,0.9819
2659,wspoissonTest_midp,0.0194,0.0121,0.9685
2660,AC,0.0205,0.0347,0.9448
2660,CP,0.0124,0.0383,0.9493
2660,wspoissonTest,0.0124,0.0026,0.985
2660,wspoissonTest_midp,0.0203,0.0088,0.9709
2661,AC,0.0219,0.0033,0.9748
2661,CP,0.0107,0.0162,0.9731
2661,wspoissonTest,0.0107,0.0162,0.9731
2661,wspoissonTest_midp,0.0219,0.0162,0.9619
2662,AC,0.0021,0.0031,0.9948
2662,CP,0.0014,0.0031,0.9955
2662,wspoissonTest,0.0014,0,0.9986
2662,wspoissonTest_midp,0.0021,0,0.9979
2663,AC,0.025,0.0087,0.9663
2663,CP,0.0167,0.0184,0.9649
2663,wspoissonTest,0.0167,0.0107,0.9726
2663,wspoissonTest_midp,0.0247,0.0184,0.9569
2664,AC,0.0144,0.0114,0.9742
2664,CP,0.0103,0.0123,0.9774
2664,wspoissonTest,0.0103,1e-4,0.9896
2664,wspoissonTest_midp,0.016,2e-4,0.9838
2665,AC,0.0266,0.0195,0.9539
2665,CP,0.0155,0.0243,0.9602
2665,wspoissonTest,0.0156,0.013,0.9714
2665,wspoissonTest_midp,0.0242,0.0228,0.953
2666,AC,0.0236,0.0206,0.9558
2666,CP,0.0169,0.0218,0.9613
2666,wspoissonTest,0.0169,8e-4,0.9823
2666,wspoissonTest_midp,0.0244,0.0033,0.9723
2667,AC,0.0238,0.0205,0.9557
2667,CP,0.0159,0.0242,0.9599
2667,wspoissonTest,0.0159,0.0055,0.9786
2667,wspoissonTest_midp,0.023,0.0128,0.9642
2668,AC,0.0259,0.0238,0.9503
2668,CP,0.0187,0.0258,0.9555
2668,wspoissonTest,0.0187,7e-4,0.9806
2668,wspoissonTest_midp,0.0268,0.0031,0.9701
2669,AC,0.0185,0.0194,0.9621
2669,CP,0.0163,0.0195,0.9642
2669,wspoissonTest,0.0163,0,0.9837
2669,wspoissonTest_midp,0.016,0,0.984
2670,AC,0.0217,0.0312,0.9471
2670,CP,0.0149,0.0337,0.9514
2670,wspoissonTest,0.0152,0.0061,0.9787
2670,wspoissonTest_midp,0.021,0.0146,0.9644
2671,AC,0.0246,0.0225,0.9529
2671,CP,0.0164,0.0244,0.9592
2671,wspoissonTest,0.0164,0.0015,0.9821
2671,wspoissonTest_midp,0.0253,0.0046,0.9701
2672,AC,0.0237,0.024,0.9523
2672,CP,0.0189,0.0248,0.9563
2672,wspoissonTest,0.019,0,0.981
2672,wspoissonTest_midp,0.0259,3e-4,0.9738
2673,AC,0.0223,0.0306,0.9471
2673,CP,0.0141,0.0333,0.9526
2673,wspoissonTest,0.0144,0.0038,0.9818
2673,wspoissonTest_midp,0.0215,0.0127,0.9658
2674,AC,0.0229,0.0302,0.9469
2674,CP,0.0147,0.0333,0.952
2674,wspoissonTest,0.015,0.0024,0.9826
2674,wspoissonTest_midp,0.0229,0.007,0.9701
2675,AC,0.0251,0.0056,0.9693
2675,CP,0.0102,0.0056,0.9842
2675,wspoissonTest,0.0102,0.0056,0.9842
2675,wspoissonTest_midp,0.0251,0.0262,0.9487
2676,AC,0.0011,8e-4,0.9981
2676,CP,6e-4,8e-4,0.9986
2676,wspoissonTest,6e-4,0,0.9994
2676,wspoissonTest_midp,6e-4,0,0.9994
2677,AC,0.0227,0.0121,0.9652
2677,CP,0.0144,0.0191,0.9665
2677,wspoissonTest,0.0145,0.0095,0.976
2677,wspoissonTest_midp,0.0204,0.0202,0.9594
2678,AC,0.0094,0.01,0.9806
2678,CP,0.006,0.0104,0.9836
2678,wspoissonTest,0.0063,0,0.9937
2678,wspoissonTest_midp,0.0095,0,0.9905
2679,AC,0.0261,0.0173,0.9566
2679,CP,0.0169,0.0225,0.9606
2679,wspoissonTest,0.0174,0.0065,0.9761
2679,wspoissonTest_midp,0.0241,0.0152,0.9607
2680,AC,0.019,0.0183,0.9627
2680,CP,0.0134,0.0197,0.9669
2680,wspoissonTest,0.0135,1e-4,0.9864
2680,wspoissonTest_midp,0.0203,5e-4,0.9792
2681,AC,0.0247,0.0244,0.9509
2681,CP,0.0168,0.0274,0.9558
2681,wspoissonTest,0.0168,0.0051,0.9781
2681,wspoissonTest_midp,0.024,0.012,0.964
2682,AC,0.0237,0.0226,0.9537
2682,CP,0.0167,0.0248,0.9585
2682,wspoissonTest,0.0168,6e-4,0.9826
2682,wspoissonTest_midp,0.0255,0.0031,0.9714
2683,AC,0.0177,0.019,0.9633
2683,CP,0.015,0.019,0.966
2683,wspoissonTest,0.015,0,0.985
2683,wspoissonTest_midp,0.0126,0,0.98740000000000006
2684,AC,0.0219,0.0281,0.95
2684,CP,0.0147,0.0313,0.954
2684,wspoissonTest,0.0149,0.003,0.9821
2684,wspoissonTest_midp,0.0217,0.009,0.9693
2685,AC,0.0257,0.0223,0.952
2685,CP,0.0194,0.0237,0.9569
2685,wspoissonTest,0.0195,0.0011,0.9794
2685,wspoissonTest_midp,0.0264,0.0038,0.9698
2686,AC,0.0228,0.0238,0.9534
2686,CP,0.0177,0.0243,0.958
2686,wspoissonTest,0.0177,0,0.9823
2686,wspoissonTest_midp,0.0248,0,0.9752
2687,AC,0.0223,0.0328,0.9449
2687,CP,0.0158,0.0358,0.9484
2687,wspoissonTest,0.0159,0.0029,0.9812
2687,wspoissonTest_midp,0.0221,0.0093,0.9686
2688,AC,0.0222,0.0258,0.952
2688,CP,0.0148,0.0283,0.9569
2688,wspoissonTest,0.0151,0.0012,0.9837
2688,wspoissonTest_midp,0.0224,0.0042,0.9734
2689,AC,0.0149,0.0052,0.9799
2689,CP,0.0149,0.0205,0.9646
2689,wspoissonTest,0.0149,0.0205,0.9646
2689,wspoissonTest_midp,0.0149,0.0205,0.9646
2690,AC,1e-4,2e-4,0.9997
2690,CP,0,2e-4,0.9998
2690,wspoissonTest,0,0,1
2690,wspoissonTest_midp,1e-4,0,0.9999
2691,AC,0.0237,0.0086,0.9677
2691,CP,0.0162,0.0146,0.9692
2691,wspoissonTest,0.0162,0.0106,0.9732
2691,wspoissonTest_midp,0.0205,0.0242,0.9553
2692,AC,0.0107,0.0109,0.9784
2692,CP,0.007,0.0113,0.9817
2692,wspoissonTest,0.007,0,0.993
2692,wspoissonTest_midp,0.0117,0,0.9883
2693,AC,0.0286,0.0154,0.956
2693,CP,0.0184,0.0186,0.963
2693,wspoissonTest,0.0186,0.0087,0.9727
2693,wspoissonTest_midp,0.0259,0.0174,0.9567
2694,AC,0.0194,0.0172,0.9634
2694,CP,0.0144,0.0183,0.9673
2694,wspoissonTest,0.0144,3e-4,0.9853
2694,wspoissonTest_midp,0.0211,0.001,0.9779
2695,AC,0.0228,0.0239,0.9533
2695,CP,0.0131,0.0282,0.9587
2695,wspoissonTest,0.0133,0.0073,0.9794
2695,wspoissonTest_midp,0.0218,0.0149,0.9633
2696,AC,0.0231,0.0223,0.9546
2696,CP,0.0169,0.0241,0.959
2696,wspoissonTest,0.0173,6e-4,0.9821
2696,wspoissonTest_midp,0.0241,0.0037,0.9722
2697,AC,0.017,0.0199,0.9631
2697,CP,0.0149,0.0199,0.9652
2697,wspoissonTest,0.0149,0,0.9851
2697,wspoissonTest_midp,0.0087,0,0.9913
2698,AC,0.0231,0.0301,0.9468
2698,CP,0.0142,0.0333,0.9525
2698,wspoissonTest,0.0144,0.0058,0.9798
2698,wspoissonTest_midp,0.0216,0.0117,0.9667
2699,AC,0.0232,0.0282,0.9486
2699,CP,0.0165,0.0304,0.9531
2699,wspoissonTest,0.0167,0.0014,0.9819
2699,wspoissonTest_midp,0.0241,0.0075,0.9684
2700,AC,0.0248,0.0239,0.9513
2700,CP,0.02,0.0243,0.9557
2700,wspoissonTest,0.02,0,0.98
2700,wspoissonTest_midp,0.0272,1e-4,0.9727
2701,AC,0.0207,0.0331,0.9462
2701,CP,0.0145,0.0352,0.9503
2701,wspoissonTest,0.0145,0.0044,0.9811
2701,wspoissonTest_midp,0.02,0.011,0.969
2702,AC,0.0235,0.0271,0.9494
2702,CP,0.0143,0.0301,0.9556
2702,wspoissonTest,0.0143,0.0028,0.9829
2702,wspoissonTest_midp,0.0236,0.0077,0.9687
2703,AC,0.0191,0.0086,0.9723
2703,CP,0.0191,0.0086,0.9723
2703,wspoissonTest,0.0191,0.0086,0.9723
2703,wspoissonTest_midp,0.0191,0.033,0.9479
2704,AC,2e-4,3e-4,0.9995
2704,CP,2e-4,3e-4,0.9995
2704,wspoissonTest,2e-4,0,0.9998
2704,wspoissonTest_midp,2e-4,0,0.9998
2705,AC,0.0244,0.0087,0.9669
2705,CP,0.0169,0.0132,0.9699
2705,wspoissonTest,0.0169,0.0097,0.9734
2705,wspoissonTest_midp,0.0237,0.0165,0.9598
2706,AC,0.0159,0.0125,0.9716
2706,CP,0.0115,0.0129,0.9756
2706,wspoissonTest,0.0117,0,0.9883
2706,wspoissonTest_midp,0.0166,0,0.9834
2707,AC,0.0286,0.0195,0.9519
2707,CP,0.019,0.0224,0.9586
2707,wspoissonTest,0.0192,0.0078,0.973
2707,wspoissonTest_midp,0.026,0.0172,0.9568
2708,AC,0.0233,0.0192,0.9575
2708,CP,0.0172,0.0207,0.9621
2708,wspoissonTest,0.0173,0,0.9827
2708,wspoissonTest_midp,0.0245,5e-4,0.975
2709,AC,0.0225,0.027,0.9505
2709,CP,0.0143,0.0301,0.9556
2709,wspoissonTest,0.0144,0.0055,0.9801
2709,wspoissonTest_midp,0.0218,0.0106,0.9676
2710,AC,0.0241,0.0212,0.9547
2710,CP,0.0168,0.0235,0.9597
2710,wspoissonTest,0.0169,4e-4,0.9827
2710,wspoissonTest_midp,0.0249,0.002,0.9731
2711,AC,0.0155,0.0163,0.9682
2711,CP,0.0128,0.0163,0.9709
2711,wspoissonTest,0.0128,0,0.9872
2711,wspoissonTest_midp,0.0088,0,0.9912
2712,AC,0.0213,0.0379,0.9408
2712,CP,0.0126,0.041,0.9464
2712,wspoissonTest,0.0128,0.0026,0.9846
2712,wspoissonTest_midp,0.0206,0.0095,0.9699
2713,AC,0.0255,0.0201,0.9544
2713,CP,0.0182,0.0219,0.9599
2713,wspoissonTest,0.0183,6e-4,0.9811
2713,wspoissonTest_midp,0.027,0.002,0.971
2714,AC,0.0259,0.0226,0.9515
2714,CP,0.0195,0.0231,0.9574
2714,wspoissonTest,0.0197,0,0.9803
2714,wspoissonTest_midp,0.0272,1e-4,0.9727
2715,AC,0.0219,0.0367,0.9414
2715,CP,0.0141,0.0397,0.9462
2715,wspoissonTest,0.0143,0.0026,0.9831
2715,wspoissonTest_midp,0.0216,0.0086,0.9698
2716,AC,0.0244,0.0266,0.949
2716,CP,0.0171,0.029,0.9539
2716,wspoissonTest,0.0171,5e-4,0.9824
2716,wspoissonTest_midp,0.0248,0.0033,0.9719
2717,AC,0.0268,0.0067,0.9665
2717,CP,0.0129,0.0067,0.9804
2717,wspoissonTest,0.0129,0.0067,0.9804
2717,wspoissonTest_midp,0.0268,0.0235,0.9497
2718,AC,0,0,1
2718,CP,0,0,1
2718,wspoissonTest,0,0,1
2718,wspoissonTest_midp,0,0,1
2719,AC,0.0323,0.0071,0.9606
2719,CP,0.0161,0.0157,0.9682
2719,wspoissonTest,0.0161,0.0087,0.9752
2719,wspoissonTest_midp,0.0182,0.0244,0.9574
2720,AC,0.0117,0.0123,0.976
2720,CP,0.009,0.0128,0.9782
2720,wspoissonTest,0.009,0,0.991
2720,wspoissonTest_midp,0.0132,2e-4,0.9866
2721,AC,0.0259,0.0118,0.9623
2721,CP,0.0168,0.0152,0.968
2721,wspoissonTest,0.0168,0.0104,0.9728
2721,wspoissonTest_midp,0.0234,0.0189,0.9577
2722,AC,0.0206,0.0192,0.9602
2722,CP,0.0149,0.0204,0.9647
2722,wspoissonTest,0.015,7e-4,0.9843
2722,wspoissonTest_midp,0.0215,0.0027,0.9758
2723,AC,0.0251,0.0208,0.9541
2723,CP,0.0159,0.0251,0.959
2723,wspoissonTest,0.016,0.0106,0.9734
2723,wspoissonTest_midp,0.0238,0.0194,0.9568
2724,AC,0.0229,0.0251,0.952
2724,CP,0.0159,0.0275,0.9566
2724,wspoissonTest,0.0159,0.0046,0.9795
2724,wspoissonTest_midp,0.0231,0.0113,0.9656
2725,AC,0.0169,0.0161,0.967
2725,CP,0.0151,0.0163,0.9686
2725,wspoissonTest,0.0151,0,0.9849
2725,wspoissonTest_midp,0.0139,0,0.9861
2726,AC,0.021,0.0234,0.9556
2726,CP,0.0148,0.0269,0.9583
2726,wspoissonTest,0.015,0.0077,0.9773
2726,wspoissonTest_midp,0.0198,0.0149,0.9653
2727,AC,0.0218,0.0251,0.9531
2727,CP,0.0148,0.0267,0.9585
2727,wspoissonTest,0.015,0.0052,0.9798
2727,wspoissonTest_midp,0.0216,0.0112,0.9672
2728,AC,0.0257,0.0213,0.953
2728,CP,0.0204,0.0219,0.9577
