design,method,lower_error_freq,upper_error_freq,coverage
6897,AC,0.0253,0.0207,0.954
6897,CP,0.0198,0.0223,0.9579
6897,wspoissonTest,0.02,0.0051,0.9749
6897,wspoissonTest_midp,0.0262,0.0106,0.9632
6898,AC,0.0239,0.0212,0.9549
6898,CP,0.0194,0.0219,0.9587
6898,wspoissonTest,0.0194,6e-4,0.98
6898,wspoissonTest_midp,0.0267,0.0041,0.9692
6899,AC,0.0256,0.0149,0.9595
6899,CP,0.0189,0.0162,0.9649
6899,wspoissonTest,0.0189,0.0069,0.9742
6899,wspoissonTest_midp,0.0252,0.012,0.9628
6900,AC,0.028,0.0177,0.9543
6900,CP,0.0207,0.0199,0.9594
6900,wspoissonTest,0.0208,0.0041,0.9751
6900,wspoissonTest_midp,0.0287,0.0092,0.9621
6901,AC,0.0268,0.0219,0.9513
6901,CP,0.0197,0.0232,0.9571
6901,wspoissonTest,0.0197,0.0019,0.9784
6901,wspoissonTest_midp,0.0289,0.0062,0.9649
6902,AC,0.0266,0.0183,0.9551
6902,CP,0.02,0.0193,0.9607
6902,wspoissonTest,0.0202,0.0065,0.9733
6902,wspoissonTest_midp,0.0269,0.012,0.9611
6903,AC,0.0242,0.0214,0.9544
6903,CP,0.0176,0.0226,0.9598
6903,wspoissonTest,0.0179,0.0057,0.9764
6903,wspoissonTest_midp,0.0249,0.0113,0.9638
6904,AC,0.0299,0.0203,0.9498
6904,CP,0.0212,0.0215,0.9573
6904,wspoissonTest,0.0214,0.0038,0.9748
6904,wspoissonTest_midp,0.031,0.0074,0.9616
6905,AC,0.0268,0.0202,0.953
6905,CP,0.0204,0.0219,0.9577
6905,wspoissonTest,0.0205,0.0058,0.9737
6905,wspoissonTest_midp,0.0269,0.0125,0.9606
6906,AC,0.0261,0.0211,0.9528
6906,CP,0.0197,0.0218,0.9585
6906,wspoissonTest,0.0197,0.0047,0.9756
6906,wspoissonTest_midp,0.0266,0.0108,0.9626
6907,AC,1e-4,2e-4,0.9997
6907,CP,1e-4,2e-4,0.9997
6907,wspoissonTest,1e-4,0,0.9999
6907,wspoissonTest_midp,1e-4,0,0.9999
6908,AC,0.0193,0.0129,0.9678
6908,CP,0.0126,0.0162,0.9712
6908,wspoissonTest,0.0127,0.0093,0.978
6908,wspoissonTest_midp,0.0175,0.0169,0.9656
6909,AC,0.0114,0.0093,0.9793
6909,CP,0.0077,0.0105,0.9818
6909,wspoissonTest,0.0077,0.0018,0.9905
6909,wspoissonTest_midp,0.0119,0.0044,0.9837
6910,AC,0.0115,0.0108,0.9777
6910,CP,0.0089,0.0111,0.98
6910,wspoissonTest,0.0089,3e-4,0.9908
6910,wspoissonTest_midp,0.0135,7e-4,0.9858
6911,AC,0.0221,0.0158,0.9621
6911,CP,0.0164,0.0181,0.9655
6911,wspoissonTest,0.0166,0.0108,0.9726
6911,wspoissonTest_midp,0.021,0.0174,0.9616
6912,AC,0.0223,0.0168,0.9609
6912,CP,0.0161,0.018,0.9659
6912,wspoissonTest,0.0163,0.0061,0.9776
6912,wspoissonTest_midp,0.0227,0.0107,0.9666
6913,AC,0.022,0.0172,0.9608
6913,CP,0.0168,0.0177,0.9655
6913,wspoissonTest,0.0168,0.0012,0.982
6913,wspoissonTest_midp,0.0242,0.0036,0.9722
6914,AC,0.0267,0.0165,0.9568
6914,CP,0.0189,0.0189,0.9622
6914,wspoissonTest,0.0189,0.0102,0.9709
6914,wspoissonTest_midp,0.0251,0.0166,0.9583
6915,AC,0.0227,0.0189,0.9584
6915,CP,0.0165,0.0201,0.9634
6915,wspoissonTest,0.0165,0.0057,0.9778
6915,wspoissonTest_midp,0.0233,0.012,0.9647
6916,AC,0.0252,0.0206,0.9542
6916,CP,0.0197,0.0213,0.959
6916,wspoissonTest,0.0199,0.0015,0.9786
6916,wspoissonTest_midp,0.0269,0.0058,0.9673
6917,AC,0.0284,0.0162,0.9554
6917,CP,0.0221,0.0172,0.9607
6917,wspoissonTest,0.0221,0.008,0.9699
6917,wspoissonTest_midp,0.0281,0.0144,0.9575
6918,AC,0.0261,0.0205,0.9534
6918,CP,0.0209,0.0214,0.9577
6918,wspoissonTest,0.0209,0.0056,0.9735
6918,wspoissonTest_midp,0.0269,0.0116,0.9615
6919,AC,0.0262,0.0203,0.9535
6919,CP,0.0196,0.0211,0.9593
6919,wspoissonTest,0.0197,0.0025,0.9778
6919,wspoissonTest_midp,0.0281,0.0075,0.9644
6920,AC,0.0247,0.0196,0.9557
6920,CP,0.0181,0.0209,0.961
6920,wspoissonTest,0.0181,0.0084,0.9735
6920,wspoissonTest_midp,0.0245,0.0142,0.9613
6921,AC,0.025,0.0222,0.9528
6921,CP,0.0182,0.0233,0.9585
6921,wspoissonTest,0.0182,0.0068,0.975
6921,wspoissonTest_midp,0.0257,0.0139,0.9604
6922,AC,0.0262,0.0199,0.9539
6922,CP,0.0206,0.0206,0.9588
6922,wspoissonTest,0.0206,0.0046,0.9748
6922,wspoissonTest_midp,0.0273,0.0101,0.9626
6923,AC,0.0255,0.0198,0.9547
6923,CP,0.0185,0.0216,0.9599
6923,wspoissonTest,0.0185,0.0068,0.9747
6923,wspoissonTest_midp,0.0256,0.0137,0.9607
6924,AC,0.0269,0.0204,0.9527
6924,CP,0.02,0.0218,0.9582
6924,wspoissonTest,0.02,0.0067,0.9733
6924,wspoissonTest_midp,0.0274,0.0129,0.9597
6925,AC,0,0,1
6925,CP,0,0,1
6925,wspoissonTest,0,0,1
6925,wspoissonTest_midp,0,0,1
6926,AC,0.0203,0.0111,0.9686
6926,CP,0.0147,0.0129,0.9724
6926,wspoissonTest,0.0148,0.0085,0.9767
6926,wspoissonTest_midp,0.0194,0.0134,0.9672
6927,AC,0.0094,0.0102,0.9804
6927,CP,0.0061,0.0107,0.9832
6927,wspoissonTest,0.0061,0.0027,0.9912
6927,wspoissonTest_midp,0.01,0.0053,0.9847
6928,AC,0.0115,0.0128,0.9757
6928,CP,0.0087,0.013,0.9783
6928,wspoissonTest,0.0088,2e-4,0.991
6928,wspoissonTest_midp,0.0132,0.0014,0.9854
6929,AC,0.026,0.017,0.957
6929,CP,0.0178,0.0186,0.9636
6929,wspoissonTest,0.018,0.0104,0.9716
6929,wspoissonTest_midp,0.0248,0.0183,0.9569
6930,AC,0.0209,0.0155,0.9636
6930,CP,0.0137,0.0174,0.9689
6930,wspoissonTest,0.0138,0.0041,0.9821
6930,wspoissonTest_midp,0.021,0.0091,0.9699
6931,AC,0.0217,0.0155,0.9628
6931,CP,0.0186,0.0163,0.9651
6931,wspoissonTest,0.0186,5e-4,0.9809
6931,wspoissonTest_midp,0.0246,0.0026,0.9728
6932,AC,0.0253,0.0172,0.9575
6932,CP,0.0182,0.0197,0.9621
6932,wspoissonTest,0.0184,0.0095,0.9721
6932,wspoissonTest_midp,0.0238,0.0175,0.9587
6933,AC,0.0212,0.0161,0.9627
6933,CP,0.0161,0.0175,0.9664
6933,wspoissonTest,0.0163,0.0035,0.9802
6933,wspoissonTest_midp,0.0219,0.0081,0.97
6934,AC,0.0266,0.0197,0.9537
6934,CP,0.0205,0.0209,0.9586
6934,wspoissonTest,0.0207,0.0015,0.9778
6934,wspoissonTest_midp,0.0286,0.004,0.9674
6935,AC,0.0253,0.016,0.9587
6935,CP,0.0192,0.0176,0.9632
6935,wspoissonTest,0.0193,0.0068,0.9739
6935,wspoissonTest_midp,0.0251,0.0136,0.9613
6936,AC,0.0251,0.0214,0.9535
6936,CP,0.0195,0.0226,0.9579
6936,wspoissonTest,0.0197,0.0068,0.9735
6936,wspoissonTest_midp,0.0257,0.0135,0.9608
6937,AC,0.0278,0.0226,0.9496
6937,CP,0.0213,0.0232,0.9555
6937,wspoissonTest,0.0213,0.0047,0.974
6937,wspoissonTest_midp,0.0302,0.0089,0.9609
6938,AC,0.0266,0.0191,0.9543
6938,CP,0.0198,0.0211,0.9591
6938,wspoissonTest,0.02,0.0083,0.9717
6938,wspoissonTest_midp,0.0266,0.0153,0.9581
6939,AC,0.0251,0.019,0.9559
6939,CP,0.0182,0.02,0.9618
6939,wspoissonTest,0.0184,0.0049,0.9767
6939,wspoissonTest_midp,0.0265,0.0118,0.9617
6940,AC,0.0264,0.0211,0.9525
6940,CP,0.0214,0.0225,0.9561
6940,wspoissonTest,0.0216,0.0035,0.9749
6940,wspoissonTest_midp,0.0279,0.0091,0.963
6941,AC,0.0239,0.0207,0.9554
6941,CP,0.0181,0.0216,0.9603
6941,wspoissonTest,0.0183,0.0076,0.9741
6941,wspoissonTest_midp,0.0242,0.0137,0.9621
6942,AC,0.0265,0.0227,0.9508
6942,CP,0.0198,0.0238,0.9564
6942,wspoissonTest,0.0198,0.0063,0.9739
6942,wspoissonTest_midp,0.0269,0.0132,0.9599
6943,AC,0,2e-4,0.9998
6943,CP,0,2e-4,0.9998
6943,wspoissonTest,0,0,1
6943,wspoissonTest_midp,0,0,1
6944,AC,0.0223,0.0117,0.966
6944,CP,0.0153,0.0133,0.9714
6944,wspoissonTest,0.0154,0.0079,0.9767
6944,wspoissonTest_midp,0.0203,0.0133,0.9664
6945,AC,0.013,0.0109,0.9761
6945,CP,0.0096,0.0119,0.9785
6945,wspoissonTest,0.0096,0.0014,0.989
6945,wspoissonTest_midp,0.0134,0.0047,0.9819
6946,AC,0.0135,0.0108,0.9757
6946,CP,0.0101,0.0111,0.9788
6946,wspoissonTest,0.0102,1e-4,0.9897
6946,wspoissonTest_midp,0.0154,7e-4,0.9839
6947,AC,0.0263,0.0148,0.9589
6947,CP,0.0178,0.018,0.9642
6947,wspoissonTest,0.0181,0.0092,0.9727
6947,wspoissonTest_midp,0.0247,0.0156,0.9597
6948,AC,0.0212,0.019,0.9598
6948,CP,0.0163,0.0208,0.9629
6948,wspoissonTest,0.0164,0.0036,0.98
6948,wspoissonTest_midp,0.0224,0.0087,0.9689
6949,AC,0.0224,0.0181,0.9595
6949,CP,0.0176,0.0184,0.964
6949,wspoissonTest,0.0178,2e-4,0.982
6949,wspoissonTest_midp,0.0256,0.0011,0.9733
6950,AC,0.0254,0.0195,0.9551
6950,CP,0.0166,0.0219,0.9615
6950,wspoissonTest,0.0169,0.0095,0.9736
6950,wspoissonTest_midp,0.0241,0.018,0.9579
6951,AC,0.0205,0.0171,0.9624
6951,CP,0.0146,0.0183,0.9671
6951,wspoissonTest,0.0146,0.0031,0.9823
6951,wspoissonTest_midp,0.0216,0.0088,0.9696
6952,AC,0.0237,0.0174,0.9589
6952,CP,0.0181,0.018,0.9639
6952,wspoissonTest,0.0181,7e-4,0.9812
6952,wspoissonTest_midp,0.0269,0.0035,0.9696
6953,AC,0.0265,0.0169,0.9566
6953,CP,0.0193,0.0188,0.9619
6953,wspoissonTest,0.0193,0.0069,0.9738
6953,wspoissonTest_midp,0.0262,0.012,0.9618
6954,AC,0.0262,0.02,0.9538
6954,CP,0.0203,0.0213,0.9584
6954,wspoissonTest,0.0203,0.0052,0.9745
6954,wspoissonTest_midp,0.0269,0.0109,0.9622
6955,AC,0.0269,0.0183,0.9548
6955,CP,0.0215,0.0193,0.9592
6955,wspoissonTest,0.0215,0.0016,0.9769
6955,wspoissonTest_midp,0.029,0.0053,0.9657
6956,AC,0.0257,0.0208,0.9535
6956,CP,0.0186,0.0223,0.9591
6956,wspoissonTest,0.0187,0.0075,0.9738
6956,wspoissonTest_midp,0.0257,0.0148,0.9595
6957,AC,0.0269,0.0202,0.9529
6957,CP,0.0201,0.0216,0.9583
6957,wspoissonTest,0.0202,0.0051,0.9747
6957,wspoissonTest_midp,0.0274,0.0098,0.9628
6958,AC,0.0272,0.02,0.9528
6958,CP,0.0208,0.0208,0.9584
6958,wspoissonTest,0.0209,0.0038,0.9753
6958,wspoissonTest_midp,0.029,0.0085,0.9625
6959,AC,0.0248,0.0196,0.9556
6959,CP,0.0192,0.0206,0.9602
6959,wspoissonTest,0.0192,0.0055,0.9753
6959,wspoissonTest_midp,0.0249,0.0118,0.9633
6960,AC,0.0249,0.0201,0.955
6960,CP,0.0192,0.0218,0.959
6960,wspoissonTest,0.0192,0.0041,0.9767
6960,wspoissonTest_midp,0.0253,0.0101,0.9646
6961,AC,0,1e-4,0.9999
6961,CP,0,1e-4,0.9999
6961,wspoissonTest,0,0,1
6961,wspoissonTest_midp,0,0,1
6962,AC,0.0201,0.0109,0.969
6962,CP,0.0131,0.0139,0.973
6962,wspoissonTest,0.0133,0.0091,0.9776
6962,wspoissonTest_midp,0.0182,0.0146,0.9672
6963,AC,0.0123,0.0096,0.9781
6963,CP,0.0073,0.0106,0.9821
6963,wspoissonTest,0.0075,0.0022,0.9903
6963,wspoissonTest_midp,0.0124,0.0053,0.9823
6964,AC,0.0133,0.0097,0.977
6964,CP,0.011,0.0098,0.9792
6964,wspoissonTest,0.011,3e-4,0.9887
6964,wspoissonTest_midp,0.0154,8e-4,0.9838
6965,AC,0.0256,0.0153,0.9591
6965,CP,0.0183,0.0172,0.9645
6965,wspoissonTest,0.0184,0.0105,0.9711
6965,wspoissonTest_midp,0.0233,0.0174,0.9593
6966,AC,0.0206,0.0151,0.9643
6966,CP,0.0148,0.0157,0.9695
6966,wspoissonTest,0.0149,0.0031,0.982
6966,wspoissonTest_midp,0.0211,0.0089,0.97
6967,AC,0.0206,0.0155,0.9639
6967,CP,0.0174,0.0158,0.9668
6967,wspoissonTest,0.0174,9e-4,0.9817
6967,wspoissonTest_midp,0.0231,0.0028,0.9741
6968,AC,0.0265,0.017,0.9565
6968,CP,0.0184,0.0186,0.963
6968,wspoissonTest,0.0185,0.0117,0.9698
6968,wspoissonTest_midp,0.0248,0.0174,0.9578
6969,AC,0.0225,0.0195,0.958
6969,CP,0.0164,0.0206,0.963
6969,wspoissonTest,0.0166,0.0062,0.9772
6969,wspoissonTest_midp,0.0231,0.0124,0.9645
6970,AC,0.0266,0.0204,0.953
6970,CP,0.0203,0.0209,0.9588
6970,wspoissonTest,0.0203,0.002,0.9777
6970,wspoissonTest_midp,0.0281,0.006,0.9659
6971,AC,0.0289,0.0167,0.9544
6971,CP,0.0214,0.0186,0.96
6971,wspoissonTest,0.0216,0.0088,0.9696
6971,wspoissonTest_midp,0.0279,0.0147,0.9574
6972,AC,0.0262,0.0206,0.9532
6972,CP,0.0208,0.0218,0.9574
6972,wspoissonTest,0.0208,0.006,0.9732
6972,wspoissonTest_midp,0.0264,0.0122,0.9614
6973,AC,0.0247,0.0189,0.9564
6973,CP,0.0198,0.0197,0.9605
6973,wspoissonTest,0.0198,0.0023,0.9779
6973,wspoissonTest_midp,0.0269,0.0074,0.9657
6974,AC,0.0241,0.0203,0.9556
6974,CP,0.0181,0.0222,0.9597
6974,wspoissonTest,0.0182,0.0083,0.9735
6974,wspoissonTest_midp,0.0238,0.0152,0.961
6975,AC,0.0247,0.0228,0.9525
6975,CP,0.0184,0.0234,0.9582
6975,wspoissonTest,0.0185,0.0076,0.9739
6975,wspoissonTest_midp,0.0253,0.0136,0.9611
6976,AC,0.0263,0.0198,0.9539
6976,CP,0.0205,0.0211,0.9584
6976,wspoissonTest,0.0206,0.0045,0.9749
6976,wspoissonTest_midp,0.0269,0.0099,0.9632
6977,AC,0.0252,0.0208,0.954
6977,CP,0.0181,0.0217,0.9602
6977,wspoissonTest,0.0183,0.0073,0.9744
6977,wspoissonTest_midp,0.0252,0.0144,0.9604
6978,AC,0.0264,0.0201,0.9535
6978,CP,0.0201,0.0217,0.9582
6978,wspoissonTest,0.0201,0.0073,0.9726
6978,wspoissonTest_midp,0.027,0.0129,0.9601
6979,AC,0,0,1
6979,CP,0,0,1
6979,wspoissonTest,0,0,1
6979,wspoissonTest_midp,0,0,1
6980,AC,0.0197,0.0108,0.9695
6980,CP,0.0132,0.0134,0.9734
6980,wspoissonTest,0.0132,0.0078,0.979
6980,wspoissonTest_midp,0.0181,0.0136,0.9683
6981,AC,0.0093,0.0105,0.9802
6981,CP,0.006,0.0109,0.9831
6981,wspoissonTest,0.0061,0.0021,0.9918
6981,wspoissonTest_midp,0.01,0.0046,0.9854
6982,AC,0.0097,0.0111,0.9792
6982,CP,0.0074,0.0116,0.981
6982,wspoissonTest,0.0074,0,0.9926
6982,wspoissonTest_midp,0.0121,6e-4,0.9873
6983,AC,0.0273,0.0159,0.9568
6983,CP,0.0184,0.0189,0.9627
6983,wspoissonTest,0.0185,0.011,0.9705
6983,wspoissonTest_midp,0.0253,0.017,0.9577
6984,AC,0.0207,0.0164,0.9629
6984,CP,0.0131,0.0173,0.9696
6984,wspoissonTest,0.0131,0.0032,0.9837
6984,wspoissonTest_midp,0.0215,0.0082,0.9703
6985,AC,0.0225,0.0145,0.963
6985,CP,0.018,0.0149,0.9671
6985,wspoissonTest,0.018,1e-4,0.9819
6985,wspoissonTest_midp,0.0252,7e-4,0.9741
6986,AC,0.0237,0.0178,0.9585
6986,CP,0.0175,0.0206,0.9619
6986,wspoissonTest,0.0175,0.0097,0.9728
6986,wspoissonTest_midp,0.0228,0.0169,0.9603
6987,AC,0.0223,0.0166,0.9611
6987,CP,0.0153,0.0177,0.967
6987,wspoissonTest,0.0154,0.0028,0.9818
6987,wspoissonTest_midp,0.0224,0.007,0.9706
6988,AC,0.0253,0.0186,0.9561
6988,CP,0.0207,0.0193,0.96
6988,wspoissonTest,0.0208,0.0012,0.978
6988,wspoissonTest_midp,0.0285,0.0029,0.9686
6989,AC,0.0255,0.016,0.9585
6989,CP,0.0187,0.0181,0.9632
6989,wspoissonTest,0.0188,0.0063,0.9749
6989,wspoissonTest_midp,0.0251,0.0124,0.9625
6990,AC,0.025,0.0215,0.9535
6990,CP,0.0187,0.0225,0.9588
6990,wspoissonTest,0.0187,0.0061,0.9752
6990,wspoissonTest_midp,0.0255,0.0112,0.9633
6991,AC,0.0252,0.0238,0.951
6991,CP,0.0202,0.0243,0.9555
6991,wspoissonTest,0.0202,0.0029,0.9769
6991,wspoissonTest_midp,0.0282,0.0066,0.9652
6992,AC,0.0263,0.0184,0.9553
6992,CP,0.02,0.0203,0.9597
6992,wspoissonTest,0.0202,0.0072,0.9726
6992,wspoissonTest_midp,0.0263,0.0129,0.9608
6993,AC,0.0251,0.0194,0.9555
6993,CP,0.0176,0.0212,0.9612
6993,wspoissonTest,0.0178,0.0039,0.9783
6993,wspoissonTest_midp,0.0259,0.0101,0.964
6994,AC,0.0266,0.0212,0.9522
6994,CP,0.0208,0.0218,0.9574
6994,wspoissonTest,0.0209,0.0024,0.9767
6994,wspoissonTest_midp,0.028,0.007,0.965
6995,AC,0.0253,0.0203,0.9544
6995,CP,0.0181,0.0218,0.9601
6995,wspoissonTest,0.0182,0.0058,0.976
6995,wspoissonTest_midp,0.0255,0.0126,0.9619
6996,AC,0.0264,0.0238,0.9498
6996,CP,0.0196,0.0244,0.956
6996,wspoissonTest,0.0198,0.005,0.9752
6996,wspoissonTest_midp,0.0273,0.0115,0.9612
6997,AC,0,0,1
6997,CP,0,0,1
6997,wspoissonTest,0,0,1
6997,wspoissonTest_midp,0,0,1
6998,AC,0.021,0.0115,0.9675
6998,CP,0.0151,0.0144,0.9705
6998,wspoissonTest,0.0152,0.0098,0.975
6998,wspoissonTest_midp,0.0194,0.0152,0.9654
6999,AC,0.0131,0.0113,0.9756
6999,CP,0.0096,0.0122,0.9782
6999,wspoissonTest,0.0098,0.002,0.9882
6999,wspoissonTest_midp,0.0136,0.0052,0.9812
7000,AC,0.011,0.0086,0.9804
7000,CP,0.0089,0.0089,0.9822
7000,wspoissonTest,0.0089,1e-4,0.991
7000,wspoissonTest_midp,0.0131,4e-4,0.9865
7001,AC,0.0269,0.0145,0.9586
7001,CP,0.0174,0.017,0.9656
7001,wspoissonTest,0.0176,0.0097,0.9727
7001,wspoissonTest_midp,0.0242,0.0161,0.9597
7002,AC,0.0211,0.0191,0.9598
7002,CP,0.0168,0.0207,0.9625
7002,wspoissonTest,0.0168,0.0037,0.9795
7002,wspoissonTest_midp,0.0216,0.0094,0.969
7003,AC,0.0208,0.0161,0.9631
7003,CP,0.0167,0.0163,0.967
7003,wspoissonTest,0.0167,2e-4,0.9831
7003,wspoissonTest_midp,0.0231,0.001,0.9759
7004,AC,0.0249,0.018,0.9571
7004,CP,0.018,0.021,0.961
7004,wspoissonTest,0.0181,0.0104,0.9715
7004,wspoissonTest_midp,0.0241,0.0179,0.958
7005,AC,0.0209,0.0176,0.9615
7005,CP,0.0143,0.0191,0.9666
7005,wspoissonTest,0.0143,0.0036,0.9821
7005,wspoissonTest_midp,0.0216,0.0092,0.9692
7006,AC,0.0248,0.0177,0.9575
7006,CP,0.0201,0.0183,0.9616
7006,wspoissonTest,0.0203,0.001,0.9787
7006,wspoissonTest_midp,0.0277,0.0035,0.9688
7007,AC,0.0269,0.0171,0.956
7007,CP,0.0197,0.0185,0.9618
7007,wspoissonTest,0.0197,0.007,0.9733
7007,wspoissonTest_midp,0.0261,0.0144,0.9595
7008,AC,0.0257,0.0198,0.9545
7008,CP,0.0202,0.0216,0.9582
7008,wspoissonTest,0.0202,0.0056,0.9742
7008,wspoissonTest_midp,0.0265,0.0115,0.962
7009,AC,0.0277,0.0184,0.9539
7009,CP,0.0219,0.0195,0.9586
7009,wspoissonTest,0.022,0.0017,0.9763
7009,wspoissonTest_midp,0.0286,0.0056,0.9658
7010,AC,0.0257,0.022,0.9523
7010,CP,0.018,0.0227,0.9593
7010,wspoissonTest,0.0181,0.0076,0.9743
7010,wspoissonTest_midp,0.0257,0.0153,0.959
7011,AC,0.027,0.0197,0.9533
7011,CP,0.0202,0.0215,0.9583
7011,wspoissonTest,0.0204,0.0055,0.9741
7011,wspoissonTest_midp,0.0273,0.0112,0.9615
7012,AC,0.0277,0.0196,0.9527
7012,CP,0.0213,0.0206,0.9581
7012,wspoissonTest,0.0213,0.004,0.9747
7012,wspoissonTest_midp,0.0294,0.0095,0.9611
7013,AC,0.025,0.02,0.955
7013,CP,0.0186,0.0217,0.9597
7013,wspoissonTest,0.0186,0.0061,0.9753
7013,wspoissonTest_midp,0.0253,0.0118,0.9629
7014,AC,0.0248,0.0207,0.9545
7014,CP,0.0187,0.0226,0.9587
7014,wspoissonTest,0.0188,0.0048,0.9764
7014,wspoissonTest_midp,0.0255,0.0112,0.9633
7015,AC,0,0,1
7015,CP,0,0,1
7015,wspoissonTest,0,0,1
7015,wspoissonTest_midp,0,0,1
7016,AC,0.021,0.0111,0.9679
7016,CP,0.0135,0.0132,0.9733
7016,wspoissonTest,0.0135,0.0092,0.9773
7016,wspoissonTest_midp,0.0192,0.0131,0.9677
7017,AC,0.0119,0.0101,0.978
7017,CP,0.0072,0.0109,0.9819
7017,wspoissonTest,0.0073,0.0016,0.9911
7017,wspoissonTest_midp,0.0126,0.0041,0.9833
7018,AC,0.01,0.01,0.98
7018,CP,0.0081,0.0102,0.9817
7018,wspoissonTest,0.0082,0,0.9918
7018,wspoissonTest_midp,0.0121,1e-4,0.9878
7019,AC,0.0258,0.0135,0.9607
7019,CP,0.0184,0.0173,0.9643
7019,wspoissonTest,0.0184,0.0092,0.9724
7019,wspoissonTest_midp,0.0245,0.0148,0.9607
7020,AC,0.0203,0.0149,0.9648
7020,CP,0.014,0.0156,0.9704
7020,wspoissonTest,0.0141,0.0023,0.9836
7020,wspoissonTest_midp,0.0212,0.0066,0.9722
7021,AC,0.0197,0.0148,0.9655
7021,CP,0.016,0.0152,0.9688
7021,wspoissonTest,0.0162,2e-4,0.9836
7021,wspoissonTest_midp,0.0226,8e-4,0.9766
7022,AC,0.0274,0.018,0.9546
7022,CP,0.0182,0.0209,0.9609
7022,wspoissonTest,0.0185,0.01,0.9715
7022,wspoissonTest_midp,0.0259,0.0171,0.957
7023,AC,0.0229,0.0212,0.9559
7023,CP,0.0167,0.0221,0.9612
7023,wspoissonTest,0.0167,0.0047,0.9786
7023,wspoissonTest_midp,0.0235,0.0104,0.9661
7024,AC,0.0221,0.0174,0.9605
7024,CP,0.0172,0.0181,0.9647
7024,wspoissonTest,0.0174,0.001,0.9816
7024,wspoissonTest_midp,0.0246,0.0025,0.9729
7025,AC,0.0268,0.0151,0.9581
7025,CP,0.0201,0.0165,0.9634
7025,wspoissonTest,0.0202,0.0054,0.9744
7025,wspoissonTest_midp,0.0266,0.012,0.9614
7026,AC,0.0251,0.021,0.9539
7026,CP,0.0199,0.0222,0.9579
7026,wspoissonTest,0.0201,0.0038,0.9761
7026,wspoissonTest_midp,0.0258,0.0099,0.9643
7027,AC,0.025,0.02,0.955
7027,CP,0.0197,0.021,0.9593
7027,wspoissonTest,0.0198,0.0017,0.9785
7027,wspoissonTest_midp,0.0266,0.0054,0.968
7028,AC,0.0269,0.0202,0.9529
7028,CP,0.0186,0.0214,0.96
7028,wspoissonTest,0.0186,0.0072,0.9742
7028,wspoissonTest_midp,0.0269,0.014,0.9591
7029,AC,0.0273,0.0226,0.9501
7029,CP,0.0199,0.0241,0.956
7029,wspoissonTest,0.02,0.0055,0.9745
7029,wspoissonTest_midp,0.0281,0.0116,0.9603
7030,AC,0.0258,0.0189,0.9553
7030,CP,0.0195,0.0203,0.9602
7030,wspoissonTest,0.0195,0.0025,0.978
7030,wspoissonTest_midp,0.0272,0.0062,0.9666
7031,AC,0.0261,0.0194,0.9545
7031,CP,0.0185,0.0207,0.9608
7031,wspoissonTest,0.0186,0.0056,0.9758
7031,wspoissonTest_midp,0.0264,0.0118,0.9618
7032,AC,0.0261,0.0216,0.9523
7032,CP,0.0188,0.023,0.9582
7032,wspoissonTest,0.0188,0.0045,0.9767
7032,wspoissonTest_midp,0.0261,0.0105,0.9634
7033,AC,0,0,1
7033,CP,0,0,1
7033,wspoissonTest,0,0,1
7033,wspoissonTest_midp,0,0,1
7034,AC,0.0191,0.012,0.9689
7034,CP,0.0116,0.0143,0.9741
7034,wspoissonTest,0.0117,0.0077,0.9806
7034,wspoissonTest_midp,0.0176,0.0141,0.9683
7035,AC,0.0118,0.0115,0.9767
7035,CP,0.0077,0.0122,0.9801
7035,wspoissonTest,0.0078,0.0016,0.9906
7035,wspoissonTest_midp,0.0125,0.0041,0.9834
7036,AC,0.0093,0.008,0.9827
7036,CP,0.0072,0.008,0.9848
7036,wspoissonTest,0.0072,0,0.9928
7036,wspoissonTest_midp,0.0101,0,0.9899
7037,AC,0.0239,0.0139,0.9622
7037,CP,0.0177,0.0161,0.9662
7037,wspoissonTest,0.0177,0.0067,0.9756
7037,wspoissonTest_midp,0.023,0.0138,0.9632
7038,AC,0.0216,0.0167,0.9617
7038,CP,0.0149,0.0176,0.9675
7038,wspoissonTest,0.0149,0.0027,0.9824
7038,wspoissonTest_midp,0.0225,0.0067,0.9708
7039,AC,0.0192,0.0181,0.9627
7039,CP,0.0154,0.0183,0.9663
7039,wspoissonTest,0.0154,0,0.9846
7039,wspoissonTest_midp,0.0213,6e-4,0.9781
7040,AC,0.0251,0.0164,0.9585
7040,CP,0.018,0.0189,0.9631
7040,wspoissonTest,0.0181,0.0071,0.9748
7040,wspoissonTest_midp,0.0247,0.0137,0.9616
7041,AC,0.0233,0.0221,0.9546
7041,CP,0.0185,0.0236,0.9579
7041,wspoissonTest,0.0185,0.0035,0.978
7041,wspoissonTest_midp,0.0239,0.0105,0.9656
7042,AC,0.0232,0.019,0.9578
7042,CP,0.0186,0.0197,0.9617
7042,wspoissonTest,0.0186,4e-4,0.981
7042,wspoissonTest_midp,0.0258,0.0017,0.9725
7043,AC,0.027,0.0184,0.9546
7043,CP,0.02,0.0203,0.9597
7043,wspoissonTest,0.0201,0.0073,0.9726
7043,wspoissonTest_midp,0.0269,0.0133,0.9598
7044,AC,0.0244,0.0235,0.9521
7044,CP,0.0181,0.0246,0.9573
7044,wspoissonTest,0.0182,0.0049,0.9769
7044,wspoissonTest_midp,0.025,0.0102,0.9648
7045,AC,0.0264,0.0213,0.9523
