design,method,lower_error_freq,upper_error_freq,coverage
3198,CP,0.0167,0.0227,0.9606
3198,wspoissonTest,0.0173,0.0169,0.9658
3198,wspoissonTest_midp,0.0207,0.0211,0.9582
3199,AC,0.0167,0.0126,0.9707
3199,CP,0.0118,0.0126,0.9756
3199,wspoissonTest,0.0118,0.0126,0.9756
3199,wspoissonTest_midp,0.0118,0.0126,0.9756
3200,AC,0.0212,0.0155,0.9633
3200,CP,0.0161,0.0155,0.9684
3200,wspoissonTest,0.0163,0.015,0.9687
3200,wspoissonTest_midp,0.019,0.0181,0.9629
3201,AC,0.0233,0.02,0.9567
3201,CP,0.0174,0.0204,0.9622
3201,wspoissonTest,0.018,0.0162,0.9658
3201,wspoissonTest_midp,0.0223,0.0212,0.9565
3202,AC,0.0204,0.0221,0.9575
3202,CP,0.0157,0.0221,0.9622
3202,wspoissonTest,0.0163,0.0172,0.9665
3202,wspoissonTest_midp,0.0199,0.0212,0.9589
3203,AC,0.0059,0.0069,0.9872
3203,CP,0.0043,0.0069,0.9888
3203,wspoissonTest,0.0044,0.0013,0.9943
3203,wspoissonTest_midp,0.0071,0.0033,0.9896
3204,AC,0.0195,0.024,0.9565
3204,CP,0.0149,0.0242,0.9609
3204,wspoissonTest,0.0155,0.0165,0.968
3204,wspoissonTest_midp,0.0195,0.0223,0.9582
3205,AC,0.0174,0.0174,0.9652
3205,CP,0.0139,0.0174,0.9687
3205,wspoissonTest,0.0149,0.0088,0.9763
3205,wspoissonTest_midp,0.0194,0.0121,0.9685
3206,AC,0.0213,0.0234,0.9553
3206,CP,0.0172,0.0237,0.9591
3206,wspoissonTest,0.018,0.0169,0.9651
3206,wspoissonTest_midp,0.0212,0.0215,0.9573
3207,AC,0.0193,0.0202,0.9605
3207,CP,0.016,0.0202,0.9638
3207,wspoissonTest,0.0164,0.0115,0.9721
3207,wspoissonTest_midp,0.02,0.0152,0.9648
3208,AC,0.01,0.0097,0.9803
3208,CP,0.0061,0.0097,0.9842
3208,wspoissonTest,0.0061,0.0097,0.9842
3208,wspoissonTest_midp,0.01,0.0142,0.9758
3209,AC,0.0157,0.0144,0.9699
3209,CP,0.0131,0.0144,0.9725
3209,wspoissonTest,0.0132,0.0139,0.9729
3209,wspoissonTest_midp,0.0148,0.0161,0.9691
3210,AC,0.0204,0.0191,0.9605
3210,CP,0.0161,0.0192,0.9647
3210,wspoissonTest,0.0168,0.0176,0.9656
3210,wspoissonTest_midp,0.0188,0.0199,0.9613
3211,AC,0,0,1
3211,CP,0,0,1
3211,wspoissonTest,0,0,1
3211,wspoissonTest_midp,0,0,1
3212,AC,0.0218,0.0228,0.9554
3212,CP,0.018,0.0232,0.9588
3212,wspoissonTest,0.0183,0.0181,0.9636
3212,wspoissonTest_midp,0.0211,0.0221,0.9568
3213,AC,0.0084,0.0097,0.9819
3213,CP,0.0065,0.0097,0.9838
3213,wspoissonTest,0.0067,0.004,0.9893
3213,wspoissonTest_midp,0.0093,0.0067,0.984
3214,AC,0.0201,0.0226,0.9573
3214,CP,0.0165,0.0227,0.9608
3214,wspoissonTest,0.0168,0.0177,0.9655
3214,wspoissonTest_midp,0.0201,0.0216,0.9583
3215,AC,0.0185,0.0196,0.9619
3215,CP,0.0153,0.0196,0.9651
3215,wspoissonTest,0.0155,0.0118,0.9727
3215,wspoissonTest_midp,0.0193,0.0154,0.9653
3216,AC,0.0196,0.0235,0.9569
3216,CP,0.0158,0.0236,0.9606
3216,wspoissonTest,0.0159,0.0178,0.9663
3216,wspoissonTest_midp,0.0197,0.0213,0.959
3217,AC,0.007,0.0077,0.9853
3217,CP,0.0056,0.0076,0.9868
3217,wspoissonTest,0.0056,4e-4,0.994
3217,wspoissonTest_midp,0.0094,0.0017,0.9889
3218,AC,0.0192,0.0219,0.9589
3218,CP,0.0156,0.0219,0.9625
3218,wspoissonTest,0.0164,0.0145,0.9691
3218,wspoissonTest_midp,0.0203,0.0184,0.9613
3219,AC,0.0109,0.0089,0.9802
3219,CP,0.0067,0.0089,0.9844
3219,wspoissonTest,0.0109,0.0089,0.9802
3219,wspoissonTest_midp,0.0109,0.0089,0.9802
3220,AC,0.0178,0.0148,0.9674
3220,CP,0.0139,0.0148,0.9713
3220,wspoissonTest,0.0144,0.014,0.9716
3220,wspoissonTest_midp,0.0167,0.0169,0.9664
3221,AC,0.0235,0.0194,0.9571
3221,CP,0.0185,0.0195,0.962
3221,wspoissonTest,0.0187,0.0176,0.9637
3221,wspoissonTest_midp,0.022,0.0209,0.9571
3222,AC,0.0224,0.0207,0.9569
3222,CP,0.0181,0.0208,0.9611
3222,wspoissonTest,0.0192,0.0167,0.9641
3222,wspoissonTest_midp,0.0212,0.0212,0.9576
3223,AC,0.0082,0.0089,0.9829
3223,CP,0.0064,0.0089,0.9847
3223,wspoissonTest,0.0064,0.0043,0.9893
3223,wspoissonTest_midp,0.0086,0.0072,0.9842
3224,AC,0.0203,0.0213,0.9584
3224,CP,0.0156,0.0215,0.9629
3224,wspoissonTest,0.0161,0.017,0.9669
3224,wspoissonTest_midp,0.0199,0.0212,0.9589
3225,AC,0.0177,0.0166,0.9657
3225,CP,0.0137,0.0166,0.9697
3225,wspoissonTest,0.0143,0.0115,0.9742
3225,wspoissonTest_midp,0.0178,0.015,0.9672
3226,AC,0.0224,0.0211,0.9565
3226,CP,0.0179,0.0213,0.9608
3226,wspoissonTest,0.0182,0.0161,0.9657
3226,wspoissonTest_midp,0.022,0.0211,0.9569
3227,AC,0.02,0.0197,0.9603
3227,CP,0.0157,0.0199,0.9644
3227,wspoissonTest,0.016,0.015,0.969
3227,wspoissonTest_midp,0.0199,0.0192,0.9609
3228,AC,0.0146,0.0091,0.9763
3228,CP,0.0146,0.0162,0.9692
3228,wspoissonTest,0.0146,0.0091,0.9763
3228,wspoissonTest_midp,0.0146,0.0162,0.9692
3229,AC,0.0228,0.0164,0.9608
3229,CP,0.016,0.0167,0.9673
3229,wspoissonTest,0.0173,0.0142,0.9685
3229,wspoissonTest_midp,0.0198,0.02,0.9602
3230,AC,0.0225,0.0205,0.957
3230,CP,0.0152,0.0213,0.9635
3230,wspoissonTest,0.0163,0.0154,0.9683
3230,wspoissonTest_midp,0.0214,0.0204,0.9582
3231,AC,0.0214,0.0258,0.9528
3231,CP,0.0165,0.0262,0.9573
3231,wspoissonTest,0.0173,0.018,0.9647
3231,wspoissonTest_midp,0.0207,0.0241,0.9552
3232,AC,0.0014,0.002,0.9966
3232,CP,0.0012,0.002,0.9968
3232,wspoissonTest,0.0012,0,0.9988
3232,wspoissonTest_midp,0.0018,1e-4,0.9981
3233,AC,0.0218,0.0233,0.9549
3233,CP,0.0167,0.0236,0.9597
3233,wspoissonTest,0.0175,0.015,0.9675
3233,wspoissonTest_midp,0.0211,0.021,0.9579
3234,AC,0.0157,0.0192,0.9651
3234,CP,0.0121,0.0194,0.9685
3234,wspoissonTest,0.0129,0.0045,0.9826
3234,wspoissonTest_midp,0.0171,0.0097,0.9732
3235,AC,0.023,0.0266,0.9504
3235,CP,0.0172,0.0272,0.9556
3235,wspoissonTest,0.0181,0.0175,0.9644
3235,wspoissonTest_midp,0.0226,0.0237,0.9537
3236,AC,0.0147,0.025,0.9603
3236,CP,0.011,0.0251,0.9639
3236,wspoissonTest,0.0115,0.0124,0.9761
3236,wspoissonTest_midp,0.0156,0.017,0.9674
3237,AC,0.0141,0.0093,0.9766
3237,CP,0.0093,0.0144,0.9763
3237,wspoissonTest,0.0093,0.0144,0.9763
3237,wspoissonTest_midp,0.0141,0.0144,0.9715
3238,AC,0.0172,0.0142,0.9686
3238,CP,0.0138,0.0147,0.9715
3238,wspoissonTest,0.0144,0.0142,0.9714
3238,wspoissonTest_midp,0.0161,0.0171,0.9668
3239,AC,0.0245,0.0193,0.9562
3239,CP,0.0188,0.0197,0.9615
3239,wspoissonTest,0.0197,0.0176,0.9627
3239,wspoissonTest_midp,0.0237,0.0214,0.9549
3240,AC,0.022,0.0203,0.9577
3240,CP,0.0181,0.0206,0.9613
3240,wspoissonTest,0.0186,0.0158,0.9656
3240,wspoissonTest_midp,0.0212,0.0207,0.9581
3241,AC,0.0087,0.0097,0.9816
3241,CP,0.0062,0.0101,0.9837
3241,wspoissonTest,0.0063,0.0054,0.9883
3241,wspoissonTest_midp,0.0087,0.0089,0.9824
3242,AC,0.0251,0.0216,0.9533
3242,CP,0.02,0.022,0.958
3242,wspoissonTest,0.0204,0.018,0.9616
3242,wspoissonTest_midp,0.0241,0.0223,0.9536
3243,AC,0.0176,0.0156,0.9668
3243,CP,0.0133,0.0157,0.971
3243,wspoissonTest,0.014,0.0114,0.9746
3243,wspoissonTest_midp,0.0176,0.0145,0.9679
3244,AC,0.0224,0.0211,0.9565
3244,CP,0.0173,0.0216,0.9611
3244,wspoissonTest,0.0179,0.0168,0.9653
3244,wspoissonTest_midp,0.022,0.0216,0.9564
3245,AC,0.0199,0.019,0.9611
3245,CP,0.0159,0.0191,0.965
3245,wspoissonTest,0.0163,0.0142,0.9695
3245,wspoissonTest_midp,0.0199,0.0187,0.9614
3246,AC,0.0163,0.0128,0.9709
3246,CP,0.0106,0.0128,0.9766
3246,wspoissonTest,0.0106,0.0128,0.9766
3246,wspoissonTest_midp,0.0163,0.0128,0.9709
3247,AC,0.0204,0.0159,0.9637
3247,CP,0.0141,0.0159,0.97
3247,wspoissonTest,0.0148,0.0159,0.9693
3247,wspoissonTest_midp,0.0182,0.0207,0.9611
3248,AC,0.0211,0.0206,0.9583
3248,CP,0.0158,0.021,0.9632
3248,wspoissonTest,0.0167,0.014,0.9693
3248,wspoissonTest_midp,0.0203,0.0203,0.9594
3249,AC,0.0211,0.0227,0.9562
3249,CP,0.0162,0.0232,0.9606
3249,wspoissonTest,0.0169,0.0148,0.9683
3249,wspoissonTest_midp,0.0209,0.0198,0.9593
3250,AC,0.0037,0.0045,0.9918
3250,CP,0.0021,0.0043,0.9936
3250,wspoissonTest,0.0024,5e-4,0.9971
3250,wspoissonTest_midp,0.0038,8e-4,0.9954
3251,AC,0.0165,0.0242,0.9593
3251,CP,0.0118,0.0244,0.9638
3251,wspoissonTest,0.0123,0.015,0.9727
3251,wspoissonTest_midp,0.0164,0.0213,0.9623
3252,AC,0.0172,0.0157,0.9671
3252,CP,0.0128,0.0157,0.9715
3252,wspoissonTest,0.0136,0.0051,0.9813
3252,wspoissonTest_midp,0.0204,0.0083,0.9713
3253,AC,0.0181,0.0253,0.9566
3253,CP,0.0136,0.0254,0.961
3253,wspoissonTest,0.0141,0.0153,0.9706
3253,wspoissonTest_midp,0.0181,0.0226,0.9593
3254,AC,0.0187,0.0242,0.9571
3254,CP,0.0152,0.0242,0.9606
3254,wspoissonTest,0.0157,0.0089,0.9754
3254,wspoissonTest_midp,0.0207,0.016,0.9633
3255,AC,0.0137,0.0125,0.9738
3255,CP,0.0137,0.0125,0.9738
3255,wspoissonTest,0.0137,0.0125,0.9738
3255,wspoissonTest_midp,0.0137,0.0206,0.9657
3256,AC,0.0164,0.0165,0.9671
3256,CP,0.0103,0.0184,0.9713
3256,wspoissonTest,0.0111,0.0157,0.9732
3256,wspoissonTest_midp,0.0138,0.0193,0.9669
3257,AC,0.0223,0.0228,0.9549
3257,CP,0.0165,0.0233,0.9602
3257,wspoissonTest,0.0176,0.0155,0.9669
3257,wspoissonTest_midp,0.0218,0.0211,0.9571
3258,AC,0.0197,0.0277,0.9526
3258,CP,0.0148,0.0279,0.9573
3258,wspoissonTest,0.0154,0.0166,0.968
3258,wspoissonTest_midp,0.0195,0.0224,0.9581
3259,AC,0.0056,0.0079,0.9865
3259,CP,0.0049,0.0079,0.9872
3259,wspoissonTest,0.0049,0.0013,0.9938
3259,wspoissonTest_midp,0.0067,0.003,0.9903
3260,AC,0.0185,0.0283,0.9532
3260,CP,0.0137,0.0285,0.9578
3260,wspoissonTest,0.0143,0.0171,0.9686
3260,wspoissonTest_midp,0.0187,0.0226,0.9587
3261,AC,0.0187,0.0197,0.9616
3261,CP,0.0147,0.0197,0.9656
3261,wspoissonTest,0.0152,0.0037,0.9811
3261,wspoissonTest_midp,0.0211,0.0078,0.9711
3262,AC,0.0187,0.0283,0.953
3262,CP,0.0152,0.0284,0.9564
3262,wspoissonTest,0.0155,0.0163,0.9682
3262,wspoissonTest_midp,0.0191,0.0229,0.958
3263,AC,0,0,1
3263,CP,0,0,1
3263,wspoissonTest,0,0,1
3263,wspoissonTest_midp,0,0,1
3264,AC,0.0208,0.019,0.9602
3264,CP,0.0173,0.019,0.9637
3264,wspoissonTest,0.0178,0.0045,0.9777
3264,wspoissonTest_midp,0.0232,0.0085,0.9683
3265,AC,0.0151,0.0132,0.9717
3265,CP,0.0088,0.0132,0.978
3265,wspoissonTest,0.0088,0.0132,0.978
3265,wspoissonTest_midp,0.0151,0.0132,0.9717
3266,AC,0.0177,0.0145,0.9678
3266,CP,0.0123,0.0166,0.9711
3266,wspoissonTest,0.0129,0.0138,0.9733
3266,wspoissonTest_midp,0.016,0.0189,0.9651
3267,AC,0.0202,0.0199,0.9599
3267,CP,0.0144,0.0208,0.9648
3267,wspoissonTest,0.0152,0.0147,0.9701
3267,wspoissonTest_midp,0.0192,0.0203,0.9605
3268,AC,0.0183,0.0237,0.958
3268,CP,0.0139,0.024,0.9621
3268,wspoissonTest,0.0146,0.016,0.9694
3268,wspoissonTest_midp,0.0182,0.0216,0.9602
3269,AC,0.0054,0.0085,0.9861
3269,CP,0.004,0.0085,0.9875
3269,wspoissonTest,0.0041,0.0011,0.9948
3269,wspoissonTest_midp,0.0074,0.0031,0.9895
3270,AC,0.02,0.0255,0.9545
3270,CP,0.014,0.0256,0.9604
3270,wspoissonTest,0.0147,0.0156,0.9697
3270,wspoissonTest_midp,0.0199,0.0218,0.9583
3271,AC,0.0143,0.0169,0.9688
3271,CP,0.0116,0.017,0.9714
3271,wspoissonTest,0.0117,0.0052,0.9831
3271,wspoissonTest_midp,0.0168,0.0093,0.9739
3272,AC,0.02,0.0281,0.9519
3272,CP,0.0146,0.0283,0.9571
3272,wspoissonTest,0.0153,0.0168,0.9679
3272,wspoissonTest_midp,0.0198,0.0239,0.9563
3273,AC,0,0,1
3273,CP,0,0,1
3273,wspoissonTest,0,0,1
3273,wspoissonTest_midp,0,0,1
3274,AC,0.0189,0.023,0.9581
3274,CP,0.0157,0.0231,0.9612
3274,wspoissonTest,0.0162,0.0102,0.9736
3274,wspoissonTest_midp,0.0203,0.0156,0.9641
3275,AC,0.0288,0.0167,0.9545
3275,CP,0.0177,0.0167,0.9656
3275,wspoissonTest,0.0177,0.0167,0.9656
3275,wspoissonTest_midp,0.0177,0.0167,0.9656
3276,AC,0.0196,0.0167,0.9637
3276,CP,0.0126,0.0177,0.9697
3276,wspoissonTest,0.0135,0.0132,0.9733
3276,wspoissonTest_midp,0.0176,0.0197,0.9627
3277,AC,0.0191,0.0259,0.955
3277,CP,0.0126,0.0269,0.9605
3277,wspoissonTest,0.0133,0.0173,0.9694
3277,wspoissonTest_midp,0.0181,0.0241,0.9578
3278,AC,0.0206,0.0297,0.9497
3278,CP,0.0141,0.0303,0.9556
3278,wspoissonTest,0.0156,0.0159,0.9685
3278,wspoissonTest_midp,0.0192,0.0255,0.9553
3279,AC,0,0,1
3279,CP,0,0,1
3279,wspoissonTest,0,0,1
3279,wspoissonTest_midp,0,0,1
3280,AC,0.0188,0.0289,0.9523
3280,CP,0.013,0.0301,0.9569
3280,wspoissonTest,0.0136,0.0156,0.9708
3280,wspoissonTest_midp,0.0181,0.0249,0.957
3281,AC,0.0113,0.0118,0.9769
3281,CP,0.0092,0.0118,0.979
3281,wspoissonTest,0.0097,5e-4,0.9898
3281,wspoissonTest_midp,0.0144,0.001,0.9846
3282,AC,0.0207,0.0271,0.9522
3282,CP,0.0123,0.028,0.9597
3282,wspoissonTest,0.0137,0.016,0.9703
3282,wspoissonTest_midp,0.0195,0.0234,0.9571
3283,AC,0.0173,0.0177,0.965
3283,CP,0.0129,0.0178,0.9693
3283,wspoissonTest,0.0137,5e-4,0.9858
3283,wspoissonTest_midp,0.0209,0.0028,0.9763
3284,AC,0.017,0.0115,0.9715
3284,CP,0.0103,0.0115,0.9782
3284,wspoissonTest,0.0103,0.0115,0.9782
3284,wspoissonTest_midp,0.017,0.0196,0.9634
3285,AC,0.0226,0.0168,0.9606
3285,CP,0.017,0.0181,0.9649
3285,wspoissonTest,0.017,0.0151,0.9679
3285,wspoissonTest_midp,0.0201,0.0198,0.9601
3286,AC,0.0234,0.0197,0.9569
3286,CP,0.0183,0.02,0.9617
3286,wspoissonTest,0.0189,0.0151,0.966
3286,wspoissonTest_midp,0.0226,0.0201,0.9573
3287,AC,0.0203,0.0234,0.9563
3287,CP,0.0135,0.0239,0.9626
3287,wspoissonTest,0.0146,0.0157,0.9697
3287,wspoissonTest_midp,0.0192,0.0219,0.9589
3288,AC,0.0016,0.0028,0.9956
3288,CP,0.0014,0.0028,0.9958
3288,wspoissonTest,0.0015,0,0.9985
3288,wspoissonTest_midp,0.0024,2e-4,0.9974
3289,AC,0.0175,0.0255,0.957
3289,CP,0.0129,0.026,0.9611
3289,wspoissonTest,0.0133,0.0175,0.9692
3289,wspoissonTest_midp,0.0173,0.0225,0.9602
3290,AC,0.015,0.0204,0.9646
3290,CP,0.0123,0.0205,0.9672
3290,wspoissonTest,0.0126,0.0082,0.9792
3290,wspoissonTest_midp,0.016,0.0136,0.9704
3291,AC,0.0214,0.0244,0.9542
3291,CP,0.0161,0.0248,0.9591
3291,wspoissonTest,0.0165,0.0164,0.9671
3291,wspoissonTest_midp,0.0212,0.0227,0.9561
3292,AC,0.0022,0.0022,0.9956
3292,CP,0.0017,0.0022,0.9961
3292,wspoissonTest,0.0017,0,0.9983
3292,wspoissonTest_midp,0.0031,0,0.9969
3293,AC,0.016,0.0216,0.9624
3293,CP,0.013,0.0218,0.9652
3293,wspoissonTest,0.0132,0.0102,0.9766
3293,wspoissonTest_midp,0.0177,0.015,0.9673
3294,AC,0.0172,0.0145,0.9683
3294,CP,0.0172,0.0145,0.9683
3294,wspoissonTest,0.0172,0.0145,0.9683
3294,wspoissonTest_midp,0.0172,0.0145,0.9683
3295,AC,0.0197,0.0173,0.963
3295,CP,0.0146,0.0193,0.9661
3295,wspoissonTest,0.0155,0.0147,0.9698
3295,wspoissonTest_midp,0.0189,0.0207,0.9604
3296,AC,0.0191,0.0221,0.9588
3296,CP,0.0131,0.0226,0.9643
3296,wspoissonTest,0.0137,0.0147,0.9716
3296,wspoissonTest_midp,0.0178,0.0213,0.9609
3297,AC,0.0209,0.0298,0.9493
3297,CP,0.0145,0.0301,0.9554
3297,wspoissonTest,0.0153,0.0185,0.9662
3297,wspoissonTest_midp,0.0203,0.0247,0.955
3298,AC,0.0029,0.0041,0.993
3298,CP,0.0024,0.0041,0.9935
3298,wspoissonTest,0.0025,1e-4,0.9974
3298,wspoissonTest_midp,0.0038,6e-4,0.9956
3299,AC,0.0164,0.03,0.9536
3299,CP,0.0122,0.0303,0.9575
3299,wspoissonTest,0.0127,0.0174,0.9699
3299,wspoissonTest_midp,0.0163,0.0243,0.9594
3300,AC,0.0167,0.0164,0.9669
3300,CP,0.0141,0.0164,0.9695
3300,wspoissonTest,0.0143,0.0014,0.9843
3300,wspoissonTest_midp,0.0204,0.0038,0.9758
3301,AC,0.0192,0.0306,0.9502
3301,CP,0.0133,0.0308,0.9559
3301,wspoissonTest,0.0148,0.0173,0.9679
3301,wspoissonTest_midp,0.0188,0.025,0.9562
3302,AC,0,0,1
3302,CP,0,0,1
3302,wspoissonTest,0,0,1
3302,wspoissonTest_midp,0,0,1
3303,AC,0.0176,0.0208,0.9616
3303,CP,0.0149,0.0208,0.9643
3303,wspoissonTest,0.0154,0.0038,0.9808
3303,wspoissonTest_midp,0.0209,0.0083,0.9708
3304,AC,0.0133,0.0128,0.9739
3304,CP,0.0076,0.0128,0.9796
3304,wspoissonTest,0.0076,0.0128,0.9796
3304,wspoissonTest_midp,0.0133,0.0128,0.9739
3305,AC,0.0186,0.0151,0.9663
3305,CP,0.0142,0.0151,0.9707
3305,wspoissonTest,0.0145,0.0146,0.9709
3305,wspoissonTest_midp,0.0176,0.0167,0.9657
3306,AC,0.021,0.0189,0.9601
3306,CP,0.0177,0.0195,0.9628
3306,wspoissonTest,0.0179,0.0165,0.9656
3306,wspoissonTest_midp,0.0199,0.0203,0.9598
3307,AC,0.02,0.0247,0.9553
3307,CP,0.0163,0.0247,0.959
3307,wspoissonTest,0.0168,0.0187,0.9645
3307,wspoissonTest_midp,0.0196,0.0239,0.9565
3308,AC,0.0051,0.005,0.9899
3308,CP,0.0038,0.005,0.9912
3308,wspoissonTest,0.0039,0.0018,0.9943
3308,wspoissonTest_midp,0.0057,0.0027,0.9916
3309,AC,0.0209,0.0226,0.9565
3309,CP,0.0162,0.0227,0.9611
3309,wspoissonTest,0.0167,0.0178,0.9655
3309,wspoissonTest_midp,0.0208,0.0219,0.9573
3310,AC,0.0151,0.0174,0.9675
3310,CP,0.0116,0.0174,0.971
3310,wspoissonTest,0.0121,0.0091,0.9788
3310,wspoissonTest_midp,0.016,0.013,0.971
3311,AC,0.0214,0.0225,0.9561
3311,CP,0.0167,0.0225,0.9608
3311,wspoissonTest,0.0172,0.0159,0.9669
3311,wspoissonTest_midp,0.021,0.0213,0.9577
3312,AC,0,0,1
3312,CP,0,0,1
3312,wspoissonTest,0,0,1
3312,wspoissonTest_midp,0,0,1
3313,AC,0.0192,0.0219,0.9589
3313,CP,0.0152,0.022,0.9628
3313,wspoissonTest,0.0157,0.013,0.9713
3313,wspoissonTest_midp,0.0192,0.018,0.9628
3314,AC,0.0128,0.0135,0.9737
3314,CP,0.0128,0.0135,0.9737
3314,wspoissonTest,0.0128,0.0135,0.9737
3314,wspoissonTest_midp,0.0128,0.0135,0.9737
3315,AC,0.0199,0.0145,0.9656
3315,CP,0.015,0.0145,0.9705
3315,wspoissonTest,0.0156,0.0143,0.9701
3315,wspoissonTest_midp,0.0186,0.0184,0.963
3316,AC,0.0209,0.0193,0.9598
3316,CP,0.0162,0.0197,0.9641
3316,wspoissonTest,0.017,0.0165,0.9665
3316,wspoissonTest_midp,0.0198,0.021,0.9592
3317,AC,0.0204,0.022,0.9576
3317,CP,0.0161,0.0223,0.9616
3317,wspoissonTest,0.017,0.0165,0.9665
3317,wspoissonTest_midp,0.0203,0.0218,0.9579
3318,AC,0.0017,0.004,0.9943
3318,CP,0.0013,0.004,0.9947
3318,wspoissonTest,0.0013,0.0016,0.9971
3318,wspoissonTest_midp,0.0021,0.0024,0.9955
3319,AC,0.0213,0.0212,0.9575
3319,CP,0.0162,0.0214,0.9624
3319,wspoissonTest,0.0164,0.0171,0.9665
3319,wspoissonTest_midp,0.0207,0.0209,0.9584
3320,AC,0.014,0.0209,0.9651
3320,CP,0.0107,0.0209,0.9684
3320,wspoissonTest,0.011,0.0119,0.9771
3320,wspoissonTest_midp,0.0146,0.0168,0.9686
3321,AC,0.0195,0.0253,0.9552
3321,CP,0.0153,0.0258,0.9589
3321,wspoissonTest,0.0162,0.0195,0.9643
3321,wspoissonTest_midp,0.0191,0.0248,0.9561
3322,AC,0.0185,0.0226,0.9589
3322,CP,0.0148,0.0229,0.9623
3322,wspoissonTest,0.0154,0.0157,0.9689
3322,wspoissonTest_midp,0.0185,0.0199,0.9616
3323,AC,0.0136,0.0085,0.9779
3323,CP,0.0093,0.0085,0.9822
3323,wspoissonTest,0.0093,0.0085,0.9822
3323,wspoissonTest_midp,0.0093,0.0145,0.9762
3324,AC,0.0163,0.0143,0.9694
3324,CP,0.0115,0.0146,0.9739
3324,wspoissonTest,0.0126,0.0127,0.9747
3324,wspoissonTest_midp,0.0148,0.0165,0.9687
3325,AC,0.0214,0.0181,0.9605
3325,CP,0.0171,0.0184,0.9645
3325,wspoissonTest,0.0176,0.0153,0.9671
3325,wspoissonTest_midp,0.0201,0.0195,0.9604
3326,AC,0.0212,0.0227,0.9561
3326,CP,0.0165,0.0232,0.9603
3326,wspoissonTest,0.017,0.0187,0.9643
3326,wspoissonTest_midp,0.021,0.0236,0.9554
3327,AC,0.0064,0.0063,0.9873
3327,CP,0.0045,0.0063,0.9892
3327,wspoissonTest,0.0047,0.0032,0.9921
3327,wspoissonTest_midp,0.0071,0.0051,0.9878
3328,AC,0.0247,0.0231,0.9522
3328,CP,0.0193,0.0235,0.9572
3328,wspoissonTest,0.0202,0.0182,0.9616
3328,wspoissonTest_midp,0.0244,0.0231,0.9525
3329,AC,0.0173,0.0177,0.965
3329,CP,0.0126,0.0177,0.9697
3329,wspoissonTest,0.0134,0.013,0.9736
3329,wspoissonTest_midp,0.0174,0.0164,0.9662
3330,AC,0.0236,0.0217,0.9547
3330,CP,0.0188,0.0218,0.9594
3330,wspoissonTest,0.0193,0.0167,0.964
3330,wspoissonTest_midp,0.0232,0.0218,0.955
3331,AC,0.0176,0.0205,0.9619
3331,CP,0.0147,0.0206,0.9647
3331,wspoissonTest,0.0149,0.0154,0.9697
3331,wspoissonTest_midp,0.0176,0.02,0.9624
3332,AC,0.0099,0.0071,0.983
3332,CP,0.0066,0.0071,0.9863
3332,wspoissonTest,0.0066,0.0071,0.9863
3332,wspoissonTest_midp,0.0066,0.0071,0.9863
3333,AC,0.0172,0.0142,0.9686
3333,CP,0.0126,0.0142,0.9732
3333,wspoissonTest,0.0126,0.0142,0.9732
3333,wspoissonTest_midp,0.0172,0.0175,0.9653
3334,AC,0.0239,0.0171,0.959
3334,CP,0.0187,0.0172,0.9641
3334,wspoissonTest,0.0191,0.0157,0.9652
3334,wspoissonTest_midp,0.0221,0.0195,0.9584
3335,AC,0.0238,0.0214,0.9548
3335,CP,0.0184,0.0216,0.96
3335,wspoissonTest,0.0192,0.019,0.9618
3335,wspoissonTest_midp,0.0227,0.0226,0.9547
3336,AC,0.0083,0.0094,0.9823
3336,CP,0.0065,0.0094,0.9841
3336,wspoissonTest,0.007,0.0074,0.9856
3336,wspoissonTest_midp,0.0083,0.0091,0.9826
3337,AC,0.0223,0.02,0.9577
3337,CP,0.0184,0.02,0.9616
3337,wspoissonTest,0.0192,0.0176,0.9632
3337,wspoissonTest_midp,0.0219,0.0204,0.9577
3338,AC,0.0171,0.0162,0.9667
3338,CP,0.0148,0.0164,0.9688
3338,wspoissonTest,0.0152,0.0127,0.9721
3338,wspoissonTest_midp,0.0171,0.016,0.9669
3339,AC,0.0239,0.0213,0.9548
3339,CP,0.0193,0.0215,0.9592
3339,wspoissonTest,0.02,0.0182,0.9618
3339,wspoissonTest_midp,0.0229,0.0218,0.9553
3340,AC,0.0203,0.0206,0.9591
3340,CP,0.0163,0.0207,0.963
3340,wspoissonTest,0.0168,0.0165,0.9667
3340,wspoissonTest_midp,0.0199,0.0206,0.9595
3341,AC,0.0147,0.0086,0.9767
3341,CP,0.0095,0.0086,0.9819
3341,wspoissonTest,0.0095,0.0086,0.9819
3341,wspoissonTest_midp,0.0095,0.0145,0.976
3342,AC,0.0204,0.0152,0.9644
3342,CP,0.0147,0.0161,0.9692
3342,wspoissonTest,0.0156,0.0141,0.9703
3342,wspoissonTest_midp,0.019,0.0182,0.9628
3343,AC,0.0209,0.0184,0.9607
3343,CP,0.0169,0.0187,0.9644
3343,wspoissonTest,0.0177,0.015,0.9673
3343,wspoissonTest_midp,0.0204,0.0189,0.9607
3344,AC,0.02,0.023,0.957
3344,CP,0.0162,0.0231,0.9607
3344,wspoissonTest,0.0164,0.0162,0.9674
3344,wspoissonTest_midp,0.02,0.0217,0.9583
3345,AC,0.0084,0.0092,0.9824
3345,CP,0.0066,0.0093,0.9841
3345,wspoissonTest,0.0068,0.0044,0.9888
3345,wspoissonTest_midp,0.0094,0.0067,0.9839
