design,method,lower_error_freq,upper_error_freq,coverage
6684,wspoissonTest,0.0149,0.0049,0.9802
6684,wspoissonTest_midp,0.0209,0.0104,0.9687
6685,AC,0.0208,0.0232,0.956
6685,CP,0.0177,0.0232,0.9591
6685,wspoissonTest,0.0181,0.0057,0.9762
6685,wspoissonTest_midp,0.0229,0.012,0.9651
6686,AC,0.0154,0.0147,0.9699
6686,CP,0.0136,0.0147,0.9717
6686,wspoissonTest,0.014,2e-4,0.9858
6686,wspoissonTest_midp,0.0203,0.0011,0.9786
6687,AC,0.0187,0.0235,0.9578
6687,CP,0.0153,0.0235,0.9612
6687,wspoissonTest,0.0157,0.0054,0.9789
6687,wspoissonTest_midp,0.0217,0.01,0.9683
6688,AC,0.006,0.0054,0.9886
6688,CP,0.0042,0.0055,0.9903
6688,wspoissonTest,0.0045,0.0027,0.9928
6688,wspoissonTest_midp,0.0061,0.0044,0.9895
6689,AC,0.0144,0.0121,0.9735
6689,CP,0.0106,0.0123,0.9771
6689,wspoissonTest,0.0111,0.0056,0.9833
6689,wspoissonTest_midp,0.0151,0.0092,0.9757
6690,AC,0.0193,0.0144,0.9663
6690,CP,0.0144,0.0146,0.971
6690,wspoissonTest,0.015,0.0078,0.9772
6690,wspoissonTest_midp,0.0202,0.011,0.9688
6691,AC,0.0018,0.0052,0.993
6691,CP,0.0014,0.0052,0.9934
6691,wspoissonTest,0.0015,9e-4,0.9976
6691,wspoissonTest_midp,0.0025,0.0022,0.9953
6692,AC,0.0203,0.0194,0.9603
6692,CP,0.017,0.0194,0.9636
6692,wspoissonTest,0.0172,0.0079,0.9749
6692,wspoissonTest_midp,0.0223,0.0127,0.965
6693,AC,0.0123,0.0188,0.9689
6693,CP,0.0097,0.0188,0.9715
6693,wspoissonTest,0.0101,0.0037,0.9862
6693,wspoissonTest_midp,0.0145,0.0079,0.9776
6694,AC,0.0225,0.0231,0.9544
6694,CP,0.0196,0.0231,0.9573
6694,wspoissonTest,0.02,0.0074,0.9726
6694,wspoissonTest_midp,0.0248,0.0125,0.9627
6695,AC,0.002,0.002,0.996
6695,CP,0.0017,0.002,0.9963
6695,wspoissonTest,0.0017,0,0.9983
6695,wspoissonTest_midp,0.0027,0,0.9973
6696,AC,0.0186,0.0214,0.96
6696,CP,0.0148,0.0214,0.9638
6696,wspoissonTest,0.0154,0.0052,0.9794
6696,wspoissonTest_midp,0.0222,0.0103,0.9675
6697,AC,0.019,0.0252,0.9558
6697,CP,0.0156,0.0252,0.9592
6697,wspoissonTest,0.0161,0.0057,0.9782
6697,wspoissonTest_midp,0.0212,0.0125,0.9663
6698,AC,0.0143,0.0157,0.97
6698,CP,0.0127,0.0157,0.9716
6698,wspoissonTest,0.0129,5e-4,0.9866
6698,wspoissonTest_midp,0.0187,0.0013,0.98
6699,AC,0.0192,0.0236,0.9572
6699,CP,0.0159,0.0236,0.9605
6699,wspoissonTest,0.0164,0.0062,0.9774
6699,wspoissonTest_midp,0.0214,0.011,0.9676
6700,AC,0.0046,0.0063,0.9891
6700,CP,0.0039,0.0064,0.9897
6700,wspoissonTest,0.004,0.0023,0.9937
6700,wspoissonTest_midp,0.0051,0.0047,0.9902
6701,AC,0.0165,0.0119,0.9716
6701,CP,0.0127,0.0121,0.9752
6701,wspoissonTest,0.0132,0.0053,0.9815
6701,wspoissonTest_midp,0.0178,0.0078,0.9744
6702,AC,0.0193,0.0174,0.9633
6702,CP,0.015,0.0176,0.9674
6702,wspoissonTest,0.0155,0.0056,0.9789
6702,wspoissonTest_midp,0.0215,0.0112,0.9673
6703,AC,0.0015,0.0041,0.9944
6703,CP,0.0012,0.0041,0.9947
6703,wspoissonTest,0.0012,2e-4,0.9986
6703,wspoissonTest_midp,0.0025,4e-4,0.9971
6704,AC,0.0177,0.0233,0.959
6704,CP,0.0132,0.0234,0.9634
6704,wspoissonTest,0.0141,0.0046,0.9813
6704,wspoissonTest_midp,0.0213,0.0105,0.9682
6705,AC,0.0125,0.0145,0.973
6705,CP,0.0097,0.0145,0.9758
6705,wspoissonTest,0.01,0.0018,0.9882
6705,wspoissonTest_midp,0.0154,0.0044,0.9802
6706,AC,0.021,0.0245,0.9545
6706,CP,0.0174,0.0245,0.9581
6706,wspoissonTest,0.0177,0.0053,0.977
6706,wspoissonTest_midp,0.0243,0.0098,0.9659
6707,AC,0.0015,0.0028,0.9957
6707,CP,0.0015,0.0027,0.9958
6707,wspoissonTest,0.0015,0,0.9985
6707,wspoissonTest_midp,0.0015,0,0.9985
6708,AC,0.0168,0.0246,0.9586
6708,CP,0.0139,0.0246,0.9615
6708,wspoissonTest,0.014,0.0038,0.9822
6708,wspoissonTest_midp,0.0185,0.0087,0.9728
6709,AC,0.0219,0.0238,0.9543
6709,CP,0.0191,0.0238,0.9571
6709,wspoissonTest,0.0194,0.0043,0.9763
6709,wspoissonTest_midp,0.0244,0.0099,0.9657
6710,AC,0.0156,0.0156,0.9688
6710,CP,0.0141,0.0156,0.9703
6710,wspoissonTest,0.0141,1e-4,0.9858
6710,wspoissonTest_midp,0.0193,2e-4,0.9805
6711,AC,0.0214,0.0229,0.9557
6711,CP,0.0178,0.0229,0.9593
6711,wspoissonTest,0.0181,0.0039,0.978
6711,wspoissonTest_midp,0.0251,0.0085,0.9664
6712,AC,0.0069,0.005,0.9881
6712,CP,0.0043,0.005,0.9907
6712,wspoissonTest,0.0044,0.0014,0.9942
6712,wspoissonTest_midp,0.0072,0.0036,0.9892
6713,AC,0.0155,0.0127,0.9718
6713,CP,0.0112,0.0128,0.976
6713,wspoissonTest,0.0116,0.0048,0.9836
6713,wspoissonTest_midp,0.0168,0.008,0.9752
6714,AC,0.0178,0.0169,0.9653
6714,CP,0.0139,0.0169,0.9692
6714,wspoissonTest,0.0145,0.0054,0.9801
6714,wspoissonTest_midp,0.0197,0.008,0.9723
6715,AC,0.0023,0.0036,0.9941
6715,CP,0.0016,0.0036,0.9948
6715,wspoissonTest,0.0016,0,0.9984
6715,wspoissonTest_midp,0.0029,3e-4,0.9968
6716,AC,0.0199,0.0223,0.9578
6716,CP,0.0162,0.0224,0.9614
6716,wspoissonTest,0.0166,0.0043,0.9791
6716,wspoissonTest_midp,0.0229,0.0096,0.9675
6717,AC,0.0124,0.0171,0.9705
6717,CP,0.0098,0.0171,0.9731
6717,wspoissonTest,0.0099,0.0018,0.9883
6717,wspoissonTest_midp,0.0152,0.0049,0.9799
6718,AC,0.0221,0.0256,0.9523
6718,CP,0.018,0.0256,0.9564
6718,wspoissonTest,0.0186,0.0047,0.9767
6718,wspoissonTest_midp,0.0252,0.0094,0.9654
6719,AC,0.0018,0.0016,0.9966
6719,CP,0.0017,0.0016,0.9967
6719,wspoissonTest,0.0017,0,0.9983
6719,wspoissonTest_midp,0.0017,0,0.9983
6720,AC,0.019,0.0215,0.9595
6720,CP,0.0156,0.0215,0.9629
6720,wspoissonTest,0.016,0.0023,0.9817
6720,wspoissonTest_midp,0.0217,0.0061,0.9722
6721,AC,0.0171,0.0236,0.9593
6721,CP,0.0146,0.0236,0.9618
6721,wspoissonTest,0.0146,0.0029,0.9825
6721,wspoissonTest_midp,0.0213,0.0081,0.9706
6722,AC,0.016,0.0163,0.9677
6722,CP,0.0139,0.0161,0.97
6722,wspoissonTest,0.0141,0,0.9859
6722,wspoissonTest_midp,0.0194,2e-4,0.9804
6723,AC,0.0207,0.0203,0.959
6723,CP,0.0171,0.0204,0.9625
6723,wspoissonTest,0.0177,0.0034,0.9789
6723,wspoissonTest_midp,0.0235,0.0075,0.969
6724,AC,0.0061,0.0073,0.9866
6724,CP,0.0041,0.0074,0.9885
6724,wspoissonTest,0.0043,0.004,0.9917
6724,wspoissonTest_midp,0.0061,0.0067,0.9872
6725,AC,0.013,0.0145,0.9725
6725,CP,0.0096,0.0146,0.9758
6725,wspoissonTest,0.01,0.0073,0.9827
6725,wspoissonTest_midp,0.0137,0.0113,0.975
6726,AC,0.0191,0.0173,0.9636
6726,CP,0.0158,0.0173,0.9669
6726,wspoissonTest,0.0163,0.0071,0.9766
6726,wspoissonTest_midp,0.02,0.0112,0.9688
6727,AC,0.0026,0.0035,0.9939
6727,CP,0.0017,0.0035,0.9948
6727,wspoissonTest,0.0018,2e-4,0.998
6727,wspoissonTest_midp,0.003,0.0012,0.9958
6728,AC,0.0182,0.0205,0.9613
6728,CP,0.0147,0.0205,0.9648
6728,wspoissonTest,0.0151,0.0068,0.9781
6728,wspoissonTest_midp,0.0193,0.0125,0.9682
6729,AC,0.0115,0.0146,0.9739
6729,CP,0.0088,0.0146,0.9766
6729,wspoissonTest,0.0089,0.0042,0.9869
6729,wspoissonTest_midp,0.0134,0.0066,0.98
6730,AC,0.0203,0.0245,0.9552
6730,CP,0.0162,0.0245,0.9593
6730,wspoissonTest,0.0169,0.0079,0.9752
6730,wspoissonTest_midp,0.0232,0.012,0.9648
6731,AC,0.0012,0.0016,0.9972
6731,CP,8e-4,0.0016,0.9976
6731,wspoissonTest,8e-4,0,0.9992
6731,wspoissonTest_midp,0.0016,0,0.9984
6732,AC,0.0174,0.0218,0.9608
6732,CP,0.0143,0.0219,0.9638
6732,wspoissonTest,0.0146,0.0051,0.9803
6732,wspoissonTest_midp,0.0201,0.0104,0.9695
6733,AC,0.0204,0.0242,0.9554
6733,CP,0.0172,0.0244,0.9584
6733,wspoissonTest,0.0182,0.0076,0.9742
6733,wspoissonTest_midp,0.0236,0.0119,0.9645
6734,AC,0.0179,0.0145,0.9676
6734,CP,0.0159,0.0144,0.9697
6734,wspoissonTest,0.0162,0,0.9838
6734,wspoissonTest_midp,0.0229,5e-4,0.9766
6735,AC,0.0202,0.0249,0.9549
6735,CP,0.016,0.0249,0.9591
6735,wspoissonTest,0.0164,0.0068,0.9768
6735,wspoissonTest_midp,0.0226,0.0123,0.9651
6736,AC,0.0054,0.0063,0.9883
6736,CP,0.0035,0.0065,0.99
6736,wspoissonTest,0.0037,0.0018,0.9945
6736,wspoissonTest_midp,0.0059,0.0043,0.9898
6737,AC,0.0133,0.014,0.9727
6737,CP,0.0091,0.0143,0.9766
6737,wspoissonTest,0.0094,0.0041,0.9865
6737,wspoissonTest_midp,0.0143,0.0089,0.9768
6738,AC,0.0199,0.0167,0.9634
6738,CP,0.0162,0.0167,0.9671
6738,wspoissonTest,0.0166,0.005,0.9784
6738,wspoissonTest_midp,0.0216,0.0088,0.9696
6739,AC,0.0014,0.0039,0.9947
6739,CP,0.0011,0.0039,0.995
6739,wspoissonTest,0.0012,3e-4,0.9985
6739,wspoissonTest_midp,0.0019,6e-4,0.9975
6740,AC,0.0191,0.0221,0.9588
6740,CP,0.016,0.0222,0.9618
6740,wspoissonTest,0.0167,0.0055,0.9778
6740,wspoissonTest_midp,0.0215,0.0098,0.9687
6741,AC,0.0123,0.0178,0.9699
6741,CP,0.0101,0.0178,0.9721
6741,wspoissonTest,0.0101,0.0019,0.988
6741,wspoissonTest_midp,0.015,0.0056,0.9794
6742,AC,0.021,0.0252,0.9538
6742,CP,0.0168,0.0253,0.9579
6742,wspoissonTest,0.0172,0.0048,0.978
6742,wspoissonTest_midp,0.0246,0.0097,0.9657
6743,AC,0.0016,0.001,0.9974
6743,CP,0.0016,0.001,0.9974
6743,wspoissonTest,0.0016,0,0.9984
6743,wspoissonTest_midp,0.0016,0,0.9984
6744,AC,0.0195,0.021,0.9595
6744,CP,0.0163,0.021,0.9627
6744,wspoissonTest,0.0168,0.0026,0.9806
6744,wspoissonTest_midp,0.0224,0.0073,0.9703
6745,AC,0.0198,0.0255,0.9547
6745,CP,0.016,0.0255,0.9585
6745,wspoissonTest,0.0165,0.0043,0.9792
6745,wspoissonTest_midp,0.0231,0.009,0.9679
6746,AC,0.0141,0.0162,0.9697
6746,CP,0.0123,0.0162,0.9715
6746,wspoissonTest,0.0125,1e-4,0.98740000000000006
6746,wspoissonTest_midp,0.0169,3e-4,0.9828
6747,AC,0.0186,0.0281,0.9533
6747,CP,0.0155,0.0281,0.9564
6747,wspoissonTest,0.0157,0.0041,0.9802
6747,wspoissonTest_midp,0.0227,0.0102,0.9671
6748,AC,0.0071,0.0064,0.9865
6748,CP,0.0044,0.0065,0.9891
6748,wspoissonTest,0.0048,0.0044,0.9908
6748,wspoissonTest_midp,0.0066,0.0063,0.9871
6749,AC,0.0145,0.0151,0.9704
6749,CP,0.0111,0.0151,0.9738
6749,wspoissonTest,0.0111,0.0086,0.9803
6749,wspoissonTest_midp,0.015,0.0121,0.9729
6750,AC,0.0179,0.018,0.9641
6750,CP,0.0139,0.0187,0.9674
6750,wspoissonTest,0.0145,0.0108,0.9747
6750,wspoissonTest_midp,0.0189,0.0157,0.9654
6751,AC,0.0022,0.0053,0.9925
6751,CP,0.0015,0.0053,0.9932
6751,wspoissonTest,0.0015,9e-4,0.9976
6751,wspoissonTest_midp,0.0028,0.0021,0.9951
6752,AC,0.0192,0.0212,0.9596
6752,CP,0.0148,0.0212,0.964
6752,wspoissonTest,0.0152,0.0094,0.9754
6752,wspoissonTest_midp,0.021,0.0145,0.9645
6753,AC,0.0143,0.0189,0.9668
6753,CP,0.0114,0.0189,0.9697
6753,wspoissonTest,0.012,0.0058,0.9822
6753,wspoissonTest_midp,0.016,0.0104,0.9736
6754,AC,0.0206,0.0245,0.9549
6754,CP,0.016,0.0245,0.9595
6754,wspoissonTest,0.0167,0.0097,0.9736
6754,wspoissonTest_midp,0.0221,0.0153,0.9626
6755,AC,0.0013,0.0013,0.9974
6755,CP,0.0012,0.0012,0.9976
6755,wspoissonTest,0.0012,0,0.9988
6755,wspoissonTest_midp,0.0017,0,0.9983
6756,AC,0.0163,0.0228,0.9609
6756,CP,0.0131,0.0228,0.9641
6756,wspoissonTest,0.0133,0.0077,0.979
6756,wspoissonTest_midp,0.0189,0.0138,0.9673
6757,AC,0.0203,0.0236,0.9561
6757,CP,0.016,0.0236,0.9604
6757,wspoissonTest,0.0164,0.009,0.9746
6757,wspoissonTest_midp,0.0229,0.0135,0.9636
6758,AC,0.0171,0.0154,0.9675
6758,CP,0.0156,0.0154,0.969
6758,wspoissonTest,0.0157,5e-4,0.9838
6758,wspoissonTest_midp,0.0216,0.0012,0.9772
6759,AC,0.0163,0.0245,0.9592
6759,CP,0.0127,0.0246,0.9627
6759,wspoissonTest,0.0135,0.0085,0.978
6759,wspoissonTest_midp,0.0187,0.0137,0.9676
6760,AC,0.0072,0.0064,0.9864
6760,CP,0.0049,0.0064,0.9887
6760,wspoissonTest,0.0054,0.0036,0.991
6760,wspoissonTest_midp,0.0073,0.0056,0.9871
6761,AC,0.0135,0.0131,0.9734
6761,CP,0.0101,0.0135,0.9764
6761,wspoissonTest,0.0106,0.0046,0.9848
6761,wspoissonTest_midp,0.0145,0.0087,0.9768
6762,AC,0.0203,0.017,0.9627
6762,CP,0.0162,0.0172,0.9666
6762,wspoissonTest,0.0168,0.0049,0.9783
6762,wspoissonTest_midp,0.0218,0.01,0.9682
6763,AC,0.0012,0.0029,0.9959
6763,CP,9e-4,0.0029,0.9962
6763,wspoissonTest,0.001,0,0.999
6763,wspoissonTest_midp,0.002,7e-4,0.9973
6764,AC,0.0178,0.0209,0.9613
6764,CP,0.0136,0.0209,0.9655
6764,wspoissonTest,0.0142,0.0056,0.9802
6764,wspoissonTest_midp,0.0209,0.0099,0.9692
6765,AC,0.0113,0.0148,0.9739
6765,CP,0.0094,0.0148,0.9758
6765,wspoissonTest,0.0098,0.0021,0.9881
6765,wspoissonTest_midp,0.014,0.0054,0.9806
6766,AC,0.0193,0.0257,0.955
6766,CP,0.0153,0.0258,0.9589
6766,wspoissonTest,0.0155,0.0059,0.9786
6766,wspoissonTest_midp,0.0221,0.0117,0.9662
6767,AC,8e-4,0.0012,0.998
6767,CP,7e-4,0.0012,0.9981
6767,wspoissonTest,7e-4,0,0.9993
6767,wspoissonTest_midp,8e-4,0,0.9992
6768,AC,0.0168,0.0213,0.9619
6768,CP,0.0137,0.0213,0.965
6768,wspoissonTest,0.014,0.0035,0.9825
6768,wspoissonTest_midp,0.0203,0.0081,0.9716
6769,AC,0.0226,0.0249,0.9525
6769,CP,0.0191,0.025,0.9559
6769,wspoissonTest,0.0192,0.0067,0.9741
6769,wspoissonTest_midp,0.0261,0.0117,0.9622
6770,AC,0.0163,0.015,0.9687
6770,CP,0.015,0.015,0.97
6770,wspoissonTest,0.015,0,0.985
6770,wspoissonTest_midp,0.0207,3e-4,0.979
6771,AC,0.02,0.0232,0.9568
6771,CP,0.0156,0.0232,0.9612
6771,wspoissonTest,0.0161,0.0047,0.9792
6771,wspoissonTest_midp,0.0238,0.0089,0.9673
6772,AC,0.0058,0.005,0.9892
6772,CP,0.0043,0.0052,0.9905
6772,wspoissonTest,0.0043,0.0028,0.9929
6772,wspoissonTest_midp,0.0056,0.0049,0.9895
6773,AC,0.0154,0.0135,0.9711
6773,CP,0.0116,0.0136,0.9748
6773,wspoissonTest,0.0116,0.0067,0.9817
6773,wspoissonTest_midp,0.0157,0.0101,0.9742
6774,AC,0.0182,0.0183,0.9635
6774,CP,0.0136,0.0184,0.968
6774,wspoissonTest,0.014,0.0088,0.9772
6774,wspoissonTest_midp,0.0198,0.0142,0.966
6775,AC,0.0023,0.0044,0.9933
6775,CP,0.0014,0.0044,0.9942
6775,wspoissonTest,0.0015,6e-4,0.9979
6775,wspoissonTest_midp,0.0028,0.0019,0.9953
6776,AC,0.0217,0.0206,0.9577
6776,CP,0.017,0.0207,0.9623
6776,wspoissonTest,0.0179,0.0099,0.9722
6776,wspoissonTest_midp,0.0243,0.0151,0.9606
6777,AC,0.0121,0.017,0.9709
6777,CP,0.0094,0.017,0.9736
6777,wspoissonTest,0.0098,0.0043,0.9859
6777,wspoissonTest_midp,0.0132,0.0081,0.9787
6778,AC,0.0193,0.0242,0.9565
6778,CP,0.0167,0.0242,0.9591
6778,wspoissonTest,0.0169,0.0094,0.9737
6778,wspoissonTest_midp,0.021,0.0134,0.9656
6779,AC,5e-4,7e-4,0.9988
6779,CP,4e-4,7e-4,0.9989
6779,wspoissonTest,4e-4,0,0.9996
6779,wspoissonTest_midp,8e-4,0,0.9992
6780,AC,0.0168,0.0235,0.9597
6780,CP,0.0128,0.0235,0.9637
6780,wspoissonTest,0.0135,0.0074,0.9791
6780,wspoissonTest_midp,0.0192,0.0133,0.9675
6781,AC,0.0206,0.0244,0.955
6781,CP,0.0166,0.0244,0.959
6781,wspoissonTest,0.0168,0.0087,0.9745
6781,wspoissonTest_midp,0.0231,0.0151,0.9618
6782,AC,0.0119,0.0156,0.9725
6782,CP,0.01,0.0155,0.9745
6782,wspoissonTest,0.0104,2e-4,0.9894
6782,wspoissonTest_midp,0.0151,9e-4,0.984
6783,AC,0.0178,0.0225,0.9597
6783,CP,0.0148,0.0226,0.9626
6783,wspoissonTest,0.0152,0.0069,0.9779
6783,wspoissonTest_midp,0.0207,0.0135,0.9658
6784,AC,0.0071,0.0072,0.9857
6784,CP,0.005,0.0074,0.9876
6784,wspoissonTest,0.0051,0.0031,0.9918
6784,wspoissonTest_midp,0.0072,0.0059,0.9869
6785,AC,0.0132,0.0142,0.9726
6785,CP,0.0088,0.0144,0.9768
6785,wspoissonTest,0.0095,0.0058,0.9847
6785,wspoissonTest_midp,0.014,0.0105,0.9755
6786,AC,0.0188,0.0167,0.9645
6786,CP,0.0153,0.0171,0.9676
6786,wspoissonTest,0.0156,0.0056,0.9788
6786,wspoissonTest_midp,0.0197,0.0098,0.9705
6787,AC,0.0013,0.0037,0.995
6787,CP,8e-4,0.0037,0.9955
6787,wspoissonTest,0.001,7e-4,0.9983
6787,wspoissonTest_midp,0.0019,0.0012,0.9969
6788,AC,0.0195,0.0228,0.9577
6788,CP,0.0146,0.0228,0.9626
6788,wspoissonTest,0.0154,0.0078,0.9768
6788,wspoissonTest_midp,0.0222,0.0126,0.9652
6789,AC,0.0114,0.0176,0.971
6789,CP,0.0091,0.0176,0.9733
6789,wspoissonTest,0.0096,0.0031,0.9873
6789,wspoissonTest_midp,0.014,0.0061,0.9799
6790,AC,0.02,0.0254,0.9546
6790,CP,0.0169,0.0255,0.9576
6790,wspoissonTest,0.0171,0.0055,0.9774
6790,wspoissonTest_midp,0.024,0.0116,0.9644
6791,AC,6e-4,0.0016,0.9978
6791,CP,6e-4,0.0016,0.9978
6791,wspoissonTest,6e-4,0,0.9994
6791,wspoissonTest_midp,6e-4,0,0.9994
6792,AC,0.0183,0.0218,0.9599
6792,CP,0.0153,0.0218,0.9629
6792,wspoissonTest,0.0155,0.0034,0.9811
6792,wspoissonTest_midp,0.021,0.0083,0.9707
6793,AC,0.0195,0.0277,0.9528
6793,CP,0.0164,0.0277,0.9559
6793,wspoissonTest,0.0168,0.0053,0.9779
6793,wspoissonTest_midp,0.0224,0.0124,0.9652
6794,AC,0.0163,0.0155,0.9682
6794,CP,0.0148,0.0155,0.9697
6794,wspoissonTest,0.015,0,0.985
6794,wspoissonTest_midp,0.02,5e-4,0.9795
6795,AC,0.0191,0.0222,0.9587
6795,CP,0.0156,0.0222,0.9622
6795,wspoissonTest,0.0159,0.0042,0.9799
6795,wspoissonTest_midp,0.0226,0.0086,0.9688
6796,AC,0.0064,0.0072,0.9864
6796,CP,0.005,0.0072,0.9878
6796,wspoissonTest,0.0051,0.004,0.9909
6796,wspoissonTest_midp,0.0064,0.0071,0.9865
6797,AC,0.0147,0.0124,0.9729
6797,CP,0.0116,0.0127,0.9757
6797,wspoissonTest,0.0122,0.0071,0.9807
6797,wspoissonTest_midp,0.0149,0.0102,0.9749
6798,AC,0.0186,0.0176,0.9638
6798,CP,0.014,0.0179,0.9681
6798,wspoissonTest,0.0146,0.0088,0.9766
6798,wspoissonTest_midp,0.0198,0.0132,0.967
6799,AC,0.0014,0.0041,0.9945
6799,CP,0.0012,0.0041,0.9947
6799,wspoissonTest,0.0012,6e-4,0.9982
6799,wspoissonTest_midp,0.0022,0.0013,0.9965
6800,AC,0.0218,0.0198,0.9584
6800,CP,0.017,0.02,0.963
6800,wspoissonTest,0.0175,0.0074,0.9751
6800,wspoissonTest_midp,0.0239,0.0132,0.9629
6801,AC,0.0123,0.0167,0.971
6801,CP,0.0094,0.0167,0.9739
6801,wspoissonTest,0.0094,0.0044,0.9862
6801,wspoissonTest_midp,0.0134,0.0076,0.979
6802,AC,0.0202,0.0231,0.9567
6802,CP,0.0164,0.0231,0.9605
6802,wspoissonTest,0.0169,0.0073,0.9758
6802,wspoissonTest_midp,0.0223,0.0132,0.9645
6803,AC,4e-4,0.0011,0.9985
6803,CP,3e-4,0.0011,0.9986
6803,wspoissonTest,4e-4,0,0.9996
6803,wspoissonTest_midp,6e-4,0,0.9994
6804,AC,0.0169,0.021,0.9621
6804,CP,0.0138,0.021,0.9652
6804,wspoissonTest,0.0141,0.0073,0.9786
6804,wspoissonTest_midp,0.0194,0.0125,0.9681
6805,AC,0.0206,0.0259,0.9535
6805,CP,0.0158,0.026,0.9582
6805,wspoissonTest,0.0167,0.008,0.9753
6805,wspoissonTest_midp,0.023,0.0123,0.9647
6806,AC,0.0153,0.0158,0.9689
6806,CP,0.0138,0.0158,0.9704
6806,wspoissonTest,0.014,5e-4,0.9855
6806,wspoissonTest_midp,0.0195,0.0022,0.9783
6807,AC,0.0191,0.0249,0.956
6807,CP,0.0165,0.0249,0.9586
6807,wspoissonTest,0.0167,0.0082,0.9751
6807,wspoissonTest_midp,0.0225,0.0131,0.9644
6808,AC,0.0062,0.005,0.9888
6808,CP,0.0043,0.0052,0.9905
6808,wspoissonTest,0.0045,0.0028,0.9927
6808,wspoissonTest_midp,0.0063,0.0041,0.9896
6809,AC,0.0137,0.0141,0.9722
6809,CP,0.0103,0.0142,0.9755
6809,wspoissonTest,0.0106,0.006,0.9834
6809,wspoissonTest_midp,0.0142,0.0115,0.9743
6810,AC,0.0178,0.0171,0.9651
6810,CP,0.0135,0.0172,0.9693
6810,wspoissonTest,0.0136,0.0067,0.9797
6810,wspoissonTest_midp,0.0187,0.0115,0.9698
6811,AC,0.0013,0.0042,0.9945
6811,CP,8e-4,0.0042,0.995
6811,wspoissonTest,8e-4,4e-4,0.9988
6811,wspoissonTest_midp,0.002,9e-4,0.9971
6812,AC,0.0214,0.0221,0.9565
6812,CP,0.0167,0.0221,0.9612
6812,wspoissonTest,0.0172,0.009,0.9738
6812,wspoissonTest_midp,0.0249,0.0144,0.9607
6813,AC,0.0135,0.0178,0.9687
6813,CP,0.0094,0.0178,0.9728
6813,wspoissonTest,0.0098,0.0036,0.9866
6813,wspoissonTest_midp,0.0165,0.0068,0.9767
6814,AC,0.0197,0.0235,0.9568
6814,CP,0.0158,0.0235,0.9607
6814,wspoissonTest,0.016,0.0072,0.9768
6814,wspoissonTest_midp,0.0228,0.0131,0.9641
6815,AC,6e-4,9e-4,0.9985
6815,CP,6e-4,9e-4,0.9985
6815,wspoissonTest,6e-4,0,0.9994
6815,wspoissonTest_midp,7e-4,0,0.9993
6816,AC,0.0175,0.0213,0.9612
6816,CP,0.0147,0.0213,0.964
6816,wspoissonTest,0.015,0.0059,0.9791
6816,wspoissonTest_midp,0.0213,0.0115,0.9672
6817,AC,0.0228,0.0239,0.9533
6817,CP,0.019,0.024,0.957
6817,wspoissonTest,0.0191,0.006,0.9749
6817,wspoissonTest_midp,0.0252,0.0116,0.9632
6818,AC,0.0138,0.0154,0.9708
6818,CP,0.0125,0.0152,0.9723
6818,wspoissonTest,0.0127,0,0.9873
6818,wspoissonTest_midp,0.0184,9e-4,0.9807
6819,AC,0.0208,0.023,0.9562
6819,CP,0.0174,0.0229,0.9597
6819,wspoissonTest,0.0179,0.0079,0.9742
6819,wspoissonTest_midp,0.0237,0.0124,0.9639
6820,AC,0.0063,0.0069,0.9868
6820,CP,0.004,0.0072,0.9888
6820,wspoissonTest,0.0043,0.0038,0.9919
6820,wspoissonTest_midp,0.0063,0.0067,0.987
6821,AC,0.0147,0.0147,0.9706
6821,CP,0.0112,0.0147,0.9741
6821,wspoissonTest,0.0114,0.0078,0.9808
6821,wspoissonTest_midp,0.0148,0.0123,0.9729
6822,AC,0.0189,0.0171,0.964
6822,CP,0.0152,0.0172,0.9676
6822,wspoissonTest,0.0156,0.0088,0.9756
6822,wspoissonTest_midp,0.0196,0.0129,0.9675
6823,AC,0.0024,0.003,0.9946
6823,CP,0.0017,0.003,0.9953
6823,wspoissonTest,0.002,4e-4,0.9976
6823,wspoissonTest_midp,0.0029,8e-4,0.9963
6824,AC,0.0224,0.0222,0.9554
6824,CP,0.0166,0.0223,0.9611
6824,wspoissonTest,0.017,0.0085,0.9745
6824,wspoissonTest_midp,0.0238,0.0136,0.9626
6825,AC,0.0131,0.0158,0.9711
6825,CP,0.0099,0.0158,0.9743
6825,wspoissonTest,0.0101,0.0045,0.9854
6825,wspoissonTest_midp,0.0147,0.008,0.9773
6826,AC,0.0236,0.0215,0.9549
6826,CP,0.0203,0.0215,0.9582
6826,wspoissonTest,0.0208,0.0063,0.9729
6826,wspoissonTest_midp,0.0254,0.0115,0.9631
6827,AC,4e-4,3e-4,0.9993
6827,CP,4e-4,3e-4,0.9993
6827,wspoissonTest,4e-4,0,0.9996
6827,wspoissonTest_midp,5e-4,0,0.9995
6828,AC,0.0176,0.0232,0.9592
6828,CP,0.014,0.0232,0.9628
6828,wspoissonTest,0.0143,0.0074,0.9783
6828,wspoissonTest_midp,0.0192,0.0128,0.968
6829,AC,0.0213,0.0243,0.9544
6829,CP,0.018,0.0244,0.9576
6829,wspoissonTest,0.0183,0.0067,0.975
6829,wspoissonTest_midp,0.0238,0.0136,0.9626
6830,AC,0.0131,0.0151,0.9718
6830,CP,0.0122,0.0148,0.973
6830,wspoissonTest,0.0122,0,0.9878
6830,wspoissonTest_midp,0.0178,4e-4,0.9818
