design,method,conf_int_1,conf_int_2,width,lower_error_freq,upper_error_freq,coverage
21504,AC,0.0010077646606974197,0.01527820387619565,0.01427043921549823,0.011,0.1023,0.8867
21504,CP,0.0011334152419105444,0.014481092770491748,0.013347677528581204,0.0064,0.1183,0.8753
21504,wspoissonTest,0.0011393395325836086,0.06034025637383991,0.05920091684125631,0.0068,0,0.9932
21504,wspoissonTest_midp,0.001303380733854024,0.050762681460880726,0.04945930072702671,0.0108,0,0.9892
21505,AC,0.0013745682123074798,0.013775858868906855,0.012401290656599374,0.0103,0.1095,0.8802
21505,CP,0.0013578365614288588,0.01317724817272389,0.01181941161129503,0.0047,0.1207,0.8746
21505,wspoissonTest,0.0013632237647553593,0.0600767617596998,0.05871353799494444,0.0051,0,0.9949
21505,wspoissonTest_midp,0.0015000758789195925,0.05058667036194882,0.049086594483029225,0.0096,0,0.9904
21506,AC,0.0012499000036292156,0.014370747700163722,0.013120847696534505,0.0106,0.1255,0.8639
21506,CP,0.001282489356677493,0.013705398212331105,0.01242290885565361,0.0066,0.1357,0.8577
21506,wspoissonTest,0.0012882892926014558,0.06026440274660614,0.058976113454004685,0.007,0,0.993
21506,wspoissonTest_midp,0.0014352390115806592,0.050731619192041756,0.0492963801804611,0.0107,0,0.9893
21507,AC,0.0013302155958790337,0.013965017892751275,0.012634802296872241,0.0126,0.1233,0.8641
21507,CP,0.0013307473433309637,0.013342907672362916,0.012012160329031954,0.0075,0.134,0.8585
21507,wspoissonTest,0.001336324370318124,0.06013778885100987,0.05880146448069175,0.0077,0,0.9923
21507,wspoissonTest_midp,0.0014777184533711133,0.0506256880829505,0.049147969629579395,0.0126,0,0.98740000000000006
21508,AC,0.0012635078506414027,0.01419659360736353,0.012933085756722128,0.0094,0.1288,0.8618
21508,CP,0.00128796684678334,0.013545913069497081,0.01225794622271374,0.0062,0.1402,0.8536
21508,wspoissonTest,0.0012936846732547014,0.06021700253788975,0.05892331786463505,0.0064,0,0.9936
21508,wspoissonTest_midp,0.0014383018434480218,0.05068441236328242,0.0492461105198344,0.0098,0,0.9902
21509,AC,0.0013242269265605437,0.013985531961282258,0.012661305034721715,0.0113,0.1181,0.8706
21509,CP,0.0013270674329115184,0.0133607271028674,0.012033659669955883,0.0068,0.128,0.8652
21509,wspoissonTest,0.0013326577804148472,0.060145936542227496,0.058813278761812644,0.0069,0,0.9931
21509,wspoissonTest_midp,0.0014740712666953873,0.05063101741613635,0.04915694614944096,0.0108,0,0.9892
21510,AC,0.001263635108860211,0.014291345607619644,0.013027710498759433,0.0107,0.1321,0.8572
21510,CP,0.0012900675962436866,0.0136347627350586,0.012344695138814914,0.0055,0.144,0.8505
21510,wspoissonTest,0.001295884752057926,0.06025229548401391,0.05895641073195598,0.0057,0,0.9943
21510,wspoissonTest_midp,0.0014423187442082555,0.05071869335592717,0.049276374611718916,0.0108,0,0.9892
21511,AC,0.0013185326674822649,0.014044393143051089,0.012725860475568822,0.0117,0.1207,0.8676
21511,CP,0.0013252196356320389,0.013413627724816838,0.012088408089184799,0.0076,0.1325,0.8599
21511,wspoissonTest,0.0013308366009930305,0.06015896031532263,0.0588281237143296,0.0078,0,0.9922
21511,wspoissonTest_midp,0.0014729006424134138,0.050643472184939656,0.049170571542526235,0.0123,0,0.9877
21512,AC,0.028915419365362585,0.08434238379811967,0.055426964432757096,0.0165,0.0252,0.9583
21512,CP,0.027161098160797734,0.08389980569198516,0.05673870753118743,0.0104,0.0275,0.9621
21512,wspoissonTest,0.027399222600752372,0.11110640807270737,0.083707185471955,0.011,0,0.989
21512,wspoissonTest_midp,0.02886284624583206,0.10257719080551572,0.07371434455968365,0.0171,0,0.9829
21513,AC,0.0313853123841273,0.07888097333700328,0.04749566095287598,0.0163,0.0317,0.952
21513,CP,0.02989164300254589,0.07861455389808217,0.04872291089553628,0.0094,0.0335,0.9571
21513,wspoissonTest,0.030085454808763724,0.10840246113424248,0.07831700632547875,0.0108,0,0.9892
21513,wspoissonTest_midp,0.03119249073214658,0.10029850277910403,0.06910601204695745,0.0165,0,0.9835
21514,AC,0.03260358816906312,0.07549577532542256,0.04289218715635944,0.0151,0.0366,0.9483
21514,CP,0.03128394301386626,0.075302224391737,0.04401828137787074,0.0082,0.0374,0.9544
21514,wspoissonTest,0.03145076786938378,0.10660528823445295,0.07515452036506917,0.0093,0,0.9907
21514,wspoissonTest_midp,0.03230336249835584,0.09876397225806907,0.06646060975971323,0.0155,0,0.9845
21515,AC,0.034467078396798675,0.0716468869728683,0.037179808576069624,5e-4,0.0107,0.9888
21515,CP,0.03337426432034848,0.07153179959403753,0.03815753527368906,1e-4,0.0113,0.9886
21515,wspoissonTest,0.03350411852362866,0.10458533281941551,0.07108121429578684,2e-4,0,0.9998
21515,wspoissonTest_midp,0.03403645757217685,0.0970870418200001,0.06305058424782324,4e-4,0,0.9996
21516,AC,0.033451791287338384,0.07399327958191153,0.04054148829457314,0.0137,0.0431,0.9432
21516,CP,0.03222493837149232,0.07383607608627693,0.04161113771478462,0.0078,0.0445,0.9477
21516,wspoissonTest,0.03237908228850851,0.10594152240629774,0.07356244011778923,0.0087,0,0.9913
21516,wspoissonTest_midp,0.033083378310369636,0.09824260857362893,0.0651592302632593,0.0136,0,0.9864
21517,AC,0.03410780707631184,0.07233035556134564,0.03822254848503379,0.0109,0.028,0.9611
21517,CP,0.03297156645364479,0.07220294407433846,0.039231377620693675,0.0058,0.0285,0.9657
21517,wspoissonTest,0.033109099491063755,0.10497214603271736,0.0718630465416536,0.0069,0,0.9931
21517,wspoissonTest_midp,0.033702761866834616,0.0973946707554856,0.06369190888865098,0.0106,0,0.9894
21518,AC,0.03354296860537444,0.0737728049913517,0.04022983638597726,0.0153,0.046,0.9387
21518,CP,0.032328771186753806,0.0736190498688239,0.04129027868207008,0.0091,0.0469,0.944
21518,wspoissonTest,0.032480684772959435,0.10581603536298594,0.0733353505900265,0.0098,0,0.9902
21518,wspoissonTest_midp,0.03316908607071926,0.09813319236733263,0.06496410629661337,0.0152,0,0.9848
21519,AC,0.034043159736693064,0.07257970764652456,0.0385365479098315,0.0126,0.0369,0.9505
21519,CP,0.03289416408719958,0.07244923644556625,0.03955507235836668,0.0068,0.0383,0.9549
21519,wspoissonTest,0.03303418731827917,0.10513561052758363,0.07210142320930446,0.0075,0,0.9925
21519,wspoissonTest_midp,0.0336447640008839,0.09753677035782718,0.06389200635694328,0.0126,0,0.98740000000000006
21520,AC,0.033525868207719516,0.07367440310901718,0.04014853490129767,0.0143,0.0448,0.9409
21520,CP,0.03231437420118992,0.07352148813524136,0.04120711393405143,0.0088,0.0455,0.9457
21520,wspoissonTest,0.032465931772646665,0.10575152158539443,0.07328558981274776,0.0096,0,0.9904
21520,wspoissonTest_midp,0.033148661824041636,0.09807182589743169,0.06492316407339005,0.0145,0,0.9855
21521,AC,0.034092567015178356,0.07275296630692848,0.03866039929175012,0.0158,0.0367,0.9475
21521,CP,0.03293922912695408,0.0726218155293975,0.039682586402443425,0.01,0.0371,0.9529
21521,wspoissonTest,0.033080138636104796,0.10526779403690667,0.07218765540080188,0.0109,0,0.9891
21521,wspoissonTest_midp,0.03369751278496512,0.09766382914783857,0.06396631636287345,0.0156,0,0.9844
21522,AC,1.6923475932486399e-4,0.0191801493127136,0.019010914553388734,0.0125,0.176,0.8115
21522,CP,7.512349556402843e-4,0.01780994719197549,0.01705871223633521,0.0092,0.176,0.8148
21522,wspoissonTest,7.578975446287334e-4,0.03586021819913578,0.035102320654507045,0.0095,0,0.9905
21522,wspoissonTest_midp,9.741421497917942e-4,0.030643849921171147,0.029669707771379353,0.0173,0,0.9827
21523,AC,0.0015532405090044033,0.01304548656228303,0.011492246053278627,0.0026,0.0672,0.9302
21523,CP,0.001474894517593643,0.012538877285349236,0.011063982767755593,0.0011,0.0735,0.9254
21523,wspoissonTest,0.0014796696050057617,0.034309559181548883,0.03282988957654312,0.0011,0,0.9989
21523,wspoissonTest_midp,0.001645413989201557,0.02948443902235235,0.027839025033150794,0.0026,0,0.9974
21524,AC,7.014264502307665e-4,0.016940619299820308,0.016239192849589544,0.0153,0.0741,0.9106
21524,CP,9.886072138910857e-4,0.015917765066396587,0.014929157852505499,0.0099,0.0864,0.9037
21524,wspoissonTest,9.949438104971558e-4,0.035324279950383786,0.034329336139886625,0.0104,0,0.9896
21524,wspoissonTest_midp,0.001213584923365079,0.030255014672041024,0.029041429748675945,0.0197,0,0.9803
21525,AC,0.0014467285867324898,0.01350351857349118,0.01205678998675869,0.009,0.0974,0.8936
21525,CP,0.0014044477189879964,0.012940400320609887,0.01153595260162189,0.0044,0.1055,0.8901
21525,wspoissonTest,0.0014096353566094813,0.03448808491809067,0.033078449561481184,0.0046,0,0.9954
21525,wspoissonTest_midp,0.0015871645791607212,0.02961000170520364,0.028022837126042918,0.0094,0,0.9906
21526,AC,0.0010719803392610914,0.01509955607564762,0.01402757573638653,0.0119,0.0973,0.8908
21526,CP,0.0011712778317089702,0.014328368866149237,0.013157091034440266,0.0086,0.11,0.8814
21526,wspoissonTest,0.0011771308271569527,0.0349122067246544,0.03373507589749745,0.0089,0,0.9911
21526,wspoissonTest_midp,0.0013798615738494287,0.0299361048304903,0.02855624325664087,0.0144,0,0.9856
21527,AC,0.0014005413641262807,0.013776226016464013,0.012375684652337732,0.0123,0.1054,0.8823
21527,CP,0.0013787523199391232,0.013182225548559474,0.01180347322862035,0.007,0.1147,0.8783
21527,wspoissonTest,0.0013841299337391342,0.034593425350081516,0.033209295416342384,0.0073,0,0.9927
21527,wspoissonTest_midp,0.0015655493974527453,0.029695994899071872,0.02813044550161913,0.0137,0,0.9863
21528,AC,0.0012751487087241885,0.0141428620341301,0.012867713325405912,0.0114,0.1251,0.8635
21528,CP,0.0012923447360973818,0.01349565671906247,0.012203311982965087,0.0081,0.136,0.8559
21528,wspoissonTest,0.0012979731924743967,0.03472765343680162,0.03342968024432722,0.0082,0,0.9918
21528,wspoissonTest_midp,0.0014842106176014796,0.02979607625326884,0.02831186563566736,0.0131,0,0.9869
21529,AC,0.001339261709356582,0.014060390018030508,0.012721128308673927,0.0112,0.1156,0.8732
21529,CP,0.0013373068958236634,0.013434603961430794,0.01209729706560713,0.0074,0.1266,0.866
21529,wspoissonTest,0.0013428688495149617,0.03470496454921327,0.03336209569969831,0.0075,0,0.9925
21529,wspoissonTest_midp,0.0015286505206517254,0.02978967450279197,0.028261023982140244,0.0122,0,0.9878
21530,AC,0.0012882526475791942,0.014139173620791756,0.012850920973212561,0.0125,0.1235,0.864
21530,CP,0.001304514790778256,0.013494637927196636,0.012190123136418379,0.0087,0.1343,0.857
21530,wspoissonTest,0.0013101558350320929,0.03474148264489203,0.03343132680985994,0.0088,0,0.9912
21530,wspoissonTest_midp,0.0014949161690835757,0.02981315258516237,0.028318236416078793,0.0139,0,0.9861
21531,AC,0.0013096146745327337,0.013890994267959747,0.012581379593427013,0.0122,0.122,0.8658
21531,CP,0.0013124064173513335,0.013268731322385839,0.011956324905034506,0.0072,0.1324,0.8604
21531,wspoissonTest,0.0013178851360750889,0.03463889861534416,0.033321013479269065,0.0075,0,0.9925
21531,wspoissonTest_midp,0.0015000744398438316,0.029716406817918904,0.02821633237807507,0.0137,0,0.9863
21532,AC,0.0012941143286533535,0.014172140460483517,0.012878026131830164,0.0108,0.1207,0.8685
21532,CP,0.0013099606222338456,0.013526485410464351,0.012216524788230505,0.0062,0.1299,0.8639
21532,wspoissonTest,0.0013155643122032042,0.03474654422571639,0.03343097991351318,0.0064,0,0.9936
21532,wspoissonTest_midp,0.0015005468647683435,0.02982092420614768,0.02832037734137934,0.0127,0,0.9873
21533,AC,0.0046298350595285215,0.005398003459686177,7.681684001576562e-4,0,0,1
21533,CP,0.004622985063962824,0.005397927827616906,7.749427636540822e-4,0,0,1
21533,wspoissonTest,0.00462305551795214,0.033066835350336915,0.028443779832384778,0,0,1
21533,wspoissonTest_midp,0.0031394168226381997,0.028599286321964318,0.025459869499326118,0,0,1
21534,AC,0.0013009872451040106,0.014070164099329593,0.012769176854225581,0.011,0.1153,0.8737
21534,CP,0.0013099250670378603,0.013434008096224971,0.012124083029187112,0.0068,0.1266,0.8666
21534,wspoissonTest,0.0013154770051529109,0.034699186733450745,0.03338370972829783,0.0069,0,0.9931
21534,wspoissonTest_midp,0.0015000439510142178,0.029776633419553996,0.02827658946853978,0.0122,0,0.9878
21535,AC,0.02953701865508379,0.08251026095906003,0.05297324230397624,0.017,0.0153,0.9677
21535,CP,0.02785494820610324,0.08211797132780692,0.054263023121703675,0.0095,0.0171,0.9734
21535,wspoissonTest,0.028075831717188478,0.09162302490829985,0.06354719319111136,0.0112,0.0014,0.98740000000000006
21535,wspoissonTest_midp,0.02959326869408371,0.0868374303801094,0.05724416168602569,0.0175,0.0036,0.9789
21536,AC,0.03186991330285244,0.0773235566794113,0.04545364337655887,0.0194,0.0285,0.9521
21536,CP,0.03044922925082506,0.07708797493609618,0.04663874568527111,0.0116,0.0299,0.9585
21536,wspoissonTest,0.030628294208536314,0.08830997342675656,0.05768167921822025,0.0122,3e-4,0.9875
21536,wspoissonTest_midp,0.031964580587913224,0.08362706639028593,0.051662485802372704,0.0202,0.0022,0.9776
21537,AC,0.03319638813198745,0.07439293897191315,0.041196550839925704,0.017,0.0338,0.9492
21537,CP,0.03194051419060167,0.07422597164694833,0.04228545745634667,0.0096,0.0351,0.9553
21537,wspoissonTest,0.032095535021205844,0.08641358150765202,0.05431804648644618,0.0107,3e-4,0.989
21537,wspoissonTest_midp,0.03329950598212007,0.0818305457547849,0.04853103977266483,0.0175,0.0014,0.9811
21538,AC,0.03472820984361558,0.07138982806712806,0.03666161822351247,0.001,0.0082,0.9908
21538,CP,0.033657735067372775,0.0712813113505834,0.03762357628321063,3e-4,0.0088,0.9909
21538,wspoissonTest,0.033784644302927,0.08442839532042268,0.05064375101749568,3e-4,0,0.9997
21538,wspoissonTest_midp,0.03484127763262767,0.07995650168589855,0.04511522405327088,0.0013,0,0.9987
21539,AC,0.03385404200776784,0.07281298823084284,0.038958946223075,0.017,0.0392,0.9438
21539,CP,0.032687680789775776,0.0726760315743725,0.03998835078459673,0.0096,0.0398,0.9506
21539,wspoissonTest,0.03283031965482563,0.0853786250716078,0.052548305416782175,0.011,2e-4,0.9888
21539,wspoissonTest_midp,0.033953470916759786,0.08086342906648052,0.04690995814972073,0.0184,0.0011,0.9805
21540,AC,0.03436918944417117,0.07220942065916795,0.03784023121499678,0.0113,0.0251,0.9636
21540,CP,0.03324982613848496,0.07208799191622013,0.03883816577773517,0.0062,0.0264,0.9674
21540,wspoissonTest,0.03338510579468164,0.08501566431683867,0.05163055852215704,0.0068,1e-4,0.9931
21540,wspoissonTest_midp,0.03447645218274295,0.08052160497852028,0.046045152795777325,0.0129,5e-4,0.9866
21541,AC,0.033886922470562866,0.07268870055012809,0.03880177807956523,0.0152,0.0377,0.9471
21541,CP,0.032726802792451,0.07255355629609259,0.03982675350364159,0.0092,0.0388,0.952
21541,wspoissonTest,0.03286848228126571,0.08529029475688184,0.05242181247561612,0.0097,3e-4,0.99
21541,wspoissonTest_midp,0.033986300579890966,0.080779094959709,0.046792794379818044,0.0161,0.0011,0.9828
21542,AC,0.034099505438991394,0.07235197832635538,0.03825247288736399,0.0138,0.034,0.9522
21542,CP,0.03296211220100973,0.07222404912630254,0.03926193692529281,0.0086,0.0353,0.9561
21542,wspoissonTest,0.03310016170406525,0.08507138294045744,0.05197122123639219,0.0092,0,0.9908
21542,wspoissonTest_midp,0.03420235485261593,0.08057014462119386,0.04636778976857793,0.0153,5e-4,0.9842
21543,AC,0.033964792423714814,0.07279663592531055,0.038831843501595735,0.0158,0.0397,0.9445
21543,CP,0.03280401550929964,0.07266231132226007,0.03985829581296042,0.0102,0.0415,0.9483
21543,wspoissonTest,0.032946058326304636,0.08539651247452379,0.05245045414821915,0.0106,2e-4,0.9892
21543,wspoissonTest_midp,0.03406471449520896,0.08088580070225204,0.04682108620704309,0.0169,7e-4,0.9824
21544,AC,0.03422546826915616,0.07254453895005991,0.03831907068090375,0.0167,0.0332,0.9501
21544,CP,0.03308657997386081,0.07241722339883538,0.039330643424974575,0.0097,0.0335,0.9568
21544,wspoissonTest,0.03322532383716886,0.0852560487101464,0.052030724872977545,0.0103,2e-4,0.9895
21544,wspoissonTest_midp,0.034329231410042724,0.08075511738464661,0.046425885974603884,0.0178,0.001,0.9812
21545,AC,1.0726958782355965e-4,0.019731290069786703,0.019624020481963145,0.0113,0.1857,0.803
21545,CP,7.242922434265654e-4,0.0183168240686397,0.017592531825213135,0.009,0.1857,0.8053
21545,wspoissonTest,7.314471183786772e-4,0.050333775868494406,0.04960232875011573,0.0092,0,0.9908
21545,wspoissonTest_midp,9.381789485946643e-4,0.04249587968130873,0.041557700732714066,0.0168,0,0.9832
21546,AC,0.001571454851742941,0.012953894140944219,0.011382439289201277,0.0021,0.0643,0.9336
21546,CP,0.0014875836124194008,0.012457309245646073,0.010969725633226672,9e-4,0.0699,0.9292
21546,wspoissonTest,0.0014923173767407273,0.048867953463254316,0.04737563608651359,9e-4,0,0.9991
21546,wspoissonTest_midp,0.0016195380611045277,0.041451472488986625,0.0398319344278821,0.0016,0,0.9984
21547,AC,6.157675030061838e-4,0.017275843066108,0.016660075563101815,0.0142,0.0824,0.9034
21547,CP,9.422482693549292e-4,0.016210002520969657,0.015267754251614727,0.0091,0.0966,0.8943
21547,wspoissonTest,9.487278347538847e-4,0.04979214276948866,0.04884341493473477,0.0096,0,0.9904
21547,wspoissonTest_midp,0.0011456515541187107,0.042107143583021166,0.04096149202890246,0.0171,0,0.9829
21548,AC,0.0014043315197679513,0.01354469478697652,0.012140363267208569,0.0086,0.0995,0.8919
21548,CP,0.0013739579794853733,0.01296842595796587,0.011594467978480497,0.0049,0.1106,0.8845
21548,wspoissonTest,0.0013791341472826797,0.04902495332170868,0.047645819174426,0.005,0,0.995
21548,wspoissonTest_midp,0.0015249910230222367,0.04153999767240499,0.040015006649382755,0.0078,0,0.9922
21549,AC,9.673084076266761e-4,0.015455247004878875,0.014487938597252198,0.0118,0.1048,0.8834
21549,CP,0.001108012890167278,0.014634902191325277,0.013526889301157998,0.0086,0.1189,0.8725
21549,wspoissonTest,0.0011140655732138675,0.049467762333498935,0.048353696760285066,0.0088,0,0.9912
21549,wspoissonTest_midp,0.0012934881741094697,0.041861159509560174,0.04056767133545071,0.0136,0,0.9864
21550,AC,0.0013541943485529406,0.013948372999297357,0.012594178650744418,0.0112,0.1108,0.878
21550,CP,0.001346229258913384,0.013333082202488784,0.011986852943575401,0.0071,0.1197,0.8732
21550,wspoissonTest,0.0013516992275692209,0.04915575432859719,0.04780405510102796,0.0072,0,0.9928
21550,wspoissonTest_midp,0.0015058234707703137,0.04164888007419355,0.040143056603423245,0.0115,0,0.9885
21551,AC,0.0011676232486087167,0.014467055013859902,0.013299431765251186,0.0097,0.1393,0.851
21551,CP,0.0012213314339861092,0.013774889981001138,0.012553558547015028,0.0057,0.1517,0.8426
21551,wspoissonTest,0.001227117056966638,0.049318628037486795,0.048091510980520155,0.0058,0,0.9942
21551,wspoissonTest_midp,0.0013903234373360083,0.04174953813943946,0.040359214702103456,0.0104,0,0.9896
21552,AC,0.0012715938004534304,0.014094497417188106,0.012822903616734676,0.0094,0.132,0.8586
21552,CP,0.001287647032443205,0.013450910357294978,0.012163263324851774,0.0051,0.1431,0.8518
21552,wspoissonTest,0.001293250326015486,0.04920426690147784,0.04791101657546235,0.0053,0,0.9947
21552,wspoissonTest_midp,0.0014514284335714956,0.04166357444763653,0.04021214601406503,0.01,0,0.99
21553,AC,0.0011919959419676028,0.014472665090246832,0.01328066914827923,0.0115,0.1352,0.8533
21553,CP,0.001240542053702955,0.013785815576241622,0.012545273522538668,0.0071,0.1468,0.8461
21553,wspoissonTest,0.0012464508189442692,0.04934483389168293,0.04809838307273866,0.0074,0,0.9926
21553,wspoissonTest_midp,0.0014099802351668063,0.04177759191618251,0.04036761168101571,0.0136,0,0.9864
21554,AC,0.0012549217046794157,0.014435182542197333,0.013180260837517919,0.0118,0.1302,0.858
21554,CP,0.001286374558428115,0.013764512387386851,0.012478137828958735,0.0076,0.1408,0.8516
21554,wspoissonTest,0.0012922264265153647,0.04933237931866536,0.048040152892149995,0.0076,0,0.9924
21554,wspoissonTest_midp,0.0014544178144485726,0.041784776105768764,0.04033035829132019,0.0124,0,0.9876
21555,AC,0.0012031186724995714,0.014701251659149086,0.013498132986649515,0.0103,0.1301,0.8596
21555,CP,0.0012525775390857502,0.014003577434323027,0.012750999895237276,0.0053,0.139,0.8557
21555,wspoissonTest,0.0012586105782328853,0.04942940432884366,0.04817079375061078,0.0059,0,0.9941
21555,wspoissonTest_midp,0.0014248659477991857,0.04186889679381497,0.04044403084601578,0.0119,0,0.9881
21556,AC,0.0012307736842947475,0.014397823950910878,0.01316705026661613,0.0102,0.1286,0.8612
21556,CP,0.0012669733609412,0.013724088879349587,0.012457115518408389,0.0066,0.1405,0.8529
21556,wspoissonTest,0.0012727372636351098,0.0493036831244197,0.04803094586078459,0.0067,0,0.9933
21556,wspoissonTest_midp,0.0014340658523933321,0.041752780308024304,0.04031871445563097,0.0112,0,0.9888
21557,AC,0.028555525949614517,0.08490285761423298,0.056347331664618465,0.017,0.0284,0.9546
21557,CP,0.02677039183535267,0.08443590035625331,0.057665508520900646,0.01,0.0312,0.9588
21557,wspoissonTest,0.027013254198977467,0.103122368799306,0.07610911460032854,0.0109,0,0.9891
21557,wspoissonTest_midp,0.028606225043552848,0.09604933294581428,0.06744310790226143,0.0176,2e-4,0.9822
21558,AC,0.030953905335697515,0.07889157880982259,0.04793767347412508,0.0175,0.0328,0.9497
21558,CP,0.029441602549591713,0.07861081899868316,0.049169216449091446,0.0099,0.0353,0.9548
21558,wspoissonTest,0.02963688677503326,0.09970257966809999,0.07006569289306673,0.0117,0,0.9883
21558,wspoissonTest_midp,0.030934014810269,0.09294456827076367,0.062010553460494666,0.0184,0,0.9816
21559,AC,0.032388506214205914,0.07593051296570477,0.04354200675149885,0.0166,0.04,0.9434
21559,CP,0.031040962196066786,0.07572795636996464,0.044686994173897855,0.0103,0.0418,0.9479
21559,wspoissonTest,0.031211475806461816,0.09810033739088621,0.06688886158442439,0.0115,0,0.9885
21559,wspoissonTest_midp,0.0323133563258599,0.091552978082794,0.0592396217569341,0.017,0,0.983
21560,AC,0.03427144541120261,0.07194430354835497,0.037672858137152355,2e-4,0.0098,0.99
21560,CP,0.03315801903242722,0.07182301625886198,0.03866499722643476,1e-4,0.0104,0.9895
21560,wspoissonTest,0.03329058349864619,0.09576712622929211,0.06247654273064592,2e-4,0,0.9998
21560,wspoissonTest_midp,0.034127781146456544,0.08950663273185513,0.0553788515853986,3e-4,0,0.9997
21561,AC,0.033163792299776146,0.07451631490546226,0.041352522605686115,0.0143,0.0432,0.9425
21561,CP,0.031902112938469,0.07434857901627906,0.042446466077810066,0.008,0.0448,0.9472
21561,wspoissonTest,0.03206072610495339,0.0973785867876589,0.06531786068270551,0.009,0,0.991
21561,wspoissonTest_midp,0.03305087740902832,0.0909481163559574,0.05789723894692909,0.0156,0,0.9844
21562,AC,0.033822034104224886,0.07292320633432538,0.03910117223010049,0.0107,0.0295,0.9598
21562,CP,0.03264991724395972,0.07278467508215201,0.0401347578381923,0.0057,0.03,0.9643
21562,wspoissonTest,0.03279269786071885,0.09637981797822605,0.0635871201175072,0.0062,0,0.9938
21562,wspoissonTest_midp,0.03369401136777764,0.09004171777262142,0.05634770640484378,0.0114,0,0.9886
21563,AC,0.03316081650968421,0.07432129653991529,0.04116048003023108,0.0156,0.0471,0.9373
21563,CP,0.031906644684095146,0.07415487288679765,0.0422482282027025,0.01,0.0484,0.9416
21563,wspoissonTest,0.032063999352983104,0.097238347375581,0.06517434802259789,0.0108,0,0.9892
21563,wspoissonTest_midp,0.03304460804007541,0.09081591451282595,0.05777130647275053,0.0165,0,0.9835
21564,AC,0.03368834495101645,0.07370127714007126,0.040012932189054815,0.0128,0.036,0.9512
21564,CP,0.03248035202195488,0.07355310140644306,0.041072749384488176,0.0074,0.0369,0.9557
21564,wspoissonTest,0.03262964898327872,0.09691771967582674,0.06428807069254802,0.0084,0,0.9916
21564,wspoissonTest_midp,0.0335687730428229,0.09054098207745997,0.05697220903463708,0.0133,0,0.9867
21565,AC,0.033115366463368635,0.0743009009744645,0.04118553451109586,0.012,0.0446,0.9434
21565,CP,0.03185979446316578,0.07413385998819462,0.04227406552502884,0.0062,0.0461,0.9477
21565,wspoissonTest,0.03201717843816843,0.09720802108958618,0.06519084265141775,0.007,0,0.993
21565,wspoissonTest_midp,0.03299951491152995,0.09078405280133857,0.05778453788980862,0.0133,0,0.9867
21566,AC,0.033620270101994865,0.07385762202615141,0.04023735192415655,0.0141,0.0399,0.946
21566,CP,0.032403148216017155,0.07370681394330227,0.04130366572728511,0.0085,0.0409,0.9506
21566,wspoissonTest,0.03255440341237788,0.09702697166848355,0.06447256825610567,0.009,0,0.991
21566,wspoissonTest_midp,0.03350017904907748,0.09064219482239386,0.05714201577331637,0.0152,0,0.9848
21567,AC,1.0099229588935394e-4,0.019738105176549732,0.01963711288066038,0.0126,0.1911,0.7963
21567,CP,7.276724291046939e-4,0.018311429384496314,0.01758375695539162,0.0095,0.1911,0.7994
21567,wspoissonTest,7.347346845319384e-4,0.03989663820235059,0.039161903517818654,0.0098,0,0.9902
21567,wspoissonTest_midp,9.497079969576995e-4,0.033958359704372866,0.03300865170741517,0.0175,0,0.9825
21568,AC,0.001458600087755853,0.013280971610675077,0.011822371522919225,0.0028,0.0751,0.9221
21568,CP,0.0014020571409351689,0.01273869305678081,0.01133663591584564,9e-4,0.0824,0.9167
21568,wspoissonTest,0.0014069111637940936,0.03824966149754093,0.03684275033374683,9e-4,0,0.9991
21568,wspoissonTest_midp,0.0015689739161249678,0.03271041256374616,0.031141438647621197,0.0026,0,0.9974
21569,AC,6.22576777344448e-4,0.017321565523079212,0.016698988745734767,0.0137,0.0861,0.9002
21569,CP,9.439144186522457e-4,0.01625391009826147,0.015309995679609221,0.0099,0.1028,0.8873
21569,wspoissonTest,9.504832229552863e-4,0.03930852043521077,0.03835803721225549,0.01,0,0.99
21569,wspoissonTest_midp,0.0011654283232945672,0.03352128176534895,0.03235585344205438,0.0164,0,0.9836
21570,AC,0.001351198939105021,0.013919159541295259,0.012567960602190238,0.0098,0.103,0.8872
21570,CP,0.0013391963593706922,0.013306286281405125,0.011967089922034433,0.0048,0.1134,0.8818
21570,wspoissonTest,0.001344578245474767,0.03849088460167683,0.03714630635620206,0.005,0,0.995
21570,wspoissonTest_midp,0.0015205098922689618,0.032894929606552846,0.03137441971428388,0.0113,0,0.9887
21571,AC,9.714360040354752e-4,0.015623613186606463,0.014652177182570988,0.0103,0.1097,0.88
21571,CP,0.0011143792750457934,0.014791462330073802,0.013677083055028008,0.0058,0.1242,0.87
21571,wspoissonTest,0.0011205073076664695,0.03895595637867679,0.037835449071010316,0.0059,0,0.9941
21571,wspoissonTest_midp,0.0013205501856680833,0.033256828538487174,0.03193627835281909,0.0135,0,0.9865
21572,AC,0.0012895647630526603,0.014166426707066125,0.012876861944013464,0.01,0.1176,0.8724
21572,CP,0.0013004907424404146,0.013521656311726846,0.012221165569286431,0.0063,0.1309,0.8628
21572,wspoissonTest,0.0013060731685460192,0.0385870813891605,0.03728100822061448,0.0065,0,0.9935
21572,wspoissonTest_midp,0.0014853278033423755,0.032965562626832035,0.03148023482348966,0.0115,0,0.9885
21573,AC,0.0011778664957039337,0.014712972386980116,0.013535105891276183,0.0112,0.1332,0.8556
21573,CP,0.0012338921402199297,0.0140048800626157,0.01277098792239577,0.0072,0.1464,0.8464
